"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Indoor/Outdoor","Product Type","Blade Span (Diameter) (in.)","Ceiling Fan Efficiency (CFM/W)","Fan Power Consumption-Low Speed (W)","Fan Power Consumption-High Speed (W)","Fan Power Consumption-Standby (W)","Ceiling Fan Features","Ceiling Fan Components Warranty (Years)","Shipped with ENERGY STAR Lamp(s)","ENERGY STAR Lamp ESUID","Alternate ENERGY STAR Lamps ESUIDs","ENERGY STAR Lamp Partner","Lamp Model Number","Light Source Technology","Total Light Output (lumens)","Total Lighting Input Power (Watts)","Lighting Efficiency – Measured outside the Fixture (lm/W)","Lighting Efficiency – Measured at the Source (lm/W)","Power Factor of Light Kit","Light Color Appearance (CCT)","Light Color Quality (CRI)","Light Source Rated Life (Hours)","Light Sources Per Light Kit","Light Source Connection/Base Type","Light Kit Dimmability","Special Lighting Features (Dimming, Motion Sensing, etc.)","Ceiling Fan Light Kit Warranty (yrs)","Connected Functionality","Connects Using","Notes","Date Available on Market","Date Certified","Markets","CB Model Identifier","Meets ENERGY STAR Most Efficient 2025 Criteria"
"2359771","WAC Lighting","WAC Lighting","Mocha","F-001L",",,F-001L-* (""*"" can be any length of characters or blank)","","Indoor Ceiling Fan","Standard Fan with Light Kit","54","207","6.4","36.4","1.4","None","3","No",,"","Seoul Demiconductor Co., Ltd","","","1,440","20",,,"0.9","3000K","93","50,000","","","Yes","","","No","","","02/01/2020","05/18/2020","United States","ES_22491_F-001L_05182020030358_1038151","No"
"2375978","WAC Lighting","WAC Lighting","Mocha XL","F-064",",F-064-*,""*"" can be any length of characters or blank","","Outdoor Ceiling Fan","Standard Fan Only","66","320","4.2","34.5","1.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","06/01/2021","03/18/2021","United States, Canada","ES_22491_F-064_031020212001920_3650782","No"
"2376075","WAC Lighting","WAC Lighting","Mocha XL","F-064",",F-064-*,""*"" can be any length of characters or blank","","Outdoor Ceiling Fan","Standard Fan Only","66","320","4.2","34.5","1.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","06/01/2021","03/18/2021","United States, Canada","ES_22491_F-064_041320212127485_8588530","No"
"2375417","WAC Lighting","WAC Lighting","Mocha XL","F-064L","Mocha XL,F-064L-*,""*"" can be any length of characters or blank","","Outdoor Ceiling Fan","Standard Fan with Light Kit","66","320","4.2","34.5","1.4","None","3","No",,"","Seoul Demiconductor Co., Ltd","","","1,440","20",,,"0.9","3000K","93","50,000","","","Yes","","","No","","","06/01/2021","03/11/2021","United States, Canada","ES_22491_F-064L_031020212035321_3267903","No"
"2360008","WAC Lighting","WAC Lighting","Odyssey 52","F-005L",",,F-005L-** (""**'' can be any length of characters or blank)","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","155.1","3.6","28.6","1.4","None","3","No",,"","WAC Lighting Co","","","2,200","25",,,"0.9","2700K","93","54,000","","","Yes","","","No","","","06/15/2020","05/20/2020","United States, Canada","ES_22491_F-005L_05202020062819_6099718","No"
"2360009","WAC Lighting","WAC Lighting","Odyssey 52","F-005L",",,F-005L-** (""**'' can be any length of characters or blank)","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","155.1","3.6","28.6","1.4","None","3","No",,"","WAC Lighting Co","","","2,200","25",,,"0.9","3000K","93","54,000","","","Yes","","","No","","","06/15/2020","05/20/2020","United States, Canada","ES_22491_F-005L_05202020062846_6126038","No"
"2360010","WAC Lighting","WAC Lighting","Odyssey 52","F-005L",",,F-005L-** (""**'' can be any length of characters or blank)","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","155.1","3.6","28.6","1.4","None","3","No",,"","WAC Lighting Co","","","2,200","25",,,"0.9","3500K","93","54,000","","","Yes","","","No","","","06/15/2020","05/20/2020","United States, Canada","ES_22491_F-005L_05202020062901_6141756","No"
"2360011","WAC Lighting","WAC Lighting","Odyssey 52","F-005L",",,F-005L-** (""**'' can be any length of characters or blank)","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","155.1","3.6","28.6","1.4","None","3","No",,"","WAC Lighting Co","","","2,200","25",,,"0.9","4000/4100K","93","54,000","","","Yes","","","No","","","06/15/2020","05/20/2020","United States, Canada","ES_22491_F-005L_05202020062918_6158396","No"
"2369732","WAC Lighting","WAC Lighting","Odyssey Flush 44","F-034L",",,2700K","","Indoor Ceiling Fan","Hugger Fan with Light Kit","44","121.1","4.5","21.8","1.4","None","3","No",,"","WAC Lighting Co","","","2,200","25",,,"0.9","2700K","93","54,000","","","Yes","","","No","","","01/01/2021","11/20/2020","United States, Canada","ES_22491_F-034L_11202020064936_4976280","No"
"2369733","WAC Lighting","WAC Lighting","Odyssey Flush 44","F-034L",",,3000K","","Indoor Ceiling Fan","Hugger Fan with Light Kit","44","121.1","4.5","21.8","1.4","None","3","No",,"","WAC Lighting Co","","","2,200","25",,,"0.9","3000K","93","54,000","","","Yes","","","No","","","01/01/2021","11/20/2020","United States, Canada","ES_22491_F-034L_11202020064949_4989157","No"
"2369734","WAC Lighting","WAC Lighting","Odyssey Flush 44","F-034L",",,3500K","","Indoor Ceiling Fan","Hugger Fan with Light Kit","44","121.1","4.5","21.8","1.4","None","3","No",,"","WAC Lighting Co","","","2,200","25",,,"0.9","3500K","93","54,000","","","Yes","","","No","","","01/01/2021","11/20/2020","United States, Canada","ES_22491_F-034L_11202020065005_5005850","No"
"2369735","WAC Lighting","WAC Lighting","Odyssey Flush 44","F-034L",",,4000/4100K","","Indoor Ceiling Fan","Hugger Fan with Light Kit","44","121.1","4.5","21.8","1.4","None","3","No",,"","WAC Lighting Co","","","2,200","25",,,"0.9","4000/4100K","93","54,000","","","Yes","","","No","","","01/01/2021","11/20/2020","United States, Canada","ES_22491_F-034L_11202020065035_5035923","No"
"2369736","WAC Lighting","WAC Lighting","Odyssey Flush 52","F-035L",",,2700K","","Indoor Ceiling Fan","Hugger Fan with Light Kit","52","132.3","4.5","31.2","1.4","None","3","No",,"","WAC Lighting Co","","","2,200","25",,,"0.9","2700K","93","54,000","","","Yes","","","No","","","01/01/2021","11/20/2020","United States, Canada","ES_22491_F-035L_11202020070031_5631775","No"
"2369737","WAC Lighting","WAC Lighting","Odyssey Flush 52","F-035L",",,3000K","","Indoor Ceiling Fan","Hugger Fan with Light Kit","52","132.3","4.5","31.2","1.4","None","3","No",,"","WAC Lighting Co","","","2,200","25",,,"0.9","3000K","93","54,000","","","Yes","","","No","","","01/01/2021","11/20/2020","United States, Canada","ES_22491_F-035L_11202020070457_5897400","No"
"2369738","WAC Lighting","WAC Lighting","Odyssey Flush 52","F-035L",",,3500K","","Indoor Ceiling Fan","Hugger Fan with Light Kit","52","132.3","4.5","31.2","1.4","None","3","No",,"","WAC Lighting Co","","","2,200","25",,,"0.9","3500K","93","54,000","","","Yes","","","No","","","01/01/2021","11/20/2020","United States, Canada","ES_22491_F-035L_11202020070513_5913153","No"
"2369739","WAC Lighting","WAC Lighting","Odyssey Flush 52","F-035L",",,4000/4100K","","Indoor Ceiling Fan","Hugger Fan with Light Kit","52","132.3","4.5","31.2","1.4","None","3","No",,"","WAC Lighting Co","","","2,200","25",,,"0.9","4000/4100K","93","54,000","","","Yes","","","No","","","01/01/2021","11/20/2020","United States, Canada","ES_22491_F-035L_11202020070531_5931836","No"
"2359805","WAC Lighting","WAC Lighting","ORB","F-004","ORB,F-004-* (""*"" can be any length of characters or blank),","","Indoor Ceiling Fan","Standard Fan Only","44","175","3.3","26.9","1.6","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/31/2020","05/17/2020","United States","ES_22491_F-004_05182020032937_2577395","No"
"2359775","WAC Lighting","WAC Lighting","ORB","F-004L","ORB,F-004L-* (""*"" can be any length of characters or blank),""*"" can be any length of characters or blank","","Indoor Ceiling Fan","Standard Fan with Light Kit","44","175","3.3","26.9","1.6","None","3","No",,"","Seoul Demiconductor Co., Ltd","","","1,440","20",,,"0.9","3000K","93","50,000","","","Yes","","","No","","","01/31/2020","05/17/2020","United States","ES_22491_F-004L_05182020064223_4143062","No"
"2390181","WAC Lighting","WAC Lighting","Sonoma","F-070L","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","56","139","5.6","38.9","1.4","None","3","No",,"","Seoul Semiconductor Co., Ltd","","","1,657","20",,,"0.9","3000K","94","54,000","","","Yes","","","No","","","03/01/2022","12/23/2021","United States, Canada","ES_22491_F-070L_122220211745184_9740548","No"
"2390187","WAC Lighting","WAC Lighting","Sonoma","F-070L-**","","790576884257;790576884264","Outdoor Ceiling Fan","Standard Fan with Light Kit","56","139","5.6","38.9","1.4","None","3","No",,"","Seoul Semiconductor Co., Ltd","","","1,657","20",,,"0.9","3000K","94","54,000","","","Yes","","","No","","","03/01/2022","12/23/2021","United States, Canada","ES_22491_F-070L-**_010520222319849_5842733","No"
"2390188","WAC Lighting","WAC Lighting","Sonoma","F-070L-**/**","","790576884271","Outdoor Ceiling Fan","Standard Fan with Light Kit","56","139","5.6","38.9","1.4","None","3","No",,"","Seoul Semiconductor Co., Ltd","","","1,657","20",,,"0.9","3000K","94","54,000","","","Yes","","","No","","","03/01/2022","12/23/2021","United States, Canada","ES_22491_F-070L-**/**_010520222319695_2447839","No"
"2380568","WAC Lighting","WAC Lighting","Stella","F-056","","","Outdoor Ceiling Fan","Standard Fan Only","60","194.6","5","26","1.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","08/01/2021","05/04/2021","United States, Canada","ES_22491_F-056_061720210053814_4397023","No"
"2381564","WAC Lighting","WAC Lighting","Stella","F-056*",",,(""*"" can be any length of characters or blank)","","Outdoor Ceiling Fan","Standard Fan Only","60","194.6","5","26","1.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","08/01/2021","05/04/2021","United States, Canada","ES_22491_F-056*_062220210033831_1290980","No"
"2381663","WAC Lighting","WAC Lighting","Stella","F-056L","","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","194.6","5.1","26.1","1.5","None","3","No",,"","WAC Lighting Co","","","1,100","16",,,"0.86","3000K","93","50,000","","","Yes","","","No","","","09/01/2021","05/04/2021","United States, Canada","ES_22491_F-056L_070120210246478_4994895","No"
"2381665","WAC Lighting","WAC Lighting","Stella","F-056L","","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","194.6","5.1","26.1","1.5","None","3","No",,"","WAC Lighting Co","","","1,100","16",,,"0.86","3500K","93","50,000","","","Yes","","","No","","","09/01/2021","05/04/2021","United States, Canada","ES_22491_F-056L_070720210049160_1481069","No"
"2381671","WAC Lighting","WAC Lighting","Stella","F-056L","","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","194.6","5.1","26.1","1.5","None","3","No",,"","WAC Lighting Co","","","1,100","16",,,"0.86","4000/4100K","93","50,000","","","Yes","","","No","","","09/01/2021","05/04/2021","United States, Canada","ES_22491_F-056L_070720210049173_3375619","No"
"2381662","WAC Lighting","WAC Lighting","Stella","F-056L-**",",,(""*"" can be any letter or blank	","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","194.6","5.1","26.1","1.5","None","3","No",,"","WAC Lighting Co","","","1,100","16",,,"0.86","4000/4100K","93","50,000","","","Yes","","","No","","","09/01/2021","05/04/2021","United States, Canada","ES_22491_F-056L*_070720210051403_6092113","No"
"2381668","WAC Lighting","WAC Lighting","Stella","F-056L-**",",,(""*"" can be any letter or blank	","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","194.6","5.1","26.1","1.5","None","3","No",,"","WAC Lighting Co","","","1,100","16",,,"0.86","3000K","93","50,000","","","Yes","","","No","","","09/01/2021","05/04/2021","United States, Canada","ES_22491_F-056L*_070720210049132_6716313","No"
"2381669","WAC Lighting","WAC Lighting","Stella","F-056L-**",",,(""*"" can be any letter or blank	","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","194.6","5.1","26.1","1.5","None","3","No",,"","WAC Lighting Co","","","1,100","16",,,"0.86","3500K","93","50,000","","","Yes","","","No","","","09/01/2021","05/04/2021","United States, Canada","ES_22491_F-056L*_070720210051449_8501840","No"
"2381664","WAC Lighting","WAC Lighting","Stella","F-056L-MB","","790576869056","Indoor Ceiling Fan","Standard Fan with Light Kit","60","194.6","5.1","26.1","1.5","None","3","No",,"","WAC Lighting Co","","","1,100","16",,,"0.86","3000K","93","50,000","","","Yes","","","No","","","09/01/2021","05/04/2021","United States, Canada","ES_22491_F-056L-MB_070720210051378_1883241","No"
"2381667","WAC Lighting","WAC Lighting","Stella","F-056L-MB","","790576869056","Indoor Ceiling Fan","Standard Fan with Light Kit","60","194.6","5.1","26.1","1.5","None","3","No",,"","WAC Lighting Co","","","1,100","16",,,"0.86","3500K","93","50,000","","","Yes","","","No","","","09/01/2021","05/04/2021","United States, Canada","ES_22491_F-056L-MB_070720210051953_3360360","No"
"2381670","WAC Lighting","WAC Lighting","Stella","F-056L-MB","","790576869056","Indoor Ceiling Fan","Standard Fan with Light Kit","60","194.6","5.1","26.1","1.5","None","3","No",,"","WAC Lighting Co","","","1,100","16",,,"0.86","4000/4100K","93","50,000","","","Yes","","","No","","","09/01/2021","05/04/2021","United States, Canada","ES_22491_F-056L-MB_070720210052505_3950532","No"
"2381563","WAC Lighting","WAC Lighting","Stella","F-056-MB","","790576869049","Outdoor Ceiling Fan","Standard Fan Only","60","194.6","5","26","1.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","08/01/2021","05/04/2021","United States, Canada","ES_22491_F-056-MB_06212021214574_7628509","No"
"2381562","WAC Lighting","WAC Lighting","Stella","F-056-MW","","790576869063","Outdoor Ceiling Fan","Standard Fan Only","60","194.6","5","26","1.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","08/01/2021","05/04/2021","United States, Canada","ES_22491_F-056-MW_06212021214559_7605205","No"
"2391086","WAC Lighting","WAC Lighting","SWIRL","F-074L","","790576944142;790576944159;790576944166","Indoor Ceiling Fan","Standard Fan with Light Kit","54","150","3.6","35.7","1.4","None","3","No",,"","WAC Lighting Co","","","1,790","19.5",,,"0.89","3000K","94","50,000","","","Yes","","","No","","","02/15/2022","01/10/2022","United States, Canada","ES_22491_F-074L_011020220324410_3092748","No"
"2391088","WAC Lighting","WAC Lighting","SWIRL","F-074L-***",",,(*** stands for different colors, where each * can be a letter or a number, or blank)","790576944142;790576944159;790576944166","Indoor Ceiling Fan","Standard Fan with Light Kit","54","150","3.6","35.7","1.4","None","3","No",,"","WAC Lighting Co","","","1,790","19.5",,,"0.89","3000K","94","50,000","","","Yes","","","No","","","02/15/2022","01/10/2022","United States, Canada","ES_22491_F-074L-***_011920222112683_7606453","No"
"2391087","WAC Lighting","WAC Lighting","SWIRL","F-074L-***/***",",,(*** stands for different colors, where each * can be a letter or a number, or blank)","790576944142;790576944159;790576944166","Indoor Ceiling Fan","Standard Fan with Light Kit","54","150","3.6","35.7","1.4","None","3","No",,"","WAC Lighting Co","","","1,790","19.5",,,"0.89","3000K","94","50,000","","","Yes","","","No","","","02/15/2022","01/10/2022","United States, Canada","ES_22491_F-074L-***/***_011920222112667_3451105","No"
"2380457","WAC Lighting","WAC Lighting","Terminator UV","F-069U","","","Indoor Ceiling Fan","Standard Fan Only","60","200.8","4.7","27","1.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","08/01/2021","05/04/2021","United States, Canada","ES_22491_F-069U_060920210252593_4140428","No"
"2380303","WAC Lighting","WAC Lighting","Terminator UV","F-069U*****",",,""*"" can be any letter or blank","","Indoor Ceiling Fan","Standard Fan Only","60","200.8","4.7","27","1.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","08/01/2021","05/04/2021","United States, Canada","ES_22491_F-069U*_062120212259607_4072469","No"
"2380459","WAC Lighting","WAC Lighting","Terminator UV","F-069U-MB","","790576878546","Indoor Ceiling Fan","Standard Fan Only","60","200.8","4.7","27","1.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","08/01/2021","05/04/2021","United States, Canada","ES_22491_F-069U-MB_062120212259577_9535552","No"
"2380458","WAC Lighting","WAC Lighting","Terminator UV","F-069U-MW","","790576878539","Indoor Ceiling Fan","Standard Fan Only","60","200.8","4.7","27","1.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","08/01/2021","05/04/2021","United States, Canada","ES_22491_F-069U-MW_062120212259528_8241935","No"
"2396922","WAC Lighting","WAC Lighting","Viper","F-071L","","","Outdoor Ceiling Fan","Standard Fan with Light Kit","60","194","4.1","27.2","1.4","None","3","No",,"","Seoul Semiconductor Co., Ltd","","","1,597","20",,,"0.89","3000K","94","54,000","","","Yes","","","No","","","06/30/2022","05/23/2022","United States, Canada","ES_22491_F-071L_052720220534297_9923726","No"
"2396921","WAC Lighting","WAC Lighting","Viper","F-071L-***",",,*** stands for different colors, where each * can be a letter or a number, or blank","790576890852","Outdoor Ceiling Fan","Standard Fan with Light Kit","60","194","4.1","27.2","1.4","None","3","No",,"","Seoul Semiconductor Co., Ltd","","","1,597","20",,,"0.89","3000K","94","54,000","","","Yes","","","No","","","06/30/2022","05/23/2022","United States, Canada","ES_22491_F-071L-***_052320220237796_1519663","No"
"2452837","WAC Lighting","WAC Lighting","Windmill","F-080L","","197179011521;197179014317","Outdoor Ceiling Fan","Standard Fan with Light Kit","65","210.9","4.6","42","1.4","None","3","No",,"","WAC Lighting Co","","","1,600","20",,,"0.89","4000/4100K,3000K,3500K","93","50,000","","","Yes","","","No","","","05/15/2023","03/24/2023","United States, Canada","ES_22491_F-080L_032420230619842_6801082","No"
"2452876","WAC Lighting","WAC Lighting","Windmill","F-080L-**",",,(""**""stands for different colors, where each ""*""can be a letter or a number, or blank)","197179011521;197179014317","Outdoor Ceiling Fan","Standard Fan with Light Kit","65","210.9","4.6","42","1.4","None","3","No",,"","WAC Lighting Co","","","1,600","20",,,"0.89","4000/4100K,3000K,3500K","93","50,000","","","Yes","","","No","","","05/15/2023","03/24/2023","United States, Canada","ES_22491_F-080L-**_032920230132151_1385335","No"
"2401163","WAC Lighting","WAC Lighting","ZELDA","F-088L","","","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan with Light Kit","60","207.2","3.4","24.4","1.4","None","3","No",,"","WAC Lighting Co","","","1,500","20",,,"0.89","3000K","92","50,000","","","Yes","","","No","","","11/15/2022","09/05/2022","United States, Canada","ES_22491_F-088L_090520220314878_1574954","No"
"2401164","WAC Lighting","WAC Lighting","ZELDA","F-088L-***/***",",,(*** stands for different colors, where each * can be a letter or a number, or blank)","790576993492;790576993508","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan with Light Kit","60","207.2","3.4","24.4","1.4","None","3","No",,"","WAC Lighting Co","","","1,500","20",,,"0.89","3000K","92","50,000","","","Yes","","","No","","","11/15/2022","09/05/2022","United States, Canada","ES_22491_F-088L-***/***_090720220921770_5330547","No"
"2354310","WAC Lighting","WAC Lighting Co.","52 Clean","52WAM","52 Clean,F-003,","","Outdoor Ceiling Fan","Standard Fan with Light Kit","52","188","4","29.9","1.4","None","3","No",,"","Seoul Semiconductor Co., Ltd","","","1,000","15",,,"0.87","3000K","93","54,000","","","Yes","","","No","","","03/01/2020","02/03/2020","United States, Canada","ES_22491_52WAM_02032020091728_1448190","No"
"3417939","Westgate MFG","Westgate","Ceiling Fans","WF-318WP-RC-3B-52-*****",",,(Model with suffix ""*"", where ""*"" may be blank or alphanumeric character)","","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","52","276.5","2.7","25.9","0.2","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","03/15/2024","03/12/2024","United States, Canada","ES_1117671_WF-318WP-RC-3B-52-*****_031320240250707_5723597","Yes"
"3417906","Westgate MFG","Westgate","Ceiling Fans","WF-318WP-RC-3B-52-BR-WA","","840378301602","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","52","276.5","2.7","25.9","0.2","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","03/15/2024","03/12/2024","United States, Canada","ES_1117671_WF-318WP-RC-3B-52-BR-WA_030420240238586_1323509","Yes"
"3417938","Westgate MFG","Westgate","Ceiling Fans","WFL-112-PC-3B-52-MCT-*****",",,(Model with suffix ""*"", where ""*"" may be blank or alphanumeric character)","","Indoor Ceiling Fan","Standard Fan Only","52","113.3","12.4","51.3","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","03/15/2024","03/12/2024","United States, Canada","ES_1117671_WFL-112-PC-3B-52-MCT-*****_031320240247923_7655158","No"
"3417904","Westgate MFG","Westgate","Ceiling Fans","WFL-112-PC-3B-52-MCT-BK-BK","","840378301435","Indoor Ceiling Fan","Standard Fan Only","52","113.3","12.4","51.3","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","03/15/2024","03/12/2024","United States, Canada","ES_1117671_WFL-112-PC-3B-52-MCT-WH-WH_030420240221139_4271079","No"
"3417964","Westgate MFG","Westgate","Ceiling Fans","WFL-112-PC-3B-52-MCT-BN-RWS","","840378301442","Indoor Ceiling Fan","Standard Fan Only","52","113.3","12.4","51.3","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","03/15/2024","03/12/2024","United States, Canada","ES_1117671_WFL-112-PC-3B-52-MCT-BN-RWS_031320240248515_5612406","No"
"3417937","Westgate MFG","Westgate","Ceiling Fans","WFL-112-PC-3B-52-MCT-WH-WH","","840378301428","Indoor Ceiling Fan","Standard Fan Only","52","113.3","12.4","51.3","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","03/15/2024","03/12/2024","United States, Canada","ES_1117671_WFL-112-PC-3B-52-MCT-WH-WH_031320240245491_9697211","No"
"4429468","Westgate MFG","Westgate","Ceiling Fans","WFL-DC-120-RC-5B-42-MCT5-*****",",,(Model with suffix ""*"", where ""*"" may be blank or alphanumeric character)","","Indoor Ceiling Fan","Hugger Fan Only","42","90.1","3.2","30.7","0.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","06/06/2025","06/06/2025","United States","ES_1117671_WFL-DC-120-RC-5B-42-MCT5-*****_06062025023528_4420028","No"
"4430163","Westgate MFG","Westgate","Ceiling Fans","WFL-DC-120-RC-5B-42-MCT5-*****",",,(Model with suffix ""*"", where ""*"" may be blank or alphanumeric character)","","Indoor Ceiling Fan","Hugger Fan Only","42","90.1","3.2","30.7","0.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","06/03/2025","06/06/2025","United States","ES_1117671_WFL-DC-120-RC-5B-42-MCT5-*****_060920250546524_6461956","No"
"4429467","Westgate MFG","Westgate","Ceiling Fans","WFL-DC-120-RC-5B-42-MCT5-BK-BK","","840378327824","Indoor Ceiling Fan","Hugger Fan Only","42","90.1","3.2","30.7","0.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","06/06/2025","06/06/2025","United States","ES_1117671_WFL-DC-120-RC-5B-42-MCT5-BK-BK_060620250234171_5744252","No"
"4430164","Westgate MFG","Westgate","Ceiling Fans","WFL-DC-120-RC-5B-42-MCT5-BK-BK","","840378327824","Indoor Ceiling Fan","Hugger Fan Only","42","90.1","3.2","30.7","0.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","06/03/2025","06/06/2025","United States","ES_1117671_WFL-DC-120-RC-5B-42-MCT5-BK-BK_060920250546257_2468441","No"
"4430178","Westgate MFG","Westgate","Ceiling Fans","WFL-DC-120-RC-5B-42-MCT5-BK-BK","","840378327824","Indoor Ceiling Fan","Hugger Fan Only","42","90.1","3.2","30.7","0.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","06/03/2025","06/06/2025","United States","ES_1117671_WFL-DC-120-RC-5B-42-MCT5-BK-BK_060920250926589_8134487","No"
"4429466","Westgate MFG","Westgate","Ceiling Fans","WFL-DC-120-RC-5B-42-MCT5-BN-OK","","840378327831","Indoor Ceiling Fan","Hugger Fan Only","42","90.1","3.2","30.7","0.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","06/06/2025","06/06/2025","United States","ES_1117671_WFL-DC-120-RC-5B-42-MCT5-BN-OK_060620250236455_8633542","No"
"4430165","Westgate MFG","Westgate","Ceiling Fans","WFL-DC-120-RC-5B-42-MCT5-BN-OK","","840378327831","Indoor Ceiling Fan","Hugger Fan Only","42","90.1","3.2","30.7","0.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","06/03/2025","06/06/2025","United States","ES_1117671_WFL-DC-120-RC-5B-42-MCT5-BN-OK_060920250546170_7743625","No"
"4430177","Westgate MFG","Westgate","Ceiling Fans","WFL-DC-120-RC-5B-42-MCT5-BN-OK","","840378327831","Indoor Ceiling Fan","Hugger Fan Only","42","90.1","3.2","30.7","0.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","06/03/2025","06/06/2025","United States","ES_1117671_WFL-DC-120-RC-5B-42-MCT5-BN-OK_060920250926776_2455037","No"
"4429469","Westgate MFG","Westgate","Ceiling Fans","WFL-DC-121-RC-5B-52-MCT5-*****",",,(Model with suffix ""*"", where ""*"" may be blank or alphanumeric character)","","Indoor Ceiling Fan","Standard Fan Only","52","207.7","2.9","29.4","0.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","06/06/2025","06/06/2025","United States","ES_1117671_WFL-DC-121-RC-5B-52-MCT5-*****_060620250301605_5189537","No"
"4430167","Westgate MFG","Westgate","Ceiling Fans","WFL-DC-121-RC-5B-52-MCT5-*****",",,(Model with suffix ""*"", where ""*"" may be blank or alphanumeric character)","","Indoor Ceiling Fan","Standard Fan Only","52","207.7","2.9","29.4","0.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","06/03/2025","06/06/2025","United States","ES_1117671_WFL-DC-121-RC-5B-52-MCT5-*****_060920250548530_8307768","No"
"4429470","Westgate MFG","Westgate","Ceiling Fans","WFL-DC-121-RC-5B-52-MCT5-BK-BK","","840378327848","Indoor Ceiling Fan","Standard Fan Only","52","207.7","2.9","29.4","0.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","06/06/2025","06/06/2025","United States","ES_1117671_WFL-DC-121-RC-5B-52-MCT5-BK-BK_060620250302362_5127304","No"
"4001279","WAC Lighting","WAC","WAC Fan","F-109L-**",",,where * may be a letter, a number, or blank to denote different color","197179091691;197179091707","Outdoor Ceiling Fan","Standard Fan Only","52","116.2","3.5","36","1.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","02/26/2025","03/20/2025","United States, Canada","ES_22491_F-109L_031020250241950_5665399","No"
"3891938","WAC Lighting","WAC","WAC FAN","F-103-**",",,where * may be a letter, a number, or blank to denote different color","197179065883;197179065890","Outdoor Ceiling Fan","Standard Fan Only","56","205.1","2.4","36.1","1.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","11/21/2024","12/18/2024","United States, Canada","ES_22491_F-103-**_121820240250834_1098211","No"
"3891941","WAC Lighting","WAC","WAC FAN","F-103L-**",",,where * may be a letter, a number, or blank to denote different color","197179065869;197179065876","Outdoor Ceiling Fan","Standard Fan Only","56","205.1","2.4","36.1","1.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","11/21/2024","12/18/2024","United States, Canada","ES_22491_F-103L-**_12182024030534_1799994","No"
