ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Application,Display Type,Backlight Technology Type,Diagonal Viewable Screen Size (in.),Screen Area (sq. in.),Native Horizontal Resolution (pixels),Native Vertical Resolution (pixels),Resolution Format,High Contrast Ratio (HCR) Display,Physical Data Ports Available,Ethernet Supported,Low Power Wireless Technologies Supported,Features,Automatic Brightness Control,Is Automatic Brightness Control Enabled by Default in the Default SDR Preset Picture Setting When Television is Shipped?,Average On Mode Power Consumption for Certification (watts),Maximum Average On Mode Power for Certification (watts),Reported On Mode Power (per the Federal Test Procedure) (watts),Reported Annual Energy Consumption (kWh),Measured Standby Mode Power (Watts),Power Consumption in Standby Mode when Not Connected to a Network (watts),Power Consumption in Standby Mode when Connected to a Network (watts),"Reported Standby-Active, Low Mode Power (watts)",Date Available On Market,Date Certified,Markets,CB Model Identifier
3845000,"LG Electronics, Inc.",Lg,43QNED82AU*,43QNED82AU*,"43QNED77AZ*,43QNED77AZ*,* may be any alphanumeric according to color of stand or enclosure; 43QNED82AA*,43QNED82AA*,* may be any alphanumeric according to color of stand or enclosure",195174104149;195174111024,Television (TV),Consumer,LCD,Edge-lit LED,42.5,769.6,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,60.2,110.0,0.4,,,,2025-04-18,2025-02-17,United States,ES_1118034_43QNED82AU*_120220240145706_3607380
3814695,"LG Electronics, Inc.",Lg,50QNED80AU*,50QNED80AU*,",,* may be any alphanumeric according to color of stand or enclosure",195174104477,Television (TV),Consumer,LCD,Edge-lit LED,49.5,1043.02,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,62.5,114.0,0.4,,,,2025-06-06,2024-11-25,United States,ES_1118034_50QNED80AU*_112020241329630_8448156
3845001,"LG Electronics, Inc.",Lg,50QNED82AU*,50QNED82AU*,"50QNED77AZ*,50QNED77AZ*,* may be any alphanumeric according to color of stand or enclosure; 50QNED82AA*,50QNED82AA*,* may be any alphanumeric according to color of stand or enclosure",195174104507;195174111031,Television (TV),Consumer,LCD,Edge-lit LED,49.5,1043.02,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,65.4,119.0,0.4,,,,2025-04-18,2025-02-17,United States,ES_1118034_50QNED82AU*_120220240145699_2108475
3798905,"LG Electronics, Inc.",Lg,50QNED85AU*,50QNED85AU*,",,* may be any alphanumeric according to color of stand or enclosure",195174103722;195174106051,Television (TV),Consumer,LCD,Edge-lit LED,49.5,1043.02,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,63.8,119.0,0.4,,,,2025-06-20,2024-11-20,United States,ES_1118034_50QNED85AU*_111520241009906_9935356
2732573,"LG Electronics, Inc.",Lg,50QNED85TU*,50QNED85TU*,",,* may be any alphanumeric according to color of stand or enclosure",195174076637,Television (TV),Consumer,QD-LED (QLED),Edge-lit LED,49.5,1047.01,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,73.2,100.3,73.2,136.0,,0.3,0.4,0.4,2024-03-01,2023-11-06,United States,ES_1118034_50QNED85TU*_110720230103557_8905876
3361113,"LG Electronics, Inc.",Lg,55LX1TPU*,55LX1TPU*,",,* may be any alphanumeric according to color of stand or enclosure",195174082300,Television (TV),Consumer,OLED,OLED,54.6,1275.74,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Automatic Brightness Control,User Adjustable Backlight",1,0.0,105.7,123.0,105.7,196.0,,0.3,0.4,0.4,2024-04-20,2024-01-11,United States,ES_1118034_55LX1TPU*_011120240726940_2555049
3814696,"LG Electronics, Inc.",Lg,55QNED80AU*,55QNED80AU*,",,* may be any alphanumeric according to color of stand or enclosure",195174104873,Television (TV),Consumer,LCD,Edge-lit LED,54.6,1270.92,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,70.3,128.0,0.4,,,,2025-04-18,2024-11-25,United States,ES_1118034_55QNED80AU*_112020241332261_1430736
3845011,"LG Electronics, Inc.",Lg,55QNED82AU*,55QNED82AU*,"55QNED77AZ*,55QNED77AZ*,* may be any alphanumeric according to color of stand or enclosure; 55QNED82AA*,55QNED82AA*,* may be any alphanumeric according to color of stand or enclosure",195174104910;195174111055,Television (TV),Consumer,LCD,Edge-lit LED,54.6,1270.92,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,73.1,133.0,0.4,,,,2025-04-18,2025-02-17,United States,ES_1118034_55QNED82AU*_12022024014649_7502418
3798906,"LG Electronics, Inc.",Lg,55QNED85AU*,55QNED85AU*,"55QNED85AA*,55QNED85AA*,* may be any alphanumeric according to color of stand or enclosure; 55QNED85AY*,55QNED85AY*,* may be any alphanumeric according to color of stand or enclosure",195174102626;195174104934,Television (TV),Consumer,LCD,Edge-lit LED,54.6,1270.92,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,79.3,147.0,0.4,,,,2025-04-18,2024-11-20,United States,ES_1118034_55QNED85AU*_111420240928164_2687794
2732037,"LG Electronics, Inc.",Lg,55QNED85TU*,55QNED85TU*,"55QNED85TA*,55QNED85TA*,55QNED85TA* is the same as 55QNED85TU* except for model designation.* may be any alphanumeric according to color of stand or enclosure",195174076002,Television (TV),Consumer,QD-LED (QLED),Edge-lit LED,54.6,1275.67,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,76.9,95.8,76.9,142.0,,0.3,0.3,0.3,2024-02-24,2023-11-01,"United States, Canada",ES_1118034_55QNED85TU*_103120231519814_6263870
3798868,"LG Electronics, Inc.",Lg,65QNED80AU*,65QNED80AU*,",,* may be any alphanumeric according to color of stand or enclosure",195174105252,Television (TV),Consumer,LCD,Edge-lit LED,64.5,1775.92,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,96.4,176.0,0.4,,,,2025-04-18,2024-11-18,United States,ES_1118034_65QNED80AU*_111520241117828_7941956
3798869,"LG Electronics, Inc.",Lg,65QNED82AU*,65QNED82AU*,"65QNED77AZ*,65QNED77AZ*,* may be any alphanumeric according to color of stand or enclosure; 65QNED82AA*,65QNED82AA*,* may be any alphanumeric according to color of stand or enclosure",195174105283;195174111079,Television (TV),Consumer,LCD,Edge-lit LED,64.5,1775.92,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,92.2,171.0,0.4,,,,2025-05-23,2025-02-17,United States,ES_1118034_65QNED82AU*_111520241117343_6500615
3798907,"LG Electronics, Inc.",Lg,65QNED85AU*,65QNED85AU*,"65QNED85AA*,65QNED85AA*,* may be any alphanumeric according to color of stand or enclosure; 65QNED85AY*,65QNED85AY*,* may be any alphanumeric according to color of stand or enclosure",195174102640;195174105306,Television (TV),Consumer,LCD,Edge-lit LED,64.5,1775.92,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,92.8,172.0,0.4,,,,2025-03-21,2024-11-20,United States,ES_1118034_65QNED85AU*_111420240929379_5219687
2732574,"LG Electronics, Inc.",Lg,65QNED85TU*,65QNED85TU*,"65QNED85TA*,65QNED85TA*,65QNED85TA* is the same as 65QNED85TU* except for model designation.* may be any alphanumeric according to color of stand or enclosure",195174078099,Television (TV),Consumer,QD-LED (QLED),Edge-lit LED,64.5,1778.87,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,112.0,139.5,112.0,207.0,,0.3,0.4,0.4,2024-02-20,2023-11-06,United States,ES_1118034_65QNED85TU*_110720230055744_6296155
2740386,"LG Electronics, Inc.",Lg,65QNED90TU*,65QNED90TU*,"65QNED90TA*,65QNED90TA*,65QNED90TA* is the same as 65QNED90TU* except for model designation.* may be any alphanumeric according to color of stand or enclosure",195174076767,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,64.5,1778.87,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,117.0,138.0,117.0,216.0,,0.3,0.4,0.4,2024-02-20,2023-11-14,United States,ES_1118034_65QNED90TU*_111420230021647_2531310
3814697,"LG Electronics, Inc.",Lg,75QNED80AU*,75QNED80AU*,",,* may be any alphanumeric according to color of stand or enclosure",195174105672,Television (TV),Consumer,LCD,Edge-lit LED,74.5,2368.85,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,95.9,175.0,0.4,,,,2025-04-18,2024-11-25,United States,ES_1118034_75QNED80AU*_112020241332972_8815038
3845189,"LG Electronics, Inc.",Lg,75QNED82AU*,75QNED82AU*,"75QNED77AZ*,75QNED77AZ*,* may be any alphanumeric according to color of stand or enclosure; 75QNED82AA*,75QNED82AA*,* may be any alphanumeric according to color of stand or enclosure",195174105702;195174111093,Television (TV),Consumer,LCD,Edge-lit LED,74.5,2368.85,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,102.2,187.0,0.4,,,0.3,2025-04-18,2025-02-17,United States,ES_1118034_75QNED82AU*_120520240405507_2785208
3798908,"LG Electronics, Inc.",Lg,75QNED85AU*,75QNED85AU*,"75QNED85AA*,75QNED85AA*,* may be any alphanumeric according to color of stand or enclosure; 75QNED85AY*,75QNED85AY*,* may be any alphanumeric according to color of stand or enclosure",195174103876;195174105733,Television (TV),Consumer,LCD,Edge-lit LED,74.5,2368.85,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,113.5,210.0,0.4,,,,2025-03-21,2024-11-20,United States,ES_1118034_75QNED85AU*_111420240929758_8695617
2732809,"LG Electronics, Inc.",Lg,75QNED85TU*,75QNED85TU*,"75QNED85TA*,75QNED85TA*,75QNED85TA* is the same as 75QNED85TU* except for model designation.* may be any alphanumeric according to color of stand or enclosure",195174078105,Television (TV),Consumer,QD-LED (QLED),Edge-lit LED,74.5,2372.62,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,140.7,163.0,140.7,260.0,,0.3,0.4,0.4,2024-02-20,2023-11-07,United States,ES_1118034_75QNED85TU*_110720230638651_9842953
2740393,"LG Electronics, Inc.",Lg,75QNED90TU*,75QNED90TU*,"75QNED90TA*,75QNED90TA*,75QNED90TA* is the same as 75QNED90TU* except for model designation.* may be any alphanumeric according to color of stand or enclosure",195174077399,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,74.5,2372.62,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,138.9,174.4,138.9,256.0,,0.3,0.4,0.4,2024-02-20,2023-11-20,United States,ES_1118034_75QNED90TU*_112020230551427_5561536
3994228,"Samsung Electronics Co., Ltd.",Samsung,QN42S90FAE,QN42S90FAE,"QN42S90FDE,QN42S90FDE,Same as basic model except model designation; QN42S92FAE,QN42S92FAE,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,41.5,737.4,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,71.93,83.13,71.92,137.5,0.9,,,,2025-02-10,2025-02-05,United States,ES_1023593_QN42S90FAE_020320250614484_6101486
3354303,"Samsung Electronics Co., Ltd.",Samsung,QN43QN90DAF,QN43QN90DAF,"QN43QN90DDF,QN43QN90DDF,Same as basic model except model designation; QN43QN92DAF,QN43QN92DAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,42.5,771.85,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,63.4,85.68,63.4,143.6,,0.3,0.5,,2023-12-29,2023-12-18,United States,ES_1023593_QN43QN90DAF_121820230452627_6454741
3982849,"Samsung Electronics Co., Ltd.",Samsung,QN43QN90FAF,QN43QN90FAF,"QN43QN90FDF,QN43QN90FDF,Same as basic model except model designation; QN43QN92FAF,QN43QN92FAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,42.5,771.9,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,62.8,85.7,62.8,118.79,0.6,,,,2025-01-27,2025-01-30,United States,ES_1023593_QN43QN90FAF_012020250041560_1195068
3439034,"Samsung Electronics Co., Ltd.",Samsung,QN48S90DAE,QN48S90DAE,"QN48S90DDE,QN48S90DDE,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,47.5,965.2,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,81.6,151.0,,,,,2024-04-22,2024-04-16,United States,ES_1023593_QN48S90DAE_04172024044633_1715624
3994229,"Samsung Electronics Co., Ltd.",Samsung,QN48S90FAE,QN48S90FAE,"QN48S90FDE,QN48S90FDE,Same as basic model except model designation; QN48S92FAE,QN48S92FAE,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,47.5,965.2,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,84.9,98.73,84.9,161.18,0.9,,,,2025-02-10,2025-02-05,United States,ES_1023593_QN48S90FAE_020320250714630_1103879
3354304,"Samsung Electronics Co., Ltd.",Samsung,QN50QN90DAF,QN50QN90DAF,"QN50QN90DDF,QN50QN90DDF,Same as basic model except model designation; QN50QN92DAF,QN50QN92DAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,49.5,1047.01,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,74.27,102.06,74.27,165.5,,0.3,0.4,,2023-12-29,2023-12-17,United States,ES_1023593_QN50QN90DAF_121720230835155_1844467
3943121,"Samsung Electronics Co., Ltd.",Samsung,QN50QN90FAF,QN50QN90FAF,"QN50QN90FDF,QN50QN90FDF,Same as basic model except model designation; QN50QN92FAF,QN50QN92FAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,49.5,1047.0,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,75.76,103.0,75.76,143.81,0.8,,,,2025-01-27,2025-01-20,United States,ES_1023593_QN50QN90FAF_012020250701719_9947101
2862420,"Samsung Electronics Co., Ltd.",Samsung,QN55QN90DAF,QN55QN90DAF,"QN55QN90DDF,QN55QN90DDF,Same as basic model except model designation; QN55QN92DAF,QN55QN92DAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,54.6,1275.67,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,102.15,117.43,102.15,223.9,,0.3,0.4,,2023-12-29,2023-12-07,United States,ES_1023593_QN55QN90DAF_121220230738992_2177801
3943231,"Samsung Electronics Co., Ltd.",Samsung,QN55QN90FAF,QN55QN90FAF,"QN55QN90FDF,QN55QN90FDF,Same as basic model except model designation; QN55QN92FAF,QN55QN92FAF,Same as basic model except model designation",,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,54.6,1275.7,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,102.38,117.43,102.38,193.09,0.9,,,,2025-01-27,2025-01-22,United States,ES_1023593_QN55QN90FAF_01202025080045_9728370
4481070,"Samsung Electronics Co., Ltd.",Samsung,QN55S84FAF,QN55S84FAF,"QN55S84FDF,QN55S84FDF,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,54.6,1275.7,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Voice Recognition,Automatic Brightness Control,User Adjustable Backlight",1,0.0,86.03,114.74,96.05,180.84,0.8,,,,2025-08-11,2025-08-04,United States,ES_1023593_QN55S84FAE_080120250825221_9728418
3462884,"Samsung Electronics Co., Ltd.",Samsung,QN65S85DAE,QN65S85DAE,"QN65S85DDE,QN65S85DDE,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,64.5,1779.11,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,112.3,207.0,,,,,2024-05-13,2024-04-25,United States,ES_1023593_QN65S85DAE_042520242316911_4876062
3994262,"Samsung Electronics Co., Ltd.",Samsung,QN65S85FAF,QN65S85FAF,"QN65S85FBF,QN65S85FBF,Same as basic model except model designation; QN65S85FDF,QN65S85FDF,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,64.5,1779.1,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,114.17,157.36,114.17,213.9,0.8,,,,2025-02-03,2025-02-07,United States,ES_1023593_QN65S85FAF_020620250219469_8364925
3354311,"Samsung Electronics Co., Ltd.",Samsung,QN65S90DAF,QN65S90DAF,"QN65S90DDF,QN65S90DDF,Same as basic model except model designation; QN65S92DAF,QN65S92DAF,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,64.5,1779.11,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,134.53,157.6,134.53,251.1,,0.4,0.8,,2023-12-29,2023-12-17,United States,ES_1023593_QN65S90DAF_121720230605698_3315653
3984069,"Samsung Electronics Co., Ltd.",Samsung,QN65S90FAF,QN65S90FAF,"QN65S90FDF,QN65S90FDF,Same as basic model except model designation; QN65S92FAF,QN65S92FAF,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,64.5,1779.1,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,131.59,165.14,131.59,246.4,0.9,,,,2025-02-10,2025-01-31,United States,ES_1023593_QN65S90FAF_013120250704233_4599479
3354429,"Samsung Electronics Co., Ltd.",Samsung,QN65S95DAF,QN65S95DAF,"QN65S95DDF,QN65S95DDF,Same as basic model except model designation",,Television (TV),Consumer,OLED,OLED,64.5,1779.11,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,127.39,142.98,127.39,276.9,,0.4,0.7,,2024-01-02,2023-12-26,United States,ES_1023593_QN65S95DAF_122620230443476_4584361
