ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Application,Display Type,Backlight Technology Type,Diagonal Viewable Screen Size (in.),Screen Area (sq. in.),Native Horizontal Resolution (pixels),Native Vertical Resolution (pixels),Resolution Format,High Contrast Ratio (HCR) Display,Physical Data Ports Available,Ethernet Supported,Low Power Wireless Technologies Supported,Features,Automatic Brightness Control,Is Automatic Brightness Control Enabled by Default in the Default SDR Preset Picture Setting When Television is Shipped?,Average On Mode Power Consumption for Certification (watts),Maximum Average On Mode Power for Certification (watts),Reported On Mode Power (per the Federal Test Procedure) (watts),Reported Annual Energy Consumption (kWh),Measured Standby Mode Power (Watts),Power Consumption in Standby Mode when Not Connected to a Network (watts),Power Consumption in Standby Mode when Connected to a Network (watts),"Reported Standby-Active, Low Mode Power (watts)",Date Available On Market,Date Certified,Markets,CB Model Identifier
3555239,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-50TA1,LE-50TA1,",C50****.,; ,C50V1UW,; ,C50VAUW,; ,LE-50T1,; ,LE-50T2,; ,LE-50T3,; ,LE-50TA2,; ,LE-50TA3,; ,LE-50V1,; ,LE-50V2,; ,LE-50V3,; ,LE-50VA1,; ,LE-50VA2,; ,LE-50VA3,; ,LE-50VB1,; ,LE-50VB2,; ,LE-50VB3,; ,S50****,; ,S50V1UW,; ,S50VAUW,; ,S50VNUW,",,Television (TV),Consumer,LCD,Direct-lit LED,49.31,1042.28,2160,3840,4K (UHD),0,"Universal Serial Bus (USB),HDMI",,,,0,,70.02,89.45,70.02,129.24,0.21,0.2,0.21,1.0,2025-03-05,2024-07-13,"United States, Canada",ES_25251_LE-50TA1_07122024133542_4165613
3814699,"LG Electronics, Inc.",Lg,86QNED80AU*,86QNED80AU*,",,* may be any alphanumeric according to color of stand or enclosure",195174105801,Television (TV),Consumer,LCD,Edge-lit LED,85.6,3125.74,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,128.4,234.0,0.4,,,,2025-04-18,2024-11-25,United States,ES_1118034_86QNED80AU*_112020241332410_9176285
3798876,"LG Electronics, Inc.",Lg,86QNED82AU*,86QNED82AU*,"86QNED77AZ*,86QNED77AZ*,* may be any alphanumeric according to color of stand or enclosure; 86QNED82AA*,86QNED82AA*,* may be any alphanumeric according to color of stand or enclosure",195174105832;195174111109,Television (TV),Consumer,LCD,Edge-lit LED,85.6,3125.74,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,143.7,262.0,0.4,,,,2025-05-23,2025-02-17,United States,ES_1118034_86QNED82AU*_111520241117790_8196880
3798909,"LG Electronics, Inc.",Lg,86QNED85AU*,86QNED85AU*,",,* may be any alphanumeric according to color of stand or enclosure",195174103937,Television (TV),Consumer,LCD,Edge-lit LED,85.6,3125.74,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,143.2,264.0,0.4,,,,2025-05-09,2024-11-20,United States,ES_1118034_86QNED85AU*_111820241258585_6849014
3387569,"LG Electronics, Inc.",Lg,86QNED85TU*,86QNED85TU*,",,* may be any alphanumeric according to color of stand or enclosure.",195174079454,Television (TV),Consumer,QD-LED (QLED),Edge-lit LED,85.6,3131.38,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Automatic Brightness Control,User Adjustable Backlight",1,0.0,166.2,195.2,166.2,306.0,,0.3,0.4,0.4,2024-04-27,2024-01-16,United States,ES_1118034_86QNED85TU*_011620241302158_3067780
2732571,"LG Electronics, Inc.",Lg,86QNED90TU*,86QNED90TU*,"86QNED90TA*,86QNED90TA*,86QNED90TA* is the same as 86QNED90TU* except for model designation.* may be any alphanumeric according to color of stand or enclosure",195174075999,Television (TV),Consumer,QD-LED (QLED),Direct-lit LED,85.6,3131.38,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight",1,0.0,184.6,209.5,184.6,340.0,,0.3,0.4,0.4,2024-02-20,2023-11-07,United States,ES_1118034_86QNED90TU*_110620232307833_8438748
2837274,"LG Electronics, Inc.",Lg,OLED42C4PU*,OLED42C4PU*,"OLED42C4AU*,OLED42C4AU*,OLED42C4AU* is the same as OLED42C4PU* except for model designation.* may be any alphanumeric according to color of stand or enclosure",195174077351;195174078129,Television (TV),Consumer,OLED,OLED,41.6,737.6,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Automatic Brightness Control,User Adjustable Backlight",1,0.0,72.7,84.9,72.7,136.0,,0.3,0.5,0.5,2024-02-20,2023-12-04,United States,ES_1118034_OLED42C4PU*_120420231414970_6783407
3722353,"LG Electronics, Inc.",Lg,OLED42C5***,OLED42C5***,",,* may be any alphanumeric according to color of stand or enclosure",195174103951;195174105917,Television (TV),Consumer,OLED,OLED,41.5,734.86,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,77.8,89.2,77.8,145.0,0.01,0.3,0.4,0.4,2025-03-14,2024-11-07,United States,ES_1118034_OLED42C5***_110520240818736_4073844
2837273,"LG Electronics, Inc.",Lg,OLED48B4PU*,OLED48B4PU*,"OLED48B4AU*,OLED48B4AU*,OLED48B4AU* is the same as OLED48B4PU* except for model designation.* may be any alphanumeric according to color of stand or enclosure",195174077368;195174078136,Television (TV),Consumer,OLED,OLED,47.5,965.32,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Automatic Brightness Control,User Adjustable Backlight",1,0.0,81.3,100.0,81.3,151.0,,0.3,0.4,0.4,2024-04-08,2023-12-01,United States,ES_1118034_OLED48B4PU*_120120230350401_8021145
3892683,"LG Electronics, Inc.",Lg,OLED48B5***,OLED48B5***,",,* may be any alphanumeric according to color of stand or enclosure",195174105948,Television (TV),Consumer,OLED,OLED,47.5,964.62,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Automatic Brightness Control,User Adjustable Backlight",1,0.0,85.1,97.0,95.0,176.0,,,0.4,,2025-03-11,2025-01-09,United States,ES_1118034_OLED48B5***_010920250348169_7601684
2837275,"LG Electronics, Inc.",Lg,OLED48C4PU*,OLED48C4PU*,"OLED48C4AU*,OLED48C4AU*,OLED48C4AU* is the same as OLED48C4PU* except for model designation.* may be any alphanumeric according to color of stand or enclosure",195174077191;195174077283,Television (TV),Consumer,OLED,OLED,47.5,965.32,3840,2160,4K (UHD),1,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Automatic Brightness Control,User Adjustable Backlight",1,0.0,83.1,96.3,83.1,155.0,,0.3,0.5,0.5,2024-02-20,2023-12-04,United States,ES_1118034_OLED48C4PU*_120420231425341_4673717
2508459,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-50V1,LE-50V1,",*****50*********,; ,C50TAUG,; ,C50VAUG,; ,E400GD50G-G,; ,LE-50TA1,; ,LE-50TA2,; ,LE-50TA3,; ,LE-50TA4,; ,LE-50TA5,; ,LE-50V4,; ,LE-50VA1,; ,LE-50VA2,; ,LE-50VA3,; ,LE-50VA4,; ,LE-50VA5,; ,PG50***,; ,PG50SKA,; ,PG50SMA,; ,PTGU50**,; ,RTA50****,; ,RTA5002,; ,RTA5002-B,; ,RTAQ5033,; ,RTAU****,; ,RTAU5050,; ,RTAU5050-B,; ,RTGU50**,; ,RTGU5070,; ,S50TAUG,; ,S50VAUG,; ,SC-****GTV,; ,SC-5050GTV,; ,WG50UX4210,",,Television (TV),Consumer,LCD,Direct-lit LED,49.5,1048.11,3840,2160,Other,0,"Universal Serial Bus (USB),HDMI",,,,0,,61.72,101.75,72.52,134.85,,0.31,0.36,0.36,2023-06-16,2023-06-19,"United States, Canada",ES_25251_LE-50V1_06082023171105_9989129
3477694,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-50VA1,LE-50VA1,",*****50*****.,; ,LE-50T1,; ,LE-50T2,; ,LE-50T3,; ,LE-50TA1,; ,LE-50TA2,; ,LE-50TA3,; ,LE-50V1,; ,LE-50V2,; ,LE-50V3,; ,LE-50VA2,; ,LE-50VA3,; ,LE-50VB1,; ,LE-50VB2,; ,LE-50VB3,; ,LE-50VH1,; ,LE-50VH2,; ,LE-50VH3,; ,LE-50VS1,; ,LE-50VS2,; ,LE-50VS3,; ,S50VAUW,",,Television (TV),Consumer,LCD,Direct-lit LED,49.61,1051.78,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),HDMI",,,,0,,68.37,88.01,68.37,126.94,,0.19,0.31,0.0,2024-04-26,2024-05-07,"United States, Canada",ES_25251_LE-50VA1_04252024163757_7975274
3555272,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-55TA1,LE-55TA1,",C55V1UW,; ,C55VAUW,; ,LE-55T1,; ,LE-55T2,; ,LE-55T3,; ,LE-55TA2,; ,LE-55TA3,; ,LE-55V1,; ,LE-55V2,; ,LE-55V3,; ,LE-55VA1,; ,LE-55VA2,; ,LE-55VA3,; ,LE-55VB1,; ,LE-55VB2,; ,LE-55VB3,; ,S55V1UW,; ,S55VAUW,; ,S55VNUW.,",,Television (TV),Consumer,LCD,Direct-lit LED,54.7,1275.3,2160,3840,4K (UHD),0,"Universal Serial Bus (USB),HDMI",,,,0,,79.5,93.95,79.5,147.0,0.29,0.28,0.29,1.0,2024-12-30,2024-07-12,"United States, Canada",ES_25251_LE-55TA1_07122024132950_9064752
2508411,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-55V4,LE-55V4,",*****55*********,; ,C55TAUG,; ,C55VAUG,; ,E400GD55G-G,; ,LE-55TA1,; ,LE-55TA2,; ,LE-55TA3,; ,LE-55TA4,; ,LE-55TA5,; ,LE-55VA1,; ,LE-55VA2,; ,LE-55VA3,; ,LE-55VA4,; ,LE-55VA5,; ,PG55***,; ,PG55SKA,; ,S55TAUG,; ,S55VAUG,; ,SC-****GTV,; ,SC-5550GTV,; ,WG55UX4212,",,Television (TV),Consumer,LCD,Direct-lit LED,55.0,1292.46,3840,2160,Other,0,"Universal Serial Bus (USB),HDMI",,,,0,,72.52,116.75,72.52,134.85,,0.31,0.36,0.36,2023-05-31,2023-06-16,"United States, Canada",ES_25251_LE-55V4_06082023150442_73358
3994378,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-55VO,LE-55VO,",*****55*******.,; ,C55VOUG,; ,LE-55*****,; ,LE-55VO1,; ,OLE-55VO1,; ,S55VOUG,",,Television (TV),Consumer,LCD,Direct-lit LED,54.6,1275.7,2160,3840,4K (UHD),0,"Universal Serial Bus (USB),HDMI",,,,0,,86.67,115.39,86.81,160.5,0.3,0.3,0.3,0.55,2024-12-24,2025-01-04,"United States, Canada",ES_25251_LE-55VO_01072025193701_1383325
2452884,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-65V1,LE-65V1,",*****65*********,; ,C65TAUG,; ,C65VAUG,; ,LE-65TA1,; ,LE-65TA2,; ,LE-65TA3,; ,LE-65TA4,; ,LE-65V4,; ,LE-65VA1,; ,LE-65VA2,; ,LE-65VA3,; ,LE-65VA4,; ,LE-65VA5,; ,S65TAUG,; ,S65VAUG,",,Television (TV),Consumer,LCD,Direct-lit LED,64.4,1773.32,3840,2160,Other,0,"Universal Serial Bus (USB),HDMI",,,,0,,127.87,148.79,127.87,235.44,,0.39,0.0,0.0,2023-03-07,2023-03-17,"United States, Canada",ES_25251_LE-65V1_03252023095508_7908441
2472801,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-75VA1,LE-75VA1,",*****75*********,; ,C75TAUG,; ,C75VAUG,; ,S75TAUG,; ,S75VAUG,",,Television (TV),Consumer,LCD,Direct-lit LED,74.37,2368.25,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),HDMI",,,,0,,148.56,185.86,148.56,273.48,,0.34,0.34,0.0,2023-04-28,2023-05-05,"United States, Canada",ES_25251_LE-75VA1_05042023194525_157586
3624406,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui,LE-75VH5,LE-75VH5,",****75****.,; ,C75VHUG,; ,LE-75T1,; ,LE-75T2,; ,LE-75T3,; ,LE-75TA1,; ,LE-75TA2,; ,LE-75TA3,; ,LE-75V1,; ,LE-75V2,; ,LE-75V3,; ,LE-75VA1,; ,LE-75VA2,; ,LE-75VA3,; ,LE-75VB1,; ,LE-75VB2,; ,LE-75VB3,; ,S75VHUG,",,Television (TV),Consumer,LCD,Direct-lit LED,74.3,2361.86,2160,3840,4K (UHD),0,"Universal Serial Bus (USB),HDMI",,,,0,,119.51,125.44,119.51,220.19,0.3,0.29,0.3,1.0,2024-07-21,2024-08-27,"United States, Canada",ES_25251_LE-75VH5_08212024192650_3731347
3530998,"ELITELUX TECHNOLOGIES,INC./GLOBAL Q. INTERNATIONAL LIMITED",Sansui.,LE-85TE1,LE-85TE1,",****85*********.,; ,LE-85T1,; ,LE-85V1,; ,S85TEUG,",,Television (TV),Consumer,LCD,Direct-lit LED,84.6,3061.5,3840,2160,Other,0,"Universal Serial Bus (USB),HDMI",,,,0,,188.8,160.71,188.8,347.06,,0.36,0.31,0.36,2024-05-14,2024-05-21,"United States, Canada",ES_25251_LE-85TE1_05142024200053_293237
3814686,EP-TEC Solutions Pte Ltd,Infinitypro,Smart 55,Smart 55,,,Television (TV),Consumer,LCD,Direct-lit LED,54.58,1275.91,2160,3840,4K (UHD),0,,Other,Other,,0,,86.33,114.79,86.33,159.33,0.26,0.25,0.26,0.26,2024-11-18,2024-11-22,"United States, Canada",ES_1148598_Smart 55_11182024194443_8173181
3814685,EP-TEC Solutions Pte Ltd,Infinitypro,Smart 65,Smart 65,,,Television (TV),Consumer,LCD,Direct-lit LED,64.46,1775.85,2160,3840,4K (UHD),0,,Other,Other,,0,,101.28,122.26,101.28,187.33,0.36,0.35,0.36,0.36,2024-11-18,2024-11-22,"United States, Canada",ES_1148598_Smart 65_11182024174531_8051568
3814694,"LG Electronics, Inc.",Lg,43QNED80AU*,43QNED80AU*,",,* may be any alphanumeric according to color of stand or enclosure",195174104118,Television (TV),Consumer,LCD,Edge-lit LED,42.5,769.6,3840,2160,4K (UHD),0,"Universal Serial Bus (USB),Other,RS-232,HDMI",Fast Ethernet (100 Mbit/s),Bluetooth,"Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight",1,0.0,,,54.2,99.0,0.4,,,,2025-06-06,2024-11-19,United States,ES_1118034_43QNED80AU*_112020241312476_9585146
