ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Connects Using,Connected Functionality Tested,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
4480558,Hisense,HRM260P9T*E,",,The symbols * may be replaced by A, B, C to Z, it means the color of enclosure.",850072177649,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,0,0,1,1,0,70.3,36.0,25.4,30.7,692,759.0,,,,0,,,,,2025-06-16,2025-07-28,"United States, Canada",ES_1110877_HRM260P9T*E_072820250303823_9293084,0
2255615,Insignia,NS-RTM12SS7,",NS-RTM12SS7-C,; Refrigerator-Freezers,NS-RTM12SS7,",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,59.9,24.1,11.5,13.9,311,346.0,,,,0,,,,,2015-12-25,2015-12-29,"United States, Canada",ES_1059185_NS-RTM12SS7_12292015052906_6946834,1
2732283,Insignia,NS-RTM14***,",,* Suffix could be from 0 to 9 or A to Z or blank to represent different unit color",600603304613,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,61.0,28.0,14.2,17.1,333,372.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2023-10-27,2023-11-07,"United States, Canada",ES_1059185_NS-RTM14***_110720230255296_7819959,1
2406382,Insignia,NS-RTM20**#***,",,* can be A-Z, a-z, - or blank, # can be 0-9, all models are identical except the model name",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,67.0,30.0,20.5,25.0,390,435.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-12-29,2022-12-29,"United States, Canada",ES_1059185_NS-RTM20**#***_122920220149783_1021917,1
2362401,Insignia,NS-CFR32******,",,‘’*’’ can be A-Z, a-z, 0-9, - or blank",,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,1,0,0,0,0,33.3,18.9,3.2,3.9,323,359.0,,,,0,,,,,2020-06-28,2020-07-03,"United States, Canada",ES_1059185_NS-CFR32******_07032020024358_4238835,0
4005725,Insignia,NS-RBM18***,",,* Suffix could be from 0 to 9 or A to Z or blank to represent different unit color",,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,65.0,29.5,18.7,18.7,466,482.0,,,,0,,,,,2025-03-21,2025-03-25,"United States, Canada",ES_1059185_NS-RBM18***_032520250515457_3234506,0
2387140,Honeywell,H33MRB*,",,*  can be any of A-Z,a-z,0-9,version code or blank",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,33.9,18.5,3.3,3.3,220,245.0,,,,0,,,,,2021-08-10,2021-09-29,"United States, Canada",ES_1132323_H33MRB*_092820210320497_1894573,0
2384740,Honeywell,H33MRS*,",,*  can be any of A-Z,a-z,0-9,version code or blank",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,33.9,18.5,3.3,3.3,220,245.0,,,,0,,,,,2021-08-10,2021-09-29,"United States, Canada",ES_1132323_H33MRS*_092820210320820_2315012,0
2631727,Honeywell,H3UF*,",,Asterisk "" * "" denotes products with features, which can be any capital letter from A-Z or 0-9, it does not have an effect on energy performance",,Upright Freezer,16 - Compact upright freezers with manual defrost,Manual,1,0,0,0,0,33.9,19.7,3.0,5.3,240,272.0,,,,0,,,,,2023-07-17,2023-08-01,United States,ES_1132323_H3UF*_080120230746114_7658016,0
3462887,House Kobo,UR-BCD398WE-SQ-**,",,*: Suffix could be from 0 to 9 or A to Z or blank to represent different unit color",198168533901,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,61.0,28.0,14.2,17.1,333,372.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2024-04-22,2024-04-26,"United States, Canada",ES_1150317_UR-BCD398WE-SQ-**_042620240127720_1858764,1
3892694,House Kobo,WZTMF18***,",,Ice maker ready product (without icemaker) , Asterisk * can be replaced by A to Z or 1 to 9 denotes products with features",198715931167,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,67.0,33.0,18.0,21.0,362,403.0,,,,0,,,,,2025-01-01,2025-01-10,"United States, Canada",ES_1150317_WZTMF18***_011020250507560_4090436,1
3892695,House Kobo,WZTMF18***,",,Ice maker ready product (with icemaker) , Asterisk * can be replaced by A to Z or 1 to 9 denotes products with features",198715714890,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,0,0,0,1,0,67.0,33.0,18.0,21.0,446,487.0,,,,0,,,,,2025-01-01,2025-01-10,"United States, Canada",ES_1150317_WZTMF18***_01102025050682_6014867,1
4008378,Icebox,IBCR17BLS,",,IBCR17BLS",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,17.5,18.5,1.7,1.7,208,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2025-03-14,2025-03-31,"United States, Canada",ES_1126481_IBCR17BLS_04012025114553_6046378,0
4008376,Icebox,IBCR17MNT,",,IBCR17MNT",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,17.5,18.5,1.7,1.7,208,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2025-03-14,2025-03-31,"United States, Canada",ES_1126481_IBCR17MNT_04012025114553_7618018,0
4008377,Icebox,IBCR17SLT,",,IBCR17SLT",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,17.5,18.5,1.7,1.7,208,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2025-03-14,2025-03-31,"United States, Canada",ES_1126481_IBCR17SLT_04012025114553_1853819,0
4008375,Icebox,IBCR17SUN,",,IBCR17SUN",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,17.5,18.5,1.7,1.7,208,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2025-03-14,2025-03-31,"United States, Canada",ES_1126481_IBCR17SUN_04012025114553_2128314,0
4006639,Icebox,IBCR25BLS,",,IBCR25BLS",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,26.6,17.5,2.5,2.5,214,239.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2025-03-14,2025-03-28,"United States, Canada",ES_1126481_IBCR25BLS_03312025103429_8288026,0
4006637,Icebox,IBCR25MNT,",,IBCR25MNT",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,26.6,17.5,2.5,2.5,214,239.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2025-03-14,2025-03-28,"United States, Canada",ES_1126481_IBCR25MNT_03312025103429_7521129,0
4006638,Icebox,IBCR25SLT,",,IBCR25SLT",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,26.6,17.5,2.5,2.5,214,239.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2025-03-14,2025-03-28,"United States, Canada",ES_1126481_IBCR25SLT_03312025103429_4394733,0
4006636,Icebox,IBCR25SUN,",,IBCR25SUN",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,26.6,17.5,2.5,2.5,214,239.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2025-03-14,2025-03-28,"United States, Canada",ES_1126481_IBCR25SUN_03312025103429_6510255,0
2309284,Igloo,FR283I-B-BLACK,"FR283I-B-BLACK,FR283I-BLACK,FR283I-C-BLACK,FR283I-STAINLESS,FR283I-WHITE,FR283I-BLACK,; FR283I-B-BLACK,FR283I-BLACK,FR283I-C-BLACK,FR283I-STAINLESS,FR283I-WHITE,FR283I-C-BLACK,; FR283I-B-BLACK,FR283I-BLACK,FR283I-C-BLACK,FR283I-STAINLESS,FR283I-WHITE,FR283I-STAINLESS,; FR283I-B-BLACK,FR283I-BLACK,FR283I-C-BLACK,FR283I-STAINLESS,FR283I-WHITE,FR283I-WHITE,",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,26.3,18.5,2.6,2.6,209,239.0,,,,0,,,,,2017-12-15,2018-01-17,United States,ES_1120898_FR283I-B-BLACK_01172018153637_2129013,0
3550227,Insignia,NS-CF25WH5,",NS-CF25BK5,; ,NS-CF25BK5-C,",600603309113;600603309120;600603309137,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,27.3,17.5,2.5,2.5,230,282.0,,,,0,,,,,2024-06-24,2024-07-01,"United States, Canada",ES_1059185_NS-CF25WH5_06242024162430_214807,0
2341697,Kenmore,111.60#1####,",,1st ""#"" : 0-9, 2nd ""#"": 0-9, 3rd ""#"" : 0-9, 4th ""#"": 0-9, 5th ""#"" : 0-9; 60#1#,60#1#,First ""#"" Functional option : 0-9, Second ""#"" Door color : 0-9",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.0,30.0,18.2,22.1,365,412.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2019-08-01,2019-07-29,"United States, Canada",ES_15649_111.60*1****_07292019055047_9447502,1
2388048,Kenmore,111.6071####,",,# can be 0~9; 6071#,6071#,""#"" means that door color : 0-9",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.3,29.9,18.2,22.1,370,412.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,0.0,,,2021-10-20,2021-11-05,"United States, Canada",ES_15649_111.6071####_110520210056226_4208092,1
2393853,Kenmore,111.6076####,",,1st ""#"" door color : 0-9 ,2nd ""#"" the year of introduction : 0-9 ,3rd ""#"" decade of introduction : 0-9 ,4th ""#"" engineering digit change : 0-9; 6076#,6076#,First ""#"" means that door color : 0-9",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.3,29.9,18.3,22.2,370,413.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-02-25,2022-03-17,United States,ES_15649_111.6076####_031720222333443_3904955,1
2366270,Kenmore,111.612#####,",,1st ""#"" : 0-9, 2nd""#"": 0-9, 3rd ""#"" : 0-9, 4th""#"": 0-9, 5th ""#"": 0-9; 612##,612##,First ""#""- Product grade : 0-9 , Second ""#"" Door color : 0-9",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.7,32.9,20.8,25.2,393,437.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,0.0,,,2020-09-28,2020-09-25,"United States, Canada",ES_15649_111.612*****_09252020140046_2446723,1
2388050,Kenmore,111.6121####,",,#: 0~9; 6121#,6121#,-	First ""#"" means that door color : 0-9",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.7,32.9,20.8,25.1,393,436.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,0.0,,,2021-10-20,2021-11-05,"United States, Canada",ES_15649_111.6121####_110520210229336_9559842,1
2341698,Kenmore,111.70#1####,",,1st ""#"" : 0-9, 2nd ""#"": 0-9, 3rd ""#"" : 0-9, 4th ""#"": 0-9, 5th ""#"" : 0-9; 70#1#,70#1#,First ""#"" Functional option : 0-9, Second ""#"" Door color : 0-9",,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,0,0,0,1,0,66.0,30.0,18.2,22.1,450,496.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2019-08-01,2019-07-29,"United States, Canada",ES_15649_111.70*1****_07292019055209_9529242,1
2388049,Kenmore,111.7071####,",,# can be 0~9; 7071#,7071#,First ""#"" means that door color : 0-9",,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,0,0,0,1,0,66.3,29.9,18.2,22.1,454,496.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,0.0,,,2021-10-20,2021-11-05,"United States, Canada",ES_15649_111.7071####_110520210152224_4658959,1
2393802,Kenmore,111.7076####,",,First ""#"" door color : 0-9, Second ""#"" year of introduction : 0-9, Third ""#"" decade of introduction : 0-9, Fourth ""#"" engineering digit change : 0-9; 7076#,7076#,First ""#"" means that door color : 0-9",,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,0,0,0,1,0,66.3,29.9,18.3,22.2,450,497.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,0.0,,,2022-02-25,2022-03-11,United States,ES_1108205_111.7076####_031620220104223_6945766,1
2366273,Kenmore,111.712#####,",,1st ""#"" : 0-9, 2nd ""#"": 0-9, 3rd ""#"" : 0-9, 4th ""#"": 0-9, 5th ""#"" : 0-9; 712##,712##,First ""#"" Product grade : 0-9 ,Second ""#"" Door color : 0-9",,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,0,0,0,1,0,66.7,32.9,20.8,25.2,472,521.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2020-09-29,2021-12-06,"United States, Canada",ES_15649_111.712*****_09252020150540_6340424,1
2388051,Kenmore,111.7121####,",,#:0~9; 7121#,7121#,-	First ""#"" means that door color : 0-9",,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,0,0,0,1,0,66.7,32.9,20.8,25.2,477,521.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,0.0,,,2021-10-20,2021-11-05,"United States, Canada",ES_15649_111.7121####_110520210254371_3493157,1
2346813,Kenmore,111.7269####,",,1st ""#"" Door Color : 0-9 , 2nd ""#""The year of introduction : 0-9, 3rd ""#"" Decade of Introduction : 0-9 , 4th ""#"" Engineering revision level : 0-9; 7269#,7269#,First ""#"" means that Door Color : 0-9",,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,0,0,1,1,1,70.1,35.9,29.5,36.2,738,810.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,0.0,,,2019-10-04,2021-11-28,"United States, Canada",ES_15649_111.7269****_09202019045208_5128321,0
2357716,Kenmore,111.7279####,",,1st ""#"" Door Color : 0-9 , 2nd ""#"" The year of introduction : 0-9 , 3rd ""#"" Decade of Introduction : 0-9 , 4th ""#"" Engineering revision level : 0-9; 7279#,7279#,-	First ""#"" means that Door Color : 0-9",,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,0,0,1,1,1,70.1,35.9,29.5,36.6,738,814.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2020-04-13,2021-11-29,"United States, Canada",ES_15649_111.7279****_03272020104756_6076367,0
2354599,Kenmore,111.7331####,",,1st ""#"" Door Color : 0-9 , 2nd ""#"" The year of introduction : 0-9 , 3rd ""#"" Decade of Introduction : 0-9 , 4th ""#"" Engineering revision level : 0-9; 7331#,7331#,First ""#"" means that Door Color : 0-9; K*BH031A*E#,K*BH031A*E#,1st ""*"" vender code : A-Z , 2nd ""*"" door color : A-Z , 1st ""#"" factory internal code : 0-9",,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,0,0,1,1,1,70.1,35.9,30.6,37.4,748,821.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2020-04-13,2021-11-28,"United States, Canada",ES_15649_111.7331****_02112020052252_8572919,0
2386094,Kenmore,111.7333####,"7333#,7333#,First ""#"" means that Door Color : 0-9",,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,0,0,1,1,1,70.1,35.9,29.5,36.2,738,810.0,,,,0,,0.0,,,2019-10-04,2021-10-15,"United States, Canada",ES_15649_111.7333####_101520210919460_3868899,0
2357713,Kenmore,111.7503####,",,1st ""#"" Door Color : 0-9,  2nd ""#"" The year of introduction : 0-9 , 3rd ""#"" Decade of Introduction : 0-9 , 4th ""#"" Engineering revision level : 0-9; 7503#,7503#,First ""#"" means that Door Color : 0-9",,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,0,0,1,1,1,69.8,36.0,25.5,31.4,698,766.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2020-04-13,2021-11-29,"United States, Canada",ES_15649_111.7503****_03272020104608_5968082,0
2357714,Kenmore,111.7550####,",,1st ""#"" Door Color : 0-9 , 2nd ""#"" The year of introduction : 0-9, 3rd ""#"" Decade of Introduction : 0-9 , 4th ""#"" Engineering revision level : 0-9; 7550#,7550#,First ""#"" means that Door Color : 0-9",,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,0,0,1,1,1,69.8,36.0,25.5,31.4,698,766.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2020-04-13,2021-11-29,"United States, Canada",ES_15649_111.7550****_03272020104723_6043635,0
2365146,Kenmore,111.99063***,",,“*” indicate features of color and model name.",,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,1,0,0,0,0,33.3,18.5,3.0,3.7,318,358.0,,,,0,,,,,2020-08-27,2020-08-28,"United States, Canada",ES_15649_111.99063***_08282020034149_6109620,0
3629600,Kenmore,405.7562#42#,",,The symbols # may be replaced by 0, 1, 2 to 9, it means the color of enclosure. Those changes will not affect energy efficiency results.",843086123771,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,0,0,1,1,0,69.9,35.8,28.9,36.8,743,816.0,,,,0,,,,,2024-09-20,2024-09-25,"United States, Canada",ES_15649_405.7562#42#_092520240103272_8927253,0
2636115,Kenmore,6133#,",,# refer to color",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.4,32.7,20.5,24.2,385,429.0,,,,0,,,,,2023-08-16,2023-08-17,"United States, Canada",ES_15649_6133#_081720230733384_3584819,1
2636114,Kenmore,6231#,",,# refer to color",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.4,29.5,18.2,21.4,365,406.0,,,,0,,,,,2023-08-16,2023-08-17,"United States, Canada",ES_15649_6231#_081720230733417_2471855,1
2636159,Kenmore,7133#,",,# refer to color",,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,0,0,0,1,0,66.4,32.7,20.4,24.1,469,512.0,,,,0,,,,,2023-08-17,2023-08-21,"United States, Canada",ES_15649_7133#_082120230221167_6510292,1
2636158,Kenmore,7231#,",,# refer to color",,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,0,0,0,1,0,66.4,29.5,18.1,21.3,448,490.0,,,,0,,,,,2023-08-17,2023-08-21,"United States, Canada",ES_15649_7231#_082120230230204_7787208,1
4511222,Kenmore,7563#,",,The # sign means the unit color, it stands for No. 0-9.",843086125386,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,67.9,31.3,17.8,21.8,542,594.0,,,,0,,,,,2025-10-13,2025-10-13,"United States, Canada",ES_15649_7563#_101320250633358_9610001,0
4511223,Kenmore,7564#,",,The # sign means the unit color, it stands for No. 0-9.",843086125393,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,67.9,31.3,22.3,27.5,587,644.0,,,,0,,,,,2025-10-13,2025-10-13,"United States, Canada",ES_15649_7564#_10132025065191_6232455,0
4511224,Kenmore,7566#,",,The # sign means the unit color, it stands for No. 0-9.",843086125416,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,70.0,36.0,26.6,32.7,628,690.0,,,,0,,,,,2025-10-13,2025-10-13,"United States, Canada",ES_15649_7566#_101320250726184_6672165,0
4511225,Kenmore,7568#,",,The # sign means the unit color, it stand for No. 0-9.",843086125430,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,0,0,1,1,0,70.3,36.0,25.6,30.9,692,761.0,,,,0,,,,,2025-10-13,2025-10-13,"United States, Canada",ES_15649_7568#_101320250746343_2787861,0
3543891,Kenmore,896.61342420,",896.61345420,; ,896.61349420,",843086123795;843086123801;843086123818,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.1,30.1,18.1,21.8,367,410.0,,,,0,,,,,2024-06-11,2024-06-24,United States,ES_15649_896.61342420_06172024142510_4364435,1
3543890,Kenmore,896.61352420,",896.61355420,; ,896.61359420,",843086123825;843086123832,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,68.8,31.7,20.2,24.1,382,428.0,,,,0,,,,,2024-06-11,2024-06-24,United States,ES_15649_896.61352420_06172024143443_1215936,1
3994455,Kenmore,896.61362420,",896.61365420,; ,896.61369420,",843086124945;843086124952;843086124969,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,69.0,32.7,25.0,29.9,425,475.0,,,,0,,,,,2025-02-10,2025-02-13,United States,ES_15649_896.61362420_02102025141424_4299127,1
3701807,Kenmore,897.5180#32#,",,1st # represents the color of the product, 2nd # represents a control number of the product",,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,0,0,1,1,0,70.1,35.9,20.0,25.0,560,646.0,,,,0,,,,,2024-09-20,2024-10-09,"United States, Canada",ES_15649_897.5180#32#_100920240354404_1410992,0
3701806,Kenmore,897.7551#32#,",,1st # represents the color of the product, 2nd # represents a control number of the product",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,70.1,35.9,20.3,25.0,539,622.0,,,,0,,,,,2024-09-20,2024-10-09,"United States, Canada",ES_15649_897.7551#32#_100920240354977_6461686,0
3701805,Kenmore,897.7552#32#,",,1st # represents the color of the product, 2nd # represents a control number of the product",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,70.1,29.9,17.5,21.3,512,590.0,,,,0,,,,,2024-09-20,2024-10-09,"United States, Canada",ES_15649_897.7552#32#_100920240354757_2094943,0
4005522,Kenmore,897.7561#52#,",,1st # represents color of the product. 2nd # represents a control number of the product",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,70.1,35.9,27.4,34.0,630,702.0,,,,0,,,,,2025-03-20,2025-03-21,"United States, Canada",ES_15649_897.7561#52# _032120250223877_5267273,0
2636116,Kenmore,899.6133#32#,",,1st # refer to color, 2nd # is a revision number",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.4,32.7,20.5,24.2,385,429.0,,,,0,,,,,2023-08-16,2023-08-17,"United States, Canada",ES_15649_899.6133#32#_081720230733285_6279879,1
2636113,Kenmore,899.6231#32#,",,1st # refer to color, 2nd # is a revision number",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.4,29.5,18.2,21.4,365,406.0,,,,0,,,,,2023-08-16,2023-08-17,"United States, Canada",ES_15649_899.6231#32#_081720230733743_3219652,1
2636160,Kenmore,899.7133#32#,",,1st # refer to color, 2nd # is a revision number",,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,0,0,0,1,0,66.4,32.7,20.4,24.1,469,512.0,,,,0,,,,,2023-08-17,2023-08-21,"United States, Canada",ES_15649_899.7133#32#_082120230217763_9135085,1
2636157,Kenmore,899.7231#32#,",,1st # refer to color, 2nd # is a revision number",,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,0,0,0,1,0,66.4,29.5,18.1,21.3,448,490.0,,,,0,,,,,2023-08-17,2023-08-21,"United States, Canada",ES_15649_899.7231#32#_08212023022088_1672100,1
4020770,Koolmore,KM-RERFD**-18C,",,*: Suffix could be from 0 to 9 or A to Z or blank to represent different unit color",810019864940,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.6,29.5,18.4,18.4,465,480.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2025-05-02,2025-05-08,"United States, Canada",ES_1147715_KM-RERFD**-18C_050820250358557_6545824,0
3798701,Kostch,KOS-36RF*##*-**,",,The symbols * may be replaced by A to Z. The symbols # may be replaced by 0 to 9. It means the color of enclosure.",,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,0,0,1,1,0,69.9,35.8,21.6,26.7,658,722.0,,,,0,,,,,2024-11-11,2024-11-15,"United States, Canada",ES_1151422_KOS-36RF*##*-**_111520240322606_1104397,0
3618362,Landmark,L3024UI1WSG-LH,",L3024UI1WPR-LH,; ,L3024UI1WPR-RH,; ,L3024UI1WSG-RH,; ,L3124UI1WPRGLH,; ,L3124UI1WPRGRH,; ,L3124UI1WSGLH,; ,L3124UI1WSGRH,",846844012645;846844012706;846844012874;846844012935;846844013666;846844013673;846844013680;846844013697,Compact Cooler,3 - Freestanding Compact Cooler,,1,0,0,0,0,34.0,23.8,5.2,5.2,156,197.0,,,,0,,,,,2022-05-13,2024-08-06,"United States, Canada",ES_1092191_L3024UI1WSG-LH_07312024094926_8277551,0
3618363,Landmark,L3024UI2WSG-LH,",L3024UI2WPR-LH,; ,L3024UI2WPR-RH,; ,L3024UI2WSG-RH,; ,L3124UI2WPRGLH,; ,L3124UI2WPRGRH,; ,L3124UI2WSGLH,; ,L3124UI2WSGRH,",846844012669;846844012720;846844012898;846844012959;846844013888;846844013895;846844013901;846844013918,Compact Cooler,3 - Freestanding Compact Cooler,,1,0,0,0,0,34.0,23.8,4.8,4.8,153,194.0,,,,0,,,,,2022-05-13,2024-08-06,"United States, Canada",ES_1092191_L3024UI2WSG-LH_07312024101046_9925348,0
