ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Connects Using,Connected Functionality Tested,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
4437357,Avanti,FFFD22IWR3S,",,Brand Name: AVANTI",079841170326,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,70.3,36.0,22.4,27.7,590,646.0,,,,0,,,,,2023-11-22,2025-06-12,"United States, Canada",ES_1131312_FFFD22IWR3S_061220250239958_4897958,0
2378190,Avanti,MCR74V**,"MCR74V0W,MCR74V0W,; MCR74V1B,MCR74V1B,; MCR74V3S,MCR74V3S,",,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,1,0,0,0,0,56.0,21.3,7.4,8.5,345,386.0,,,,0,,,,,2021-05-20,2021-05-21,"United States, Canada",ES_92257_MCR74V**_051920211117151_2009039,0
4005836,Arctic Chef,ACFR321-WHITE-6COM,",ACFR321-BLUE-AMZ,",058465793975;058465796594,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,33.3,17.8,3.1,3.1,215,243.0,,,,0,,,,,2025-03-18,2025-03-26,United States,ES_1120898_ACFR321-WHITE-6COM_03192025140516_1636468,0
3998088,Arctic King,ARB47B5***,",,* can be replaced by A to Z or 1 to 9 denotes products with features, which do not have an effect on energy performance",840296514832,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,1,0,0,0,0,48.8,18.5,4.7,5.8,333,370.0,,,,0,,0.0,,,2025-02-15,2025-02-18,"United States, Canada",ES_1030337_ARB47B5***_021820250324157_6462242,0
3701804,Arctic Wind,ATM**212E,",,*: could be from 0 to 9 or from A to Z or blank to represent different in unit color",696807240048,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,67.0,30.0,20.5,25.0,390,435.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2024-10-08,2024-10-09,United States,ES_1121980_ATM**212E_100920240139513_9300528,1
3618367,Avallon,AWC152DPRGLH,",AWC152DBLSS,; ,AWC152DPRGRH,; ,AWC152DZLH,; ,AWC152DZRH,",846844013307;852017005697;852017005703;852017005901;852017005918,Compact Cooler,3 - Freestanding Compact Cooler,,1,0,0,0,0,34.1,15.0,3.1,3.1,143,180.0,,,,0,,,,,2022-05-13,2024-08-06,"United States, Canada",ES_1092191_AWC152DPRGLH_08062024114908_2859918,0
3618365,Avallon,AWC152SPRGLH,",AWC152SBLSS,; ,AWC152SPRGRH,; ,AWC152SZLH,; ,AWC152SZRH,",852017005499;852017005710;852017005727;852017005925;852017005932,Compact Cooler,3 - Freestanding Compact Cooler,,1,0,0,0,0,34.1,15.0,3.4,3.4,144,183.0,,,,0,,,,,2022-05-13,2024-08-06,"United States, Canada",ES_1092191_AWC152SPRGLH_08062024114112_2185022,0
3618368,Avallon,AWC242DPRSLH,",AWC242DBLSS,; ,AWC242DPRGLH,; ,AWC242DPRGRH,; ,AWC242DPRSRH,; ,AWC242DZLH,; ,AWC242DZRH,",846844013284;846844013291;846844013314;852017005659;852017005666;852017005864;852017005871,Compact Cooler,3 - Freestanding Compact Cooler,,1,0,0,0,0,34.1,23.8,5.4,5.4,157,198.0,,,,0,,,,,2022-05-13,2024-08-06,"United States, Canada",ES_1092191_AWC242DPRSLH_08062024115038_644647,0
3618369,Avallon,AWC242FDPRG,",AWC242FD,; ,AWC242FDBLSS,",852017005529;852017005734;852017005956,Compact Cooler,3 - Freestanding Compact Cooler,,1,0,0,0,0,34.1,23.8,5.2,5.2,156,197.0,,,,0,,,,,2022-05-13,2024-08-06,"United States, Canada",ES_1092191_AWC242FDPRG_08062024115215_5921289,0
3618371,Avallon,AWC242SPRGLH,",AWC242SBLSS,; ,AWC242SPRGRH,; ,AWC242SZLH,; ,AWC242SZRH,",852017005512;852017005673;852017005680;852017005888;852017005895,Compact Cooler,3 - Freestanding Compact Cooler,,1,0,0,0,0,34.1,23.8,5.8,5.8,160,202.0,,,,0,,,,,2022-05-13,2024-08-06,"United States, Canada",ES_1092191_AWC242SPRGLH_08062024114501_3775293,0
3618370,Avallon,AWC243TDZLHA,",AWC243TDZRHA,",846844013338;846844013345,,4 - Freestanding Cooler,Manual,0,0,0,0,0,69.8,23.4,14.7,14.7,242,,,,,0,,,,,2022-05-13,2024-08-06,"United States, Canada",ES_1092191_AWC243TDZLHA_08062024115336_6302453,0
3618366,Avallon,AWC243TSZLH,",AWC243TSZRH,",852017005789;852017005796,,4 - Freestanding Cooler,Manual,0,0,0,0,0,69.8,23.4,15.3,15.3,247,,,,,0,,,,,2022-05-13,2024-08-06,"United States, Canada",ES_1092191_AWC243TSZLH_08062024114720_4103967,0
2354266,Avanti,AR17T0W,",AR17T1B,; ,AR17T3S,",,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,20.2,17.7,1.7,1.7,233,275.0,,,,0,,,,,2020-01-01,2020-01-30,United States,ES_92257_AR17T1B_01102020102044_8042261,0
2309224,Avanti,AR17T1B,",AR17T0W,; ,AR17T3S,",,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,20.1,17.7,1.7,1.7,238,275.0,,,,0,,,,,2017-11-15,2018-01-16,"United States, Canada",ES_92257_AR17T1B_11232017092331_4355584,0
2216363,Avanti,AR2406W,",AR2416B,",,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,25.0,18.5,2.2,2.2,230,279.0,,,,0,,,,,2014-07-21,2014-07-22,United States,ES_92257_AR2406W_07212014164849_4965174,0
4005575,Avanti,AVFF18DLJ#**,",FF18DLJ#**,",079841000869;079841000876;079841000913,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.6,29.5,18.3,21.6,365,408.0,,,,0,,,,,2025-03-12,2025-03-19,United States,ES_92257_AVFF18DLJ#**_03122025134719_9100458,1
3999626,Avanti,AVFF24DLJM#**,",,Where # can be 0-9, indicate different versions, The first * can be A-Z, the second * can be A-Z or blank, ** means different color of appearance",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.6,32.7,24.0,29.2,422,469.0,,,,0,,,,,2025-03-05,2025-03-11,"United States, Canada",ES_1131312_AVFF24DLJM#**_031120250220768_3406017,1
2354191,Beko,BFFD3626SS,",BFFD3626SS,Manufacturers Basic Model number for family: G91626NWLU",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,1,71.7,35.8,19.8,24.7,565,620.0,,,,0,,0.0,,0.0,2018-06-01,2020-01-28,"United States, Canada",ES_1036108_BFFD3626SS_01072020081029_1805383,0
3543902,Bertazzoni,REF36FDFIXN*,",,Asterisk * denotes products with features, which can be any capital letter from A-Z or 0-9, it does not have an effect on energy performance.",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,69.9,35.8,22.5,27.5,588,644.0,,,,0,,,,,2024-06-18,2024-06-25,"United States, Canada",ES_1133661_REF36FDFIXN*_062520240314943_7856193,0
3531139,Bevoi,BVIREF18*,",,Asterisk * can be replaced by A to Z or 1 to 9 denotes products with features, which do not have an effect on energy performance (without icemaker)",860005414734,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,67.0,33.0,18.0,21.0,362,403.0,,,,0,,,,,2024-04-20,2024-05-30,"United States, Canada",ES_1145666_BVIREF18*_053020240721770_2752242,1
3478061,Bevoi,BVIREF18W,",,Ice maker ready product(with icemaker)",860005414734,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,0,0,0,1,0,67.0,33.0,18.0,21.0,446,487.0,,,,0,,,,,2024-04-20,2024-05-16,"United States, Canada",ES_1145666_BVIREF18W_051620240259694_3027781,1
3798574,Bevoi,BVIREF18W,",,Ice maker ready product(without icemaker)",860005414734,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,67.0,33.0,18.0,21.0,362,403.0,,,,0,,,,,2024-04-20,2024-05-16,"United States, Canada",ES_1145666_BVIREF18W_111220240758392_2906873,1
2378191,Avanti,RA75V**,"RA75V0W,RA75V0W,; RA75V1B,RA75V1B,; RA75V3S,RA75V3S,",,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,1,0,0,0,0,56.0,21.3,7.4,8.5,345,386.0,,,,0,,,,,2021-05-20,2021-05-21,"United States, Canada",ES_92257_RAV75V**_051920211117471_8909741,0
2372511,Avanti,RMRS31X**-IS,",,(* can be A to Z, 0 to 9 which indicates color.)",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,32.5,17.8,3.0,3.0,169,243.0,,,,0,,,,,2020-11-16,2021-01-26,United States,ES_92257_RMRS31X**-IS_012520212337300_3102130,1
2396578,Avanti; Duura Elite,OR1533U3S,",DE150FROUSS,",079841201532;845035031953,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,33.5,14.6,3.1,3.1,225,288.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-05-11,2022-05-19,"United States, Canada",ES_1131312_OR1533U3S_05162022150729_6040307,0
2396580,Avanti; Duura Elite,OR525U5D,",DE240DROUSS,",079841205257;845035031991,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,33.5,23.6,4.7,4.7,265,302.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-05-11,2022-05-19,"United States, Canada",ES_1131312_OR525U5D_05162022171245_1537439,0
2393670,Avanti; Duura Elite,OR543U3S,",DE240FROUSS,",079841205431;845035031977,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,33.5,23.6,5.3,5.3,235,308.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-03-09,2022-03-09,"United States, Canada",ES_1131312_OR543U3S_02232022145908_8850519,0
2397478,Avg,ARBM171DSE,",,Compressor options: EZ65H1Y-U, ETB72U6L, TB1112HY",632726207441,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,69.1,31.1,17.2,21.1,453,504.0,,,,0,,0.0,,,2022-05-11,2022-06-15,Canada,ES_1125680_ARBM171DSE_06152022075930_9223402,0
3815218,Aviva,ARBM188*E4,",,Icemaker-Ready Product (without icemaker).The symbols *, maybe replaced by A to Z, it means the color of enclosure.",,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.6,29.5,18.7,22.9,466,520.0,,,,0,,,,,2024-11-21,2024-11-28,Canada,ES_1125680_ARBM188*E4_112820240724217_5809750,0
3815219,Aviva,ARBM188*E4,",,Icemaker-Ready Product (with icemaker).The symbols *, maybe replaced by A to Z, it means the color of enclosure.",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,66.6,29.5,18.7,22.9,550,604.0,,,,0,,,,,2024-11-22,2024-11-28,Canada,ES_1125680_ARBM188*E4_11282024072396_7229662,0
3543507,Aviva,ARTM142**,",,*: Suffix could be from 0 to 9 or A to Z or blank to represent different unit color",628173080492,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,61.0,28.0,14.2,17.1,333,372.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2024-06-12,2024-06-17,Canada,ES_1125680_ARTM142**_061720240025230_9959914,1
2303338,Bosch,B30IR900SP,",,Network Communication",825225946762,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,0,1,0,0,0,83.7,30.0,16.8,16.8,289,363.0,,,,0,,,,,2017-09-01,2017-05-04,"United States, Canada",ES_0031649_B30IR900SP_05082017020339_70129737,0
2303404,Bosch,B36IT900NP,"B36BT930NS,,Cosmetic, Network Communication",825225946809,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,1,0,1,0,83.7,36.0,19.4,23.6,585,643.0,,,,0,,,,,2017-09-01,2017-08-24,"United States, Canada",ES_0031649_B36IT900NP_08292017124701_70141391,0
2365294,Bosch,B36IT905NP,",B36BT935NS,Cosmetic",825225960546,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,1,0,1,0,83.7,36.0,19.4,23.6,579,643.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2020-10-01,2020-08-25,"United States, Canada",ES_0031649_B36IT905NP_08312020054816_80044911,0
3436190,Brama,BR2660IFDRSS,",,with 2 compressor options: VFL110CY1, VFA090CY1",657433015929,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,70.0,35.9,26.6,32.5,628,689.0,,,,0,,,,,2024-04-02,2024-04-07,"United States, Canada",ES_1131312_BR2660IFDRSS_040720240929391_2929595,0
4512365,Breda,BR30FDRS1,",,with compressor VFA090CY1",,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,70.1,29.9,17.7,21.7,435,509.0,,,,0,,,,,2025-10-09,2025-10-20,"United States, Canada",ES_1147102_BR30FDRS1_102020250612807_6824339,0
2307899,Black + Decker,BCRDK32*,",,A-Z may replace the * to indicate different color of product",,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,1,0,0,0,0,32.8,18.7,3.1,3.8,321,358.0,,,,0,,,,,2022-06-01,2017-12-13,United States,ES_1126481_BCRDK32_12152017120549_9549187,0
2269098,Black Decker,BCRK17B,",BCRK17B4; BCRK17V4;BCRK17W4,; ,BCRK17V,; ,BCRK17W,",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,19.7,17.5,1.7,1.7,201,232.0,,,,0,,,,,2016-05-20,2016-06-02,United States,ES_1126481_BCRK17B_06072016062234_0554843,0
2269097,Black Decker,BCRK25B,",BCRK25B4; BCRK25V4; BCRK25W4,; ,BCRK25V,; ,BCRK25W,",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,26.6,17.5,2.5,2.5,212,239.0,,,,0,,,,,2016-05-20,2016-06-02,United States,ES_1126481_BCRK25B_06072016062357_0637231,0
2269096,Black Decker,BCRK32B,",BCRK32B4; BCRK32V4; BCRK32W4,; ,BCRK32V,; ,BCRK32W,",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,32.7,17.5,3.2,3.2,219,244.0,,,,0,,,,,2016-05-20,2016-06-02,United States,ES_1126481_BCRK32B_06072016062543_0743771,0
2269095,Black Decker,BCRK43B,",BCRK43B4; BCRK43V4; BCRK43W4,; ,BCRK43V,; ,BCRK43W,",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,32.7,20.6,4.3,4.3,226,253.0,,,,0,,,,,2016-05-20,2016-06-02,United States,ES_1126481_BCRK43B_06072016062708_0828350,0
3994436,Black Decker,BR1000HS,",BR1000HB,; ,BR1000HW,",810064696121;810064696138;810064696145,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,59.8,23.6,10.0,12.1,297,331.0,,,,0,,,,,2025-02-10,2025-07-08,United States,ES_1126481_BR1000HS_02062025110728_158807,1
3994437,Black Decker,BR1210HS,",BR1210HB,; ,BR1210HW,",810064696152;810064696169;810064696176,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,59.8,23.6,12.1,14.7,316,352.0,,,,0,,,,,2025-02-10,2025-02-13,United States,ES_1126481_BR1210HS_02102025140720_2830163,1
3994438,Black Decker,BR1460HS,",BR1460HB,; ,BR1460HW,",810064696183;810064696190;810064696206,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.0,27.9,14.6,17.0,333,371.0,,,,0,,,,,2025-02-10,2025-02-13,United States,ES_1126481_BR1460HS_02102025140901_2046930,1
3994441,Black Decker,BR1810HIMW,",BR1810HIMB,; ,BR1810HIMS,",810064696275;810064696282;810064696299,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.1,29.7,18.1,21.8,450,410.0,,,,0,,,,,2025-02-10,2025-02-13,United States,ES_1126481_BR1810HIMW_02102025141619_2372552,0
3994439,Black Decker,BR1810HS,",BR1810HB,; ,BR1810HW,",810064696213;810064696220;810064696237,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.1,29.7,18.1,21.8,367,410.0,,,,0,,,,,2025-02-10,2025-02-13,United States,ES_1126481_BR1810HS_02102025141028_6707116,1
2317773,Blomberg,K76540NEBU,"BRFB1900FBI,K76540NEBU,7295745710",,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,0,1,0,0,1,83.5,29.8,16.4,20.0,473,525.0,,,,0,,0.0,,0.0,2017-11-13,2018-04-06,"United States, Canada",ES_1036108_K76540NEBU_03072018113615_6612359,0
2303400,Bosch,B30IB900SP,"B30BB930SS,,Cosmetic, Network Communication",825225946786,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,1,0,1,0,83.7,30.0,16.0,19.4,498,603.0,,,,0,,,,,2017-09-01,2017-08-24,"United States, Canada",ES_0031649_B30IB900SP_08292017124701_70141391,0
2365289,Bosch,B30IB905SP,",B30BB935SS, B30BB935SP,Cosmetic",825225960560,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,1,0,1,0,83.7,30.0,16.0,19.4,470,603.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2020-10-01,2020-08-25,"United States, Canada",ES_0031649_B30IB905SP_08312020054816_80044911,0
2697677,Conservator,GRMH141A*,",,* Suffix could be from 0 to 9 or A to Z or blank to represent different unit color",850052179137,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,61.0,28.0,14.2,17.1,333,372.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2023-10-27,2023-10-31,"United States, Canada",ES_92264_GRMH141A*_103120230608801_9733901,1
3425390,Conservator,GRMH141B*,",,*: Suffix could be from 0 to 9 or from A to Z or blank to represent different unit color.",850052179199,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,60.6,27.6,14.3,17.1,333,372.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2024-03-22,2024-03-28,"United States, Canada",ES_92264_GRMH141B*_032820240241143_9860155,1
2732514,Conservator,GRMH183**,",,* can be replaced by A to Z or 1 to 9 denotes products with features",850007089849,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,67.0,33.0,18.0,21.0,362,403.0,,,,0,,,,,2023-11-01,2023-11-08,"United States, Canada",ES_92264_GRMH183**_110820230449404_4504980,1
2408458,Conservator,GRMH183U*,",,* can be any of A-Z,a-z,0-9,version code or blank",850007089849;850007089856;850007089863,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,65.0,30.0,18.0,21.0,362,403.0,,,,0,,,,,2023-02-22,2023-02-23,"United States, Canada",ES_92264_GRMH183U*_022320230218334_2174754,1
3619482,Conservator,GRMH185A*,",,* Suffix could be from 0 to 9 or from A to Z or blank to represent different unit color.",850052179434,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,67.0,30.0,18.1,22.0,369,411.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2024-07-15,2024-08-08,"United States, Canada",ES_92264_GRMH185A*_080820240931314_9670221,1
3815205,Criterion,CBMR187M4*,",,Icemaker-Ready Product (with icemaker).The symbols *, maybe replaced by A to Z, it means the color of enclosure.",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,66.6,29.5,18.7,22.9,550,604.0,,,,0,,,,,2024-09-04,2024-09-05,"United States, Canada",ES_1062598_CBMR187M4*_112820240619706_8045850,0
3814883,Criterion,CTMR142M1*,",,*: Suffix could be from 0 to 9 or from A to Z or blank to represent different unit color.",840296514610,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,60.6,27.6,14.2,17.1,333,372.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2024-11-19,2024-11-26,"United States, Canada",ES_1062598_CTMR142M1*_112620240341322_7767297,1
2470984,Criterion,CTMR205M1*,",,*: Suffix could be from 0 to 9 or from A to Z or blank, can be number to represent different unit color",840296505496,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,67.0,30.0,20.5,25.0,390,435.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2023-04-27,2023-05-03,United States,ES_1062598_CTMR205M1*_050320230228189_2106221,1
4000227,Crosley,CBMH1873A*,",,(*: Suffix could be from 0 to 9 or A to Z or blank to represent different unit color)",0850029962489,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,65.0,29.5,18.7,18.7,466,482.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,0.0,,,2025-03-11,2025-03-18,"United States, Canada",ES_92264_CBMH1873A*_031820250258943_1401922,0
2408459,Crosley,CRMH203A*,",,* can be any of A-Z,a-z,0-9,version code or blank",850029962427;850029962434;850029962441,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,67.0,30.0,20.5,25.0,390,435.0,,,,0,,,,,2023-02-22,2023-02-23,"United States, Canada",ES_92264_CRMH203A*_022320230252311_4342326,1
2635825,Continental;Professional Series,CE-TRF241,",CE-TRF242,; ,CE-TRF248,; ,CE-TRF249,; ,PS-TRF241,; ,PS-TRF242,; ,PS-TRF248,; ,PS-TRF249,",765167214324;765167379955;765167479280;765167560414;765167638915;765167780850;765167867537;765167998538,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.0,27.9,14.6,17.0,333,371.0,,,,0,,,,,2023-08-10,2023-08-15,United States,ES_1092528_CE-TRF241_08102023134918_6359521,1
3387996,Continental;Professional Series;Farberware,CE-CRF13,",CE-CRF13#,; ,FW-CRF13#,; ,FW-CRF13,; ,PS-CRF13#,; ,PS-CRF13,",765167212450;765167357168;765167439338;765167494016;765167532022;765167590664;765167666857;765167941077,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,32.5,20.6,4.5,4.5,226,254.0,,,,0,,,,,2024-01-25,2024-01-31,United States,ES_1092528_CE-CRF13_01262024142011_5732995,0
3627032,Criterion,CBMR187M4*,",,Icemaker-Ready Product (without icemaker).The symbols *, maybe replaced by A to Z, it means the color of enclosure.",,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.6,29.5,18.7,22.9,466,520.0,,,,0,,,,,2024-09-04,2024-09-05,"United States, Canada",ES_1062598_CBMR187M4*_090520240719563_5459131,0
2401458,Commercial Cool,CCRR4ALB,"REFRIGERATOR,CCRR4ALR,; REFRIGERATOR,CCRR4ALW,",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,35.3,21.5,4.4,4.4,227,254.0,,,,0,,,,,2022-05-20,2022-08-20,United States,ES_1126481_CCRR4ALB_09142022103229_4940913,0
2401460,Commercial Cool,CCRR4LB,"REFRIGERATOR-FREEZER,CCRR4LR,; REFRIGERATOR-FREEZER,CCRR4LW,",,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,1,0,0,0,1,35.4,21.5,4.0,4.3,324,361.0,,,,0,,,,,2022-05-19,2022-08-20,United States,ES_1126481_CCRR4LB_09142022103729_2738651,0
2212652,Danby Designer,DCR032A2*,",DCR032A2WDD, DCR032A2BSLDD, DCR032A2BDD,",67638999007;67638999014;67638999021,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,32.7,17.7,3.2,3.2,218,244.0,,,,0,,,,,2014-06-12,2014-05-27,"United States, Canada",ES_0031682_DCR032A2*_06102014033951_2718267,0
2212653,Danby Designer,DCR044A2*,",DCR044A2BDD, DCR044A2BSLDD, DCR044A2WDD,",67638999052;67638999069;67638999076,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,32.7,20.1,4.4,4.4,226,254.0,,,,0,,,,,2014-06-12,2014-05-27,"United States, Canada",ES_0031682_DCR044A2*_06102014033951_2718267,0
2321220,Danby Designer,DCR044A4*,",DCR044A4BBSL,",67638015486,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,32.7,20.1,4.4,4.4,226,254.0,,,,0,,,,,2018-06-15,2018-05-23,"United States, Canada",ES_0031682_DCR044A4*_06042018115247_70180603,0
2288905,Danby Oneplug,2.6SM4*,",2.6SM4R,",67638999144,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,26.6,17.7,2.6,2.6,228,283.0,,,,0,,,,,2017-01-30,2017-01-03,"United States, Canada",ES_0031682_2.6SM4*_01032017024918_70111997,0
2212656,Danby Or Danby Designer,DAR033A1*,",DAR033A1BDD, DAR033A1BSLDBO,",67638005937;67638999038,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,33.1,17.7,3.3,3.3,259,290.0,,,,0,,,,,2014-06-12,2014-05-27,"United States, Canada",ES_0031682_DAR033A1*_06102014033951_2718267,0
