"ENERGY STAR Unique ID","Brand Name","Model Number","Additional Model Information","UPC","Height (inches)","Width (inches)","Depth (inches)","Weight (lbs)","Cooling Capacity (Btu/hr)","Voltage (volts)","Type","Installation Mounting Type","Support Bracket","Heating Mode","Casement Window","Product Class","Variable Speed Compressor","Refrigerant Type","Refrigerant with GWP","Combined Energy Efficiency Ratio (CEER)","Percent Less Energy Use than US Federal Standard","Annual Energy Use (kWh/yr)","Connected Capable","Connects Using","Communication Hardware Architecture","DR Protocol","Primary Communication Module/Device Brand Name and Model Number","Network Security Standards","Network Standby Power (watts)","Is Broadband Internet Connection Needed for Demand Response?","Direct on-premises Open-standard Based Interconnection","Date Available On Market","Date Certified","Markets","CB Model Identifier","Meets ENERGY STAR Most Efficient 2025 Criteria"
"3387781","Keystone","KSTAW08INV","","840148724358","13.5","19.2","22","53.1","8,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","01/29/2024","01/29/2024","United States, Canada","ES_1055302_KSTAW08INV_01292024112932_80198612","No"
"2453073","Keystone","KSTAW08INV-HC","","840148724389","13.9","19.4","22.2","56","8,000","115","Window","Straddles Window","No","Yes","None","11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","14.5","48%","414","No","","","","","",,"","","04/04/2023","04/07/2023","United States, Canada","ES_1055302_KSTAW08INV-HC_040720230730708_5821191","Yes"
"3798690","Keystone","KSTAW101WA","","840148729766","13.5","18.6","19.6","46.1","10,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","11/24/2024","11/14/2024","United States, Canada","ES_1055302_KSTAW101WA_11142024120904_80206320","No"
"3387782","Keystone","KSTAW10INV","","840148724365","13.5","19.2","22","54","10,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","01/29/2024","01/29/2024","United States, Canada","ES_1055302_KSTAW10INV_01292024112932_80198612","No"
"3798691","Keystone","KSTAW121WA","","840148729773","14.6","19.1","21.8","50.7","12,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","11/24/2024","11/14/2024","United States, Canada","ES_1055302_KSTAW121WA_11142024120904_80206320","No"
"3387783","Keystone","KSTAW12INV","","840148724372","13.5","19.2","22","56.9","12,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","01/29/2024","01/29/2024","United States, Canada","ES_1055302_KSTAW12INV_01292024112932_80198612","No"
"2453074","Keystone","KSTAW12INV-HC","","840148724396","13.9","19.4","22.2","58","12,000","115","Window","Straddles Window","No","Yes","None","11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","13.3","36%","677","No","","","","","",,"","","04/04/2023","04/07/2023","United States, Canada","ES_1055302_KSTAW12INV-HC_040720230733943_5670808","No"
"3890971","Keystone","KSTAW141WA","","","14.7","21.7","19","56","14,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","40%","700","No","","","","","",,"","","12/13/2024","12/13/2024","United States, Canada","ES_1055302_KSTAW141WA_12132024113552","No"
"3798692","Keystone","KSTAW182WA",",,Dual voltage 230/208","840148729797","17.9","23.6","25.4","95.9","18,000","230","Window","Does Not Straddle Window or Windowsill","No","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","40%","900","No","","","","","",,"","","11/24/2024","11/14/2024","United States, Canada","ES_1055302_KSTAW182WA_11142024120904_80206320","No"
"3798693","Keystone","KSTAW242WA",",,Dual voltage 230/208","840148732971","17.9","23.6","25.4","103","24,000","230","Window","Does Not Straddle Window or Windowsill","No","No","None","5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","13.3","41%","1,353","No","","","","","",,"","","11/24/2024","11/14/2024","United States, Canada","ES_1055302_KSTAW242WA_11142024120904_80206320","No"
"4480276","Kinghome","KHWA09IN","","","15.3","26","27.5","116","9,300","115","Window","Straddles Window","Yes","Yes","None","11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","14.4","47%","484","No","","","","","",,"","","06/15/2025","06/16/2025","United States, Canada","ES_1105164_KHWA09IN_07252025115409_80258695","Yes"
"3942841","Ktaxon","TIWC-08CRD1","","198715886443","13.4","20.7","19.3","56.2","8,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","01/03/2025","01/17/2025","United States, Canada","ES_1151257_TIWC-08CRD1_01112025103942_2111017","No"
"3942842","Ktaxon","TIWC-10CRD1","","198715454147","13.4","20.7","19.3","57.8","10,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","01/03/2025","01/17/2025","United States, Canada","ES_1151257_TIWC-10CRD1_01112025104241_2603723","No"
"3942843","Ktaxon","TIWC-12CRD1","","198715556094","13.4","20.7","19.3","58.6","12,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","01/03/2025","01/17/2025","United States, Canada","ES_1151257_TIWC-12CRD1_01112025104523_7929651","No"
"2668628","LG","LW1022FVSM","","048231606356","12.4","19.6","24.5","63","10,000","116","Window","Straddles Windowsill","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","07/24/2023","09/27/2023","United States","ES_1118034_LW1022FVSM_092620230505831_4537537","No"
"2668629","LG","LW1022IVSM","","048231605878","12.4","19.6","24.5","63","10,000","116","Window","Straddles Windowsill","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","07/24/2023","09/27/2023","United States","ES_1118034_LW1022IVSM_092620230505166_2375181","No"
"2668630","LG","LW1222IVSM","","048231605885","15","23.6","28.8","85","12,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","07/24/2023","09/27/2023","United States","ES_1118034_LW1222IVSM_092620230505865_8222880","No"
"2740373","LG","LW1224IVSM","","048231607315","15","23.6","28.8","85","12,000","115","Window","Does Not Straddle Window or Windowsill","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","11/01/2023","11/01/2023","United States, Canada","ES_1118034_LW1224IVSM_11202023125113_80190901","No"
"3360621","LG","LW1522FVSM","","048231607421","15","23.6","28.8","85","14,000","115","Window","Straddles Windowsill","Yes","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","14.7","37%","714","No","","","","","",,"","","01/02/2024","01/08/2024","United States","ES_1118034_LW1522FVSM_010820240822821_2187901","No"
"2668627","LG","LW1522IVSM","","048231605892","15","23.6","28.8","85","14,000","115","Window","Straddles Windowsill","Yes","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","14.7","37%","714","No","","","","","",,"","","07/24/2023","09/27/2023","United States","ES_1118034_LW1522IVSM_092620230506611_6980335","No"
"2687060","LG","LW1822IVSM","","048231605908","17.7","26","30.7","112","18,000","230","Window","Does Not Straddle Window or Windowsill","Yes","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","14.7","37%","918","No","","","","","",,"","","08/28/2023","09/18/2023","United States, Canada","ES_1118034_LW1822IVSM_09222023104627_80182318","No"
"2668625","LG","LW2422IVSM(208V)","","048231605915","17.7","26","30.7","112","23,500","208","Window","Straddles Windowsill","Yes","No","None","5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","14.5","54%","1,216","No","","","","","",,"","","07/08/2024","09/27/2023","United States","ES_1118034_LW2422IVSM(208V)_092620230506888_9658733","Yes"
"2668626","LG","LW2422IVSM(230V)","","048231605915","17.7","26","30.7","112","23,500","230","Window","Straddles Windowsill","Yes","No","None","5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","14.5","54%","1,216","No","","","","","",,"","","07/24/2023","09/27/2023","United States","ES_1118034_LW2422IVSM(230V)_092620230506471_2460682","Yes"
"2687059","LG","LW6023IVSM","","048231606752","12.4","19.6","24.5","62","6,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15.5","41%","290","No","","","","","",,"","","08/28/2023","09/18/2023","United States, Canada","ES_1118034_LW6023IVSM_09222023104621_80182319","Yes"
"2668624","LG","LW8022IVSM","","048231605861","12.4","19.6","24.5","63","8,000","115","Window","Straddles Windowsill","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15.5","42%","387","No","","","","","",,"","","07/24/2023","09/27/2023","United States","ES_1118034_LW8022IVSM_092620230506716_3115438","No"
"2740372","LG","LW8024IVSM","","048231607308","15","23.6","28.8","85","8,500","115","Window","Does Not Straddle Window or Windowsill","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","425","No","","","","","",,"","","11/01/2023","11/01/2023","United States, Canada","ES_1118034_LW8024IVSM_11202023125113_80190902","No"
"2453038","LUBECK","57H-ID0-B12HRFN8BCL0","","202301946727","13.9","19.4","22.2","58","12,000","115","Window","Straddles Window","No","Yes","None","11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","13.3","36%","677","No","","","","","",,"","","03/22/2023","04/06/2023","United States, Canada","ES_1127347_57H-ID0-B12HRFN8BCL0_040620230327410_9654989","No"
"2740429","Midea","1010451315","","840296508350","13.5","19.2","22","54.3","8,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","16","47%","375","No","","","","","",,"","","11/17/2023","11/17/2023","United States, Canada","ES_1138537_1010451315_11212023123132_80189560","Yes"
"2740431","Midea","1010451379","","840296508374","13.5","19.2","22","56.9","12,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15.2","39%","592","No","","","","","",,"","","11/17/2023","11/17/2023","United States, Canada","ES_1138537_1010451379_11212023123132_80189560","No"
"2740430","Midea","1010451479","","840296508367","13.5","19.2","22","54.7","10,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","16","47%","469","No","","","","","",,"","","11/17/2023","11/17/2023","United States, Canada","ES_1138537_1010451479_11212023123132_80189560","Yes"
"3892173","Midea","MAH09B1AGR","","840296515310","20.9","25","41.2","129","9,500","115","Window","Straddles Windowsill","No","Yes","None","11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","17.6","80%","405","No","","","","","",,"","","12/25/2024","12/25/2024","United States, Canada","ES_1138537_MAH09B1AGR_01022025143937_80237074","Yes"
"3892174","Midea","MAH09H1AGR","","840296515303","20.9","25","41.2","129","9,500","115","Window","Straddles Windowsill","No","Yes","None","11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","17.6","80%","405","No","","","","","",,"","","12/25/2024","12/25/2024","United States, Canada","ES_1138537_MAH09H1AGR_01022025143937_80237074","Yes"
"4008623","Midea","MAH09N1AGR","","840296516546","20.9","25","41.2","129","9,500","115","Window","Straddles Windowsill","No","Yes","None","11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","17.6","80%","405","No","","","","","",,"","","04/02/2025","04/02/2025","United States, Canada","ES_1138537_MAH09N1AGR_04032025111848_80249678","Yes"
"4008622","Midea","MAH09S1AGR","","840296516553","20.9","25","41.2","129","9,500","115","Window","Straddles Windowsill","No","Yes","None","11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","17.6","80%","405","No","","","","","",,"","","04/02/2025","04/02/2025","United States, Canada","ES_1138537_MAH09S1AGR_04032025111848_80249678","Yes"
"4511256","Midea","MAW06V1UBL","","840296520048","13.5","19.2","22","53.1","6,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15.1","37%","298","No","","","","","",,"","","10/13/2025","10/13/2025","United States, Canada","ES_1138537_MAW06V1UBL_10142025110929_80271405","Yes"
"4498966","Midea","MAW06V1UWT","","840296519455","13.5","19.2","22","53.1","6,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15.1","37%","298","No","","","","","",,"","","09/12/2025","09/12/2025","United States, Canada","ES_1132323_MAW06V1UWT_09152025123819_80268567","Yes"
"2620517","Midea","MAW08AV1QWT","","840296503584;840296518175","13.5","19.2","22","53.1","8,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","07/18/2023","07/18/2023","United States, Canada","ES_1138537_MAW08AV1QWT_07272023171057_80176132","No"
"2669188","Midea","MAW08AV1QWT-C","","840296518182","13.5","19.2","22","53.1","8,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","09/26/2023","09/26/2023","United States, Canada","ES_1138537_MAW08AV1QWT-C_09282023160824_80183471","No"
"3354576","Midea","MAW08HV1CWT","","840296509265","13.9","19.4","22.2","56","8,000","115","Window","Does Not Straddle Window or Windowsill","No","Yes","None","11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","14.5","48%","414","No","","","","","",,"","","12/14/2023","01/02/2024","United States","ES_1138537_MAW08HV1CWT_010220240946718_4545013","Yes"
"4016210","Midea","MAW08RV1CWT","","840296516737","13.5","18.6","19.6","44.1","8,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","04/08/2025","04/08/2025","United States, Canada","ES_1138537_MAW08RV1CWT_04232025082950_80247253","No"
"3722642","Midea","MAW08S1VWT-A","","840296513958","13.5","18.6","19.6","44.1","8,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","11/08/2024","11/08/2024","United States, Canada","ES_1138537_MAW08S1VWT-A_11112024113144_80231930","No"
"3892178","Midea","MAW08S1VWWT-T","","840296515327","13.5","18.6","19.6","44.1","8,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","12/25/2024","12/25/2024","United States, Canada","ES_1138537_MAW08S1VWWT-T_01022025143937_80238858","No"
"2740432","Midea","MAW08U1QWT","","840296508350;840296518212","13.5","19.2","22","54.3","8,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","16","47%","375","No","","","","","",,"","","11/17/2023","11/17/2023","United States, Canada","ES_1138537_MAW08U1QWT_11212023124024_80189917","Yes"
"3892175","Midea","MAW08U2QWT","","840296515259;840296518366","13.5","19.2","22","54.3","8,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","16","47%","375","No","","","","","",,"","","12/25/2024","12/25/2024","United States, Canada","ES_1138537_MAW08U2QWT_01022025143937_ 80237251","Yes"
"2620516","Midea","MAW08V1QWT","","810004817777;840296518304","13.5","19.2","22","53.1","8,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","07/18/2023","07/18/2023","United States, Canada","ES_1138537_MAW08V1QWT_07272023171057_80176132","No"
"4429367","Midea","MAW08V1QWT-S","","840296518243","13.5","19.2","22","53.2","8,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","06/03/2025","06/03/2025","United States, Canada","ES_1138537_MAW08V1QWT-S_06032025110807_80256113","No"
"3354619","Midea","MAW08V1QWT-T","","840296508084;840296518267","13.5","19.2","22","53.1","8,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","12/28/2023","12/28/2023","United States, Canada","ES_1138537_MAW08V1QWT-T_01022024125349_80195322","No"
"4511255","Midea","MAW08V1UWT","","840296520055","13.5","19.2","22","53.1","8,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","10/13/2025","10/13/2025","United States, Canada","ES_1138537_MAW08V1UWT_10142025110929_80271405","No"
"3890972","Midea","MAW08V1YWT-S","","840296513767","13.5","19.2","22","53.1","8,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","12/13/2024","12/13/2024","United States, Canada","ES_1055302_MAW08V1YWT-S_12132024113552","No"
"3722646","Midea","MAW08W1QWT","","840296513491;840296518274","13.5","19.2","22","53.1","8,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","11/08/2024","11/08/2024","United States, Canada","ES_1138537_MAW08W1QWT_11112024113144_80231930","No"
"4479557","Midea","MAW08W1QWT-T","","840296518274","13.5","19.2","22","53.1","8,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","07/21/2025","07/21/2025","United States, Canada","ES_1138537_MAW08W1QWT-T_07232025122910_80260645","No"
"4016211","Midea","MAW10RV1CWT","","840296516744","13.5","18.6","19.6","46.1","10,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","04/08/2025","04/08/2025","United States, Canada","ES_1138537_MAW10RV1CWT_04232025082950_80247253","No"
"3722643","Midea","MAW10S1VWT-A","","840296513965","13.5","18.6","19.6","46.1","10,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","11/08/2024","11/08/2024","United States, Canada","ES_1138537_MAW10S1VWT-A_11112024113144_80231930","No"
"3892179","Midea","MAW10S1VWWT-T","","840296515334","13.5","18.6","19.6","46.1","10,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","12/25/2024","12/25/2024","United States, Canada","ES_1138537_MAW10S1VWWT-T_01022025143937_80238858","No"
"2740433","Midea","MAW10U1QWT","","840296508367;840296518229","13.5","19.2","22","54.7","10,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","16","47%","469","No","","","","","",,"","","11/17/2023","11/17/2023","United States, Canada","ES_1138537_MAW10U1QWT_11212023124024_80189917","Yes"
"4481485","TCL","T12WQ2S","","","16.1","24.2","20.7","65","12,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","08/21/2025","08/21/2025","United States, Canada","ES_1126578_T12WQ2S_08212025130747_80267014","No"
"4481486","TCL","T15WQ2S","","","15.3","26","27.5","102","15,000","115","Window","Straddles Window","Yes","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","14.4","35%","781","No","","","","","",,"","","08/21/2025","08/21/2025","United States, Canada","ES_1126578_T15WQ2S_08212025130747_80267014","No"
"4481487","TCL","T18WQ2S","","","15.3","26","27.5","116","18,000","230","Window","Straddles Window","Yes","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","14.4","35%","938","No","","","","","",,"","","08/21/2025","08/21/2025","United States, Canada","ES_1126578_T18WQ2S_08212025130747_80267014","No"
"4481488","TCL","T24WQ2S","","","15.3","26","27.5","122","24,000","230","Window","Straddles Window","Yes","No","None","5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","12.7","35%","1,417","No","","","","","",,"","","08/21/2025","08/21/2025","United States, Canada","ES_1126578_T24WQ2S_08212025130747_80267014","No"
"4437493","TOSOT","KHWA09IN","","","15.3","26","27.5","116","9,300","115","Window","Straddles Window","Yes","Yes","None","11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","14.4","47%","484","No","","","","","",,"","","06/15/2025","06/16/2025","United States, Canada","ES_1105164_KHWA09IN4_06162025123531_80258695","Yes"
"2703723","Vissani","VAWA10V4HWT","","687636008244","13.6","19","18.5","45.6","10,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","10/31/2023","10/31/2023","United States, Canada","ES_0031912_VAWA10V4HWT_10312023171353_80188017","No"
"2703724","Vissani","VAWA12V4HWT","","687636008251","14.7","21.7","19","50.9","12,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","10/31/2023","10/31/2023","United States, Canada","ES_0031912_VAWA12V4HWT_10312023171353_80188017","No"
"2703725","Vissani","VAWA14V4HWT","","687636008268","14.7","21.7","19","56","14,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","40%","700","No","","","","","",,"","","10/31/2023","10/31/2023","United States, Canada","ES_0031912_VAWA14V4HWT_10312023171353_80188017","No"
"3845048","Vissani","VWL1225T","","810088367618","14.6","20.3","20.7","55.1","12,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","02/27/2025","12/05/2024","United States","ES_31912_VWL1225T_12042024104518_1522470","No"
"3555251","Whirlpool","WHAW-081IN","","","16.1","24.2","20.7","61.7","8,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","05/16/2024","03/25/2024","United States, Canada","ES_1055302_WHAW-081IN_07232024104052_80200121","No"
"3555252","Whirlpool","WHAW-101IN","","","16.1","24.2","20.7","63.9","10,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","05/16/2024","03/25/2024","United States, Canada","ES_1055302_WHAW-101IN_07232024104052_80200121","No"
"3555253","Whirlpool","WHAW-121IN","","","16.1","24.2","20.7","65","12,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","05/16/2024","03/25/2024","United States, Canada","ES_1055302_WHAW-121IN_07232024104052_80200121","No"
