"ENERGY STAR Unique ID","Brand Name","Model Number","Additional Model Information","UPC","Height (inches)","Width (inches)","Depth (inches)","Weight (lbs)","Cooling Capacity (Btu/hr)","Voltage (volts)","Type","Installation Mounting Type","Support Bracket","Heating Mode","Casement Window","Product Class","Variable Speed Compressor","Refrigerant Type","Refrigerant with GWP","Combined Energy Efficiency Ratio (CEER)","Percent Less Energy Use than US Federal Standard","Annual Energy Use (kWh/yr)","Connected Capable","Connects Using","Communication Hardware Architecture","DR Protocol","Primary Communication Module/Device Brand Name and Model Number","Network Security Standards","Network Standby Power (watts)","Is Broadband Internet Connection Needed for Demand Response?","Direct on-premises Open-standard Based Interconnection","Date Available On Market","Date Certified","Markets","CB Model Identifier","Meets ENERGY STAR Most Efficient 2025 Criteria"
"3417524","Noma","043-8814-4","","810088361951","14.6","18.9","21.5","50.7","8,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","02/20/2024","02/23/2024","Canada","ES_1025242_043-8814-4_02212024150151_4147149","No"
"3417543","Noma","043-8815-2","","810088361968","14.6","18.9","21.5","53.6","10,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","02/20/2024","02/26/2024","Canada","ES_1025242_043-8815-2_02212024150555_9304315","No"
"2740368","Noma iQ","143-0087-4","","810088365232","14.6","18.9","21.5","50.7","8,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","11/01/2023","11/20/2023","Canada","ES_1025242_143-0087-4_11182023171753_6553460","No"
"3722174","Noma iQ","143-0087-4","","810088365232","13.2","18.5","18.9","44.5","8,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","10/19/2024","04/02/2024","Canada","ES_1025242_143-0087-4_10232024113749_4178583","No"
"2740369","Noma iQ","143-0088-2","","810088365249","14.6","18.9","21.5","53.6","10,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","11/01/2023","11/20/2023","Canada","ES_1025242_143-0088-2_11182023173258_1327020","No"
"3722175","Noma iQ","143-0088-2","","810088365249","13.2","18.5","18.9","46.3","10,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","10/19/2024","06/21/2024","Canada","ES_1025242_143-0088-2_10232024154534_3503991","No"
"2731999","OMNI MAX","OWH121CV4A","","822733420494","14.7","21.7","19","50.9","12,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","10/31/2023","10/31/2023","Canada","ES_1136068_OWH121CV4A_11012023095826_80188020","No"
"2608233","Perfect aire","1PACU10000","","842149090883","13.5","19.2","22","54","10,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","11/13/2021","11/13/2021","United States, Canada","ES_1121980_1PACU10000_07252023105119_80167523","No"
"2608235","Perfect aire","1PACU12000","","842149090890","13.5","19.2","22","56.9","12,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","11/13/2021","11/13/2021","United States, Canada","ES_1121980_1PACU12000_07252023105119_80167523","No"
"2608231","Perfect aire","1PACU8000","","842149090876","13.5","19.2","22","53.1","8,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","11/13/2021","11/13/2021","United States, Canada","ES_1121980_1PACU8000_07252023105119_80167523","No"
"2608234","Perfect aire","1PACV10000","","","13.5","19.2","22","54","10,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","07/25/2023","07/25/2023","United States, Canada","ES_1121980_1PACV10000_07252023105119_80167523","No"
"2608236","Perfect aire","1PACV12000","","","13.5","19.2","22","56.9","12,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","07/25/2023","07/25/2023","United States, Canada","ES_11219801PACV12000_07252023105119_80167523","No"
"3892182","Perfect aire","1PACV25000E",",,Dual voltage 230/208","842149002589","17.9","23.6","25.4","103","24,000","230","Window","Does Not Straddle Window or Windowsill","No","No","None","5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","13.3","41%","1,353","No","","","","","",,"","","12/25/2024","12/25/2024","United States, Canada","ES_1138537_1PACV25000E_01022025143937_80238859","No"
"2608232","Perfect aire","1PACV8000","","","13.5","19.2","22","53.1","8,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","07/25/2023","07/25/2023","United States, Canada","ES_1121980_1PACV8000_07252023105119_80167523","No"
"3360724","Richmond","RMV08A10A","","724587445206","13.2","18.5","18.9","44.5","8,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","01/06/2024","01/11/2024","United States","ES_31705_RMV08A10A_01092024140007_3981286","No"
"3360726","Richmond","RMV10A10A","","724587445213","13.2","18.5","18.9","46.3","10,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","01/06/2024","01/11/2024","United States","ES_31705_RMV10A10A_01092024140604_7347680","No"
"3360725","Richmond","RMV12A10A","","724587445220","14.6","18.9","21.5","59.5","12,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","01/06/2024","01/11/2024","United States","ES_31705_RMV12A10A_01092024141250_4641687","No"
"3618361","ROVSUN","TIWC-08CRD1","","810158422391","13.4","20.7","19.3","56.2","8,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","07/25/2024","08/06/2024","United States, Canada","ES_1151028_TIWC-08CRD1_08032024091545_3926965","No"
"3619556","ROVSUN","TIWC-08CRD1","","810158422391","13.4","20.7","19.3","56.2","8,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","07/25/2024","08/13/2024","United States, Canada","ES_1151028_TIWC-08CRD1_08032024091545_8493291","No"
"3619557","ROVSUN","TIWC-10CRD1","","810158422407","13.4","20.7","19.3","57.8","10,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","07/25/2024","08/13/2024","United States, Canada","ES_1151028_TIWC-10CRD1_08032024092400_9676782","No"
"3619559","ROVSUN","TIWC-12CRD1","","810158422414","13.4","20.7","19.3","58.6","12,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","07/25/2024","08/13/2024","United States, Canada","ES_1151028_TIWC-12CRD1_08032024093110_4237024","No"
"3943245","Sea Breeze","WA324ZREB",",,Dual voltage 230/208","","17.9","23.6","25.4","103","24,000","230","Window","Does Not Straddle Window or Windowsill","No","No","None","5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","13.3","41%","1,353","No","","","","","",,"","","01/23/2025","01/23/2025","United States, Canada","ES_1108715_WA324ZREB_01232025092859_80240822","No"
"4480912","TCL","H10W4KW","","","16.1","24.2","20.7","63.9","10,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","02/08/2025","01/15/2025","United States, Canada","ES_1126578_H10W4KW_07302025121421_80239506","No"
"4480913","TCL","H10W4KW-CA","","","16.1","24.2","20.7","63.9","10,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","02/08/2025","01/15/2025","United States, Canada","ES_1126578_H10W4KW-CA_07302025121421_80239506","No"
"2839209","TCL","H10W4MW",",H10W4MW-CA,","846042070959;846042071215","14","23","18.8","58.4","10,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","11/27/2023","12/08/2023","United States, Canada","ES_1126578_H10W4MW_12052023110020_8521539","No"
"4480914","TCL","H12W4KW","","","16.1","24.2","20.7","65","12,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","02/08/2025","01/15/2025","United States, Canada","ES_1126578_H12W4KW_07302025121421_80239506","No"
"4480915","TCL","H12W4KW-CA","","","16.1","24.2","20.7","65","12,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","02/08/2025","01/15/2025","United States, Canada","ES_1126578_H12W4KW-CA_07302025121421_80239506","No"
"4480917","TCL","H12W4KWH","","","20.1","30","28.8","94.7","12,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15.2","39%","592","No","","","","","",,"","","02/08/2025","12/26/2024","United States, Canada","ES_1126578_H12W4KWH_07302025121421_80239506","No"
"4480918","TCL","H12W4KWH-CA","","","20.1","30","28.8","94.7","12,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15.2","39%","592","No","","","","","",,"","","02/08/2025","12/26/2024","United States, Canada","ES_1126578_H12W4KWH-CA_07302025121421_80239506","No"
"2839001","TCL","H12W4MW",",H12W4MW-CA,","846042071178;846042071239","14","23","18.8","59.5","12,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","11/27/2023","12/07/2023","United States, Canada","ES_1126578_H12W4MW_12052023110754_2446863","No"
"3845224","TCL","H15W4KW ","","846042097598","15.3","26","27.5","102","15,000","115","Window","Straddles Window","Yes","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","14.4","35%","781","No","","","","","",,"","","12/10/2024","03/11/2024","United States, Canada","ES_1126578_H15W4KW_12102024105744_80172671","No"
"3845227","TCL","H15W4KW-CA","","846042030946","15.3","26","27.5","102","15,000","115","Window","Straddles Window","Yes","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","14.4","35%","781","No","","","","","",,"","","12/10/2024","03/11/2024","United States, Canada","ES_1126578_H15W4KW-CA_12102024105744_80172671","No"
"3845225","TCL","H18W4KW","","846042097604","15.3","26","27.5","116","18,000","230","Window","Straddles Window","Yes","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","14.4","35%","938","No","","","","","",,"","","12/10/2024","03/11/2024","United States, Canada","ES_1126578_H18W4KW_12102024105744_80172671","No"
"3845228","TCL","H18W4KW-CA","","846042030953","15.3","26","27.5","116","18,000","230","Window","Straddles Window","Yes","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","14.4","35%","938","No","","","","","",,"","","12/10/2024","03/11/2024","United States, Canada","ES_1126578_H18W4KW-CA_12102024105744_80172671","No"
"3845226","TCL","H24W4KW","","846042097611","15.3","26","27.5","122","24,000","230","Window","Straddles Window","Yes","No","None","5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","12.7","35%","1,417","No","","","","","",,"","","12/10/2024","03/11/2024","United States, Canada","ES_1126578_H24W4KW_12102024105744_80172671","No"
"3845229","TCL","H24W4KW-CA","","846042030960","15.3","26","27.5","122","24,000","230","Window","Straddles Window","Yes","No","None","5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","12.7","35%","1,417","No","","","","","",,"","","12/10/2024","03/11/2024","United States, Canada","ES_1126578_H24W4KW-CA_12102024105744_80172671","No"
"4480910","TCL","H8W4KW","","","16.1","24.2","20.7","61.7","8,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","02/08/2025","01/15/2025","United States, Canada","ES_1126578_H8W4KW_07302025121421_80239506","No"
"4480911","TCL","H8W4KW-CA","","","16.1","24.2","20.7","61.7","8,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","02/08/2025","01/15/2025","United States, Canada","ES_1126578_H8W4KW-CA_07302025121421_80239506","No"
"2839000","TCL","H8W4MW",",H8W4MW-CA,","846042070935;846042071192","14","23","18.8","57.3","8,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","11/27/2023","12/07/2023","United States, Canada","ES_1126578_H8W4MW_12052023105345_5636102","No"
"4480916","TCL","KCR-35/YXRDBp(E1/6)(080002)","","","20.1","30","28.8","94.7","12,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15.2","39%","592","No","","","","","",,"","","02/08/2025","12/26/2024","United States, Canada","ES_1126578_KCR-35/YXRDBp(E1/6)(080002)_07302025121421_80239506","No"
"4481483","TCL","T08WQ2S","","","16.1","24.2","20.7","61.7","8,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","08/21/2025","08/21/2025","United States, Canada","ES_1126578_T08WQ2S_08212025130747_80267014","No"
"4481484","TCL","T10WQ2S","","","16.1","24.2","20.7","63.9","10,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","08/21/2025","08/21/2025","United States, Canada","ES_1126578_T10WQ2S_08212025130747_80267014","No"
"4016213","Midea","MAW14RV1CWT","","840296516768","14.7","21.7","19","56","14,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","40%","700","No","","","","","",,"","","04/08/2025","04/08/2025","United States, Canada","ES_1138537_MAW14RV1CWT_04232025082950_80247253","No"
"3722645","Midea","MAW14S1VWT-A","","840296513989","14.7","21.7","19","56","14,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","40%","700","No","","","","","",,"","","11/08/2024","11/08/2024","United States, Canada","ES_1138537_MAW14S1VWT-A_11112024113144_80231930","No"
"3892181","Midea","MAW14S1VWWT-T","","840296515358","14.7","22","19","56","14,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","40%","700","No","","","","","",,"","","12/25/2024","12/25/2024","United States, Canada","ES_1138537_MAW14S1VWWT-T_01022025143937_80238858","No"
"4498968","Midea","MAW14V1YWT-S","","840296519219","14.7","21.7","19","56","14,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","40%","700","No","","","","","",,"","","09/12/2025","09/12/2025","United States, Canada","ES_1132323_MAW14V1YWT-S_09152025123819_80268567","No"
"3354620","Midea","MAW18R2VWT",",,Dual voltage 230/208","840296509241","17.9","23.6","25.4","95.9","18,000","230","Window","Does Not Straddle Window or Windowsill","No","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","40%","900","No","","","","","",,"","","12/28/2023","12/28/2023","United States, Canada","ES_1138537_MAW18R2VWT_01022024125349_80195322","No"
"3478036","Midea","MAW18R2VWT",",,Dual voltage 230/208","840296511497","17.9","23.6","25.4","95.9","18,000","230","Window","Does Not Straddle Window or Windowsill","No","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","40%","900","No","","","","","",,"","","05/14/2024","05/14/2024","United States, Canada","ES_1138537_MAW18R2VWT_05142024114309_80211638","No"
"4481106","Midea","MAW18RV1CWT",",,Dual voltage 230/208","","17.9","23.6","25.4","95.9","18,000","230","Window","Does Not Straddle Window or Windowsill","No","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","40%","900","No","","","","","",,"","","08/06/2025","08/06/2025","United States, Canada","ES_1138537_MAW18RV1CWT_08062025155914_80264057","No"
"3722639","Midea","MAW18S2VWT-A",",,Dual voltage 230/208","840296513996","17.9","23.6","25.4","95.9","18,000","230","Window","Does Not Straddle Window or Windowsill","No","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","40%","900","No","","","","","",,"","","11/08/2024","11/08/2024","United States, Canada","ES_1138537_MAW18S2VWT-A_11112024113144_80231930","No"
"3722641","Midea","MAW24R2VWT",",,Dual voltage 230/208","840296511503","17.9","23.6","25.4","103","24,000","230","Window","Does Not Straddle Window or Windowsill","No","No","None","5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","13.3","41%","1,353","No","","","","","",,"","","11/08/2024","11/08/2024","United States, Canada","ES_1138537_MAW24R2VWT_11112024113144_80231930","No"
"4020687","Midea","MAW24RV1CWT",",,Dual voltage 230/208","840296516836","17.9","23.6","25.4","103","24,000","230","Window","Does Not Straddle Window or Windowsill","No","No","None","5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","13.3","41%","1,353","No","","","","","",,"","","04/30/2025","04/30/2025","United States, Canada","ES_1138537_MAW24RV1CWT_05052025120652_80250525","No"
"3722640","Midea","MAW24S2VWT-A",",,Dual voltage 230/208","840296514009","17.9","23.6","25.4","103","24,000","230","Window","Does Not Straddle Window or Windowsill","No","No","None","5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","13.3","41%","1,353","No","","","","","",,"","","11/08/2024","11/08/2024","United States, Canada","ES_1138537_MAW24S2VWT-A_11112024113144_80231930","No"
"4481107","Midea","MAW24S2YWT-S",",,Dual voltage 230/208","","17.9","23.6","25.4","103","24,000","230","Window","Does Not Straddle Window or Windowsill","No","No","None","5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","13.3","41%","1,353","No","","","","","",,"","","08/06/2025","08/06/2025","United States, Canada","ES_1138537_MAW24S2YWT-S_08062025155914_80264057","No"
"3354642","Midea","MAW25R2VWT",",,Dual voltage 230/208","840296509258","17.9","23.6","25.4","103","24,000","230","Window","Does Not Straddle Window or Windowsill","No","No","None","5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","13.3","41%","1,353","No","","","","","",,"","","12/28/2023","12/28/2023","United States, Canada","ES_1138537_MAW24R2VWT _01022024125349_80195322","No"
"3478037","Midea","MAW25R2VWT",",,Dual voltage 230/208","840296511503","17.9","23.6","25.4","103","24,000","230","Window","Does Not Straddle Window or Windowsill","No","No","None","5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","13.3","41%","1,353","No","","","","","",,"","","05/14/2024","05/14/2024","United States, Canada","ES_1138537_MAW25R2VWT_05142024114309_80211638","No"
"2620518","Midea","MW08MSWBA1RCM","","687636006158","13.5","19.2","22","53.1","8,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","07/18/2023","07/18/2023","United States, Canada","ES_1138537_MW08MSWBA1RCM_07272023171057_80176132","No"
"2620519","Midea","MW08MSWBA5RCM","","687636005960","13.5","19.2","22","53.1","8,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","07/18/2023","07/18/2023","United States, Canada","ES_1138537_MW08MSWBA5RCM_07272023171057_80176132","No"
"2620521","Midea","MW10MSWBA5RCM","","687636006554","13.5","19.2","22","53.1","10,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","07/18/2023","07/18/2023","United States, Canada","ES_1138537_MW10MSWBA5RCM_07272023171057_80176132","No"
"2620522","Midea","MW10MSWBA6RCM","","687636006615","13.5","19.2","22","53.1","10,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","500","No","","","","","",,"","","07/18/2023","07/18/2023","United States, Canada","ES_1138537_MW10MSWBA6RCM_07272023171057_80176132","No"
"2620526","Midea","MW12MSWBA5RCM","","687636005984","13.5","19.2","22","53.1","12,000","115","Window","Straddles Window","Yes","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","07/18/2023","07/18/2023","United States, Canada","ES_1138537_MW12MSWBA5RCM_07272023171057_80176132","No"
"3890975","Keplerx","KARC12RSVE1","","810112573282","14.6","19.1","21.8","50.7","12,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","600","No","","","","","",,"","","12/13/2024","12/13/2024","United States, Canada","ES_1055302_KARC12RSVE1_12132024113552","No"
"3890976","Keplerx","KARC14RSVE1","","810112573299","14.7","21.7","19","56","14,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","40%","700","No","","","","","",,"","","12/13/2024","12/13/2024","United States, Canada","ES_1055302_KARC14RSVE1_12132024113552","No"
"3890973","Keplerx","KARC8RSVE1","","810112573268","13.5","18.6","19.6","44.1","8,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","12/13/2024","12/13/2024","United States, Canada","ES_1055302_KARC8RSVE1_12132024113552","No"
"3890977","Keplerx","KBRC18RSVE2","","810112573305","17.9","23.6","25.4","95.9","18,000","230","Window","Does Not Straddle Window or Windowsill","No","No","None","4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","40%","900","No","","","","","",,"","","12/13/2024","12/13/2024","United States, Canada","ES_1055302_KBRC18RSVE2_12132024113552","No"
"3890978","Keplerx","KBRC24RSVE2","","810112573312","17.9","23.6","25.4","103","24,000","230","Window","Does Not Straddle Window or Windowsill","No","No","None","5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","13.3","41%","1,353","No","","","","","",,"","","12/13/2024","12/13/2024","United States, Canada","ES_1055302_KBRC24RSVE2_12132024113552","No"
"3798689","Keystone","KSTAW081WA","","840148729759","13.5","18.6","19.6","44.1","8,000","115","Window","Does Not Straddle Window or Windowsill","No","No","None","3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h","Yes","R-32","R-32 (GWP:675 | Lower GWP)","15","38%","400","No","","","","","",,"","","11/24/2024","11/14/2024","United States, Canada","ES_1055302_KSTAW081WA_11142024120904_80206320","No"
