"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Product Type","Oven Classification","Size","Heat Source Fuel Type","Input Rate (kW)","Input Rate (Btu/hr)","Gas Oven Convection Mode Pre-Heat Energy (Btu)","Electric Oven Convection Mode Pre-Heat Energy (kWh)","Convection Mode Pre-Heat Time (min)","Gas Oven Steam Mode Pre-Heat Energy (Btu)","Electric Oven Steam Mode Pre-Heat Energy (kWh)","Steam Mode Pre-Heat Time (min)","Electric Oven Convection Mode Idle Energy Rate (kW)","Gas Oven Convection Mode Idle Energy Rate (Btu/hr)","Gas Oven Convection Mode Electric Idle Energy Rate (kW)","Gas Oven Convection Mode Total Idle Energy Rate (Btu/hr)","Method of Steam Generation","Half-Size and Full-Size Steam Pan Capacity","Two-Thirds-Size Steam Pan Capacity","Half-Size Sheet Pan Capacity","Full-Size Sheet Pan Capacity","Electric Oven Steam Mode Idle Energy Rate (kW)","Gas Oven Steam Mode Idle Energy Rate (Btu/hr)","Gas Oven Steam Mode Electric Idle Energy Rate (kW)","Gas Oven Steam Mode Total Idle Energy Rate (Btu/hr)","Convection Mode Cooking Energy Efficiency (%)","Steam Mode Cooking Energy Efficiency (%)","Convection Mode Production Capacity (lbs/hr)","Steam Mode Production Capacity (lbs/hr)","Convection Mode Cooking Period Water Consumption (gal/pan)","Convection Mode Idle Period Water Consumption (gal/hr/pan)","Steam Mode Cooking Period Water Consumption (gal/pan)","Steam Mode Idle Period Water Consumption (gal/hr/pan)","Rack Oven Baking-Energy Efficiency (%)","Baking Production Capacity (lbs/hr)","Set-Back Idle Mode","Steam Injection Period Water Consumption (gal/min)","Date Available on Market","Date Certified","Markets","CB Model Identifier"
"2447101","UNOX S.p.A.","UNOX S.p.A.","XAVC-10FS-GP*M-***","XAVC-10FS-GP*M-***","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Gas","","145,010","10,923","1","3.93","7,906","1","4.12","","3,911","1.05","7,494","Boiler-less/Spritzer/Injector","20",,"20","10",,"7,917","0.90","10987","59","49","180","323","0","0","0.3","0.06",,,"",,"01/02/2023","01/11/2023","United States, Canada","ES_1134474_XAVC-10FS-GP*M_032320231543418_9432207"
"3414145","UNOX S.p.A.","UNOX S.p.A.","XAVC-10FS-GPa-xx","XAVC-10FS-GP*M-***","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","119,424","7,975",,"6.67","3,964",,"2.69","","4,051","1.09","7,770","Boiler-less/Spritzer/Injector","20",,,"10",,,"","",,"49","188.6","260",,,,,,,"",,"09/25/2015","02/12/2024","United States, Canada","ES_1134474_XAVC-10FS-GPa-xx_03312016190838_1318844"
"2581047","UNOX S.p.A.","UNOX S.p.A.","XAVL-2021-DP*S","XAVL-2021-DP*S-***","","","Combination","Type II - Floor and roll-in units","Full-size","Electric","71",,,"2","2.4",,"3","3.8","2.06",,"",,"Boiler-less/Spritzer/Injector","40",,,"40","2.95",,"","","83","63","340","719","0","0","0.33","0.03",,,"",,"07/20/2023","06/27/2023","United States, Canada","ES_1134474_XAVL-2021-DP*S_071820231738674_9708210"
"2406795","UNOX S.p.A.","UNOX S.p.A.","XAVL-2021-GP*S","XAVL-2021-GP*S-***","","","Combination","Type II - Floor and roll-in units","Full-size","Gas","","307,093","15,502","1","4.87","18,960","1","5.88","","6,439","1.69","12,206","Boiler-less/Spritzer/Injector","40",,,"20",,"9,023","1.61","14515","61","41","324.1","584.7","0","0","0.47","0.03",,,"",,"01/01/2023","01/11/2023","United States, Canada","ES_1134474_XAVL-2021-GP*S-**_06292020145235_2355282"
"2406796","UNOX S.p.A.","UNOX S.p.A.","XAVL-2021-NP*S","XAVL-2021-NP*S-***","","","Combination","Type II - Floor and roll-in units","Full-size","Gas","","307,093","14,190","1","4.6","18,006","1","5.68","","5,803","1.84","12,081","Boiler-less/Spritzer/Injector","40",,,"20",,"8,546","1.70","14347","60","43","332.7","603","0","0","0.44","0.03",,,"",,"01/02/2023","01/11/2023","United States, Canada","ES_1134474_XAVL-2021-NP*S-**_06292020150449_3089929"
"3555231","UNOX S.p.A.","UNOX S.p.A.","XE*A-0611-EX*S-LP","XE*A-0611-EX*S-LP","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Electric","10.1",,,"1","9.3",,"1","2.2","0.75",,"",,"Boiler-less/Spritzer/Injector","6",,"6",,"1.12",,"","","78","60","54","125",,,"0.28","0.31",,,"",,"07/01/2024","07/22/2024","United States, Canada","ES_1134474_XE*A-0611-EX*S-LP_072220242058155_1732182"
"2406797","UNOX S.p.A.","UNOX S.p.A.","XECL-2013-YP*S-***","XECL-2013-YP*S-***","","","Combination","Type II - Floor and roll-in units","Half-size","Electric","38.5",,,"2","2.9",,"2","2.48","1.81",,"",,"Boiler-less/Spritzer/Injector","20",,"20",,"2.32",,"","","78","58","179.6","387.5","0","0","0.25","0.03",,,"",,"12/30/2022","11/30/2023","United States, Canada","ES_1134474_XECL-2013-YP*S_01132023101148_6732523"
"2581055","UNOX S.p.A.","UNOX S.p.A.","XEDA-0611-EX*S","XEDA-0611-EX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","11.6",,,"1","3.1",,"1","2.7","0.81",,"",,"Boiler-less/Spritzer/Injector","6",,,"6","1.08",,"","","78","66","57","118","0","0","0.21","0.21",,,"",,"07/20/2023","06/27/2023","United States, Canada","ES_1134474_XEDA-0611-EX*S_071820231740850_8547790"
"2581050","UNOX S.p.A.","UNOX S.p.A.","XEDA-0611-GX*S","XEDA-0611-GX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","51,182","1,098","1","1.23","1,980",,"2.37","","2,739","0.44","4,240","Boiler-less/Spritzer/Injector","6",,,"6",,"4,950","0.39","6281","58","47","55","117","0","0","0.36","0.2",,,"",,"07/20/2023","06/27/2023","United States, Canada","ES_1134474_XEDA-0611-GX*S_071820231742964_4731057"
"2581053","UNOX S.p.A.","UNOX S.p.A.","XEDA-0621-EX*S","XEDA-0621-EX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","23.1",,,"1","2.05",,"1","2.57","1.11",,"",,"Boiler-less/Spritzer/Injector","12",,,"12","1.76",,"","","78","61","102","201","0","0","0.32","0.23",,,"",,"07/20/2023","06/27/2023","United States, Canada","ES_1134474_XEDA-0621-EX*S_071820231742418_5493414"
"2581054","UNOX S.p.A.","UNOX S.p.A.","XEDA-0621-GX*S","XEDA-0621-GX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","92,128","4,221","1","4.6","4,014","1","3.72","","3,299","0.44","4,800","Boiler-less/Spritzer/Injector","12",,,"12",,"5,074","0.50","6780","57","49","108","172","0.02","0","0.32","0.09",,,"",,"07/20/2023","06/27/2023","United States, Canada","ES_1134474_XEDA-0621-GX*S_071820231743865_9248510"
"2581056","UNOX S.p.A.","UNOX S.p.A.","XEDA-1011-EX*S","XEDA-1011-EX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","19.6",,,"1","2.57",,"1","1.85","1.16",,"",,"Boiler-less/Spritzer/Injector","10",,,"10","1.48",,"","","78","62","93","202","0","0","0.34","0.24",,,"",,"07/20/2023","06/27/2023","United States, Canada","ES_1134474_XEDA-1011-EX*S_071820231745463_2243519"
"2581059","UNOX S.p.A.","UNOX S.p.A.","XEDA-1011-GX*S","XEDA-1011-GX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","85,300","4,341",,"2.97","5,460",,"4.95","","3,159","0.67","5,445","Boiler-less/Spritzer/Injector","10",,,"10",,"6,951","0.59","8964","61","52","95","179","0","0","0.31","0.28",,,"",,"07/20/2023","06/27/2023","United States, Canada","ES_1134474_XEDA-1011-GX*S_071820231746828_5899272"
"2581060","UNOX S.p.A.","UNOX S.p.A.","XEDA-1021-EX*S","XEDA-1021-EX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","35.8",,,"1","2.23",,"1","1.15","1.66",,"",,"Boiler-less/Spritzer/Injector","20",,,"20","3.02",,"","","81","66","170","320","0","0","0.3","0.08",,,"",,"07/20/2023","06/27/2023","United States, Canada","ES_1134474_XEDA-1021-EX*S_071820231745472_9355318"
"2581068","UNOX S.p.A.","UNOX S.p.A.","XEDA-1021-EX*S-SL","XEDA-1021-EX*S-SL","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","35.4",,,"1","2.15",,"1","3.17","1.44",,"",,"Boiler-less/Spritzer/Injector","20",,,"20","2.98",,"","","82","65","177","329","0","0","0.28","0.08",,,"",,"07/20/2023","06/27/2023","United States, Canada","ES_1134474_XEDA-1021-EX*S-SL_07182023174604_5154226"
"2581064","UNOX S.p.A.","UNOX S.p.A.","XEDA-1021-GX*S-***","XEDA-1021-GX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","136,486","7,846",,"3.72","8,180",,"4.83","","4,480","0.80","7,210","Boiler-less/Spritzer/Injector","20",,,"20",,"8,973","0.74","11498","58","48","179","290","0.03","0","0.36","0.22",,,"",,"07/20/2023","06/27/2023","United States, Canada","ES_1134474_XEDA-1021-GX*S_071820231747512_9950377"
"2406798","UNOX S.p.A.","UNOX S.p.A.","XEF*-03EU-****-***","XEF*-03EU-****-***","","","Convection","Type I - Table, countertop, and stand mounted units","Full-size","Electric","3.5",,,"1","7.85",,,,"0.8",,"",,"Boiler-less/Spritzer/Injector","3",,,"3",,,"","","86",,"49.5",,"0","0",,,,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XEFT-03EU-****-*_10202017150247_1767381"
"2406799","UNOX S.p.A.","UNOX S.p.A.","XEF*-03HS-E****-***","XEF*-03HS-E****-***","","","Convection","Type I - Table, countertop, and stand mounted units","Half-size","Electric","3",,,,"5.33",,,,"0.62",,"",,"Boiler-less/Spritzer/Injector","3",,"3",,,,"","","78",,"29.9",,"0","0",,,,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XEFT-03HS-****-*_10202017145115_1075232"
"2406800","UNOX S.p.A.","UNOX S.p.A.","XEF*-04EU-E***-***","XEF*-04EU-E***-***","","","Convection","Type I - Table, countertop, and stand mounted units","Full-size","Electric","6.9",,,"1","4.22",,,,"1.04",,"",,"Boiler-less/Spritzer/Injector","5",,,"5",,,"","","79",,"75.6",,"0","0",,,,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XEFT-04EU-****-*_10202017171655_9815823"
"2406719","UNOX S.p.A.","UNOX S.p.A.","XEF*-04HS-E***-***","XEF*-04HS-E***-***","","","Convection","Type I - Table, countertop, and stand mounted units","Half-size","Electric","3.5",,,"1","5.58",,,,"0.68",,"",,"Boiler-less/Spritzer/Injector","4",,"4",,,,"","","80",,"38.1",,"0","0",,,,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XEFT-04HS-****-*_10202017151848_2728903"
"2406801","UNOX S.p.A.","UNOX S.p.A.","XEF*-06EU-E***-***","XEF*-06EU-E***-***","","","Convection","Type I - Table, countertop, and stand mounted units","Full-size","Electric","10.3",,,"1","3.27",,,,"1.26",,"",,"Boiler-less/Spritzer/Injector","6",,,"6",,,"","","80",,"106.1",,"0","0",,,,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XEFT-06EU-****-*_10202017160707_5627194"
"2406802","UNOX S.p.A.","UNOX S.p.A.","XEF*-06FS-E***-***","XEF*-06FS-E***-***","","","Convection","Type I - Table, countertop, and stand mounted units","Full-size","Electric","10.3",,,"1","3.13",,,,"1.31",,"",,"Boiler-less/Spritzer/Injector","6",,,"6",,,"","","80",,"111.8",,"0","0",,,,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XEFT-06FS-E***_01312018194052_7652888"
"2406803","UNOX S.p.A.","UNOX S.p.A.","XEF*-06FS-E***-SW","XEF*-06FS-E***-SW","","","Convection","Type I - Table, countertop, and stand mounted units","Full-size","Electric","7.2",,,"1","6",,,,"1.23",,"",,"Boiler-less/Spritzer/Injector","6",,,"6",,,"","","79",,"87",,"0","0",,,,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XEFT-06FS-E***-SW_011320231014164_5991203"
"2581067","UNOX S.p.A.","UNOX S.p.A.","XELA-10EU-EXRS","XELA-10EU-EX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","21",,,"1","3.02",,"1","1.73","1.37",,"",,"Boiler-less/Spritzer/Injector","13",,,"13","1.68",,"","","78","61","123","249","0","0","0.27","0.23",,,"",,"07/20/2023","06/27/2023","United States, Canada","ES_1134474_XELA-10EU-EXRS_071820231745310_4284384"
"2406804","UNOX S.p.A.","UNOX S.p.A.","XEVC-0511-EP*M-***","XEVC-0511-EP*M-***","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Electric","9.3",,,"1","2.22",,"1","1.22","0.73",,"",,"Boiler-less/Spritzer/Injector","5",,"5",,"0.66",,"","","81","65","49.7","65.3","0","0","0.24","0.04",,,"",,"12/30/2022","11/30/2023","United States, Canada","ES_1134474_XEVC-0511-EP*-*_04292017141828_5508048"
"2406805","UNOX S.p.A.","UNOX S.p.A.","XEVC-0711-EP*M-***","XEVC-0711-EP*M-***","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Electric","11.7",,,"1","3.77",,"1","2.85","0.9",,"",,"Boiler-less/Spritzer/Injector","7",,"7",,"1.53",,"","","78","59","64.1","118.7","0","0","0.25","0.07",,,"",,"12/31/2022","11/30/2023","United States, Canada","ES_1134474_XEVC-0711-EP*-*_09032019192137_8497150"
"2406806","UNOX S.p.A.","UNOX S.p.A.","XEVC-0711-GP*M-***","XEVC-0711-GP*M-***","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Gas","","64,830","4,028","1","4.32","2,969","1","2.9","","4,660","0.51","6,400","Boiler-less/Spritzer/Injector","7",,"7",,,"5,596","0.53","7403","58","46","73.9","120.3","0","0","0.19","0.04",,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XEVC-0711-GP*-*_05152020195011_2211147"
"2406807","UNOX S.p.A.","UNOX S.p.A.","XEVC-1011-EP*M-***","XEVC-1011-EP*M-***","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Electric","18.5",,,"1","2.28",,"1","1.2","1.08",,"",,"Boiler-less/Spritzer/Injector","10",,"10",,"1.14",,"","","78","71","101.7","158.6","0","0","0.14","0.03",,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XEVC-1011-EP*-*_04292017144807_7287288"
"2406808","UNOX S.p.A.","UNOX S.p.A.","XEVC-1011-GP*M-***","XEVC-1011-GP*M-***","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Gas","","75,067","4,710","1","4.02","3,744","1","3.87","","1,968","0.57","6,912","Boiler-less/Spritzer/Injector","10",,"10",,,"6,002","0.49","7674","61","51","89.4","145.5","0","0","0.23","0.04",,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XEVC-1011-GP*M-**_06292020152124_4084862"
"2406809","UNOX S.p.A.","UNOX S.p.A.","XEVL-2011-DP*S-***","XEVL-2011-DP*S-***","","","Combination","Type II - Floor and roll-in units","Half-size","Electric","38.5",,,"1","3.12",,"2","1.57","1.98",,"",,"Boiler-less/Spritzer/Injector","20",,"20",,"3.06",,"","","78","56","180.9","378","0","0","0.26","0.04",,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XEVL-2011-DP*-*_05152020202732_4452050"
"2406810","UNOX S.p.A.","UNOX S.p.A.","XEVL-2011-GP*S-***","XEVL-2011-GP*S-***","","","Combination","Type II - Floor and roll-in units","Half-size","Gas","","163,783","11,427","1","4.33","6,837","1","2.6","","6,111","1.30","10,547","Boiler-less/Spritzer/Injector","20",,"20",,,"6,837","1.78","12910","57","44","207.5","395.2","0","0","0.33","0.03",,,"",,"12/30/2022","11/30/2023","United States, Canada","ES_1134474_XEVL-2011-GP*-*_05152020203529_4929270"
"2406811","UNOX S.p.A.","UNOX S.p.A.","XEVL-2011-YP*S-***","XEVL-2011-YP*S-***","","","Combination","Type II - Floor and roll-in units","Half-size","Electric","38.5",,,"1","3.12",,"2","1.57","1.98",,"",,"Boiler-less/Spritzer/Injector","20",,"20",,"3.06",,"","","78","56","180.9","378","0","0","0.26","0.04",,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XEVL-2011-YP*-*_05152020204107_5267712"
"2406812","UNOX S.p.A.","UNOX S.p.A.","XEVL-2021-GP*S-***","XEVL-2021-GP*S-***","","","Combination","Type II - Floor and roll-in units","Half-size","Electric","2.6",,"15,943",,"6.43","13,796",,,"","9,754","","13,476","Boiler-less/Spritzer/Injector","20",,,,,,"1.08","","57","44","351.3","642.4",,,,,,,"",,"11/20/2019","02/12/2024","United States","ES_1134474_XEVL-2021-GP*-*_05152020204746_5666649"
"2406727","Vulcan (A division of ITW Food Equipment Group)","Hobart","HEC201D","HEC201D","HEC202D,HEC202D,","","Convection","Type I - Table, countertop, and stand mounted units","Half-size","Electric","5.4",,,"1","8.8",,,,"0.98",,"",,"Boiler-less/Spritzer/Injector",,,"5",,,,"","","76",,"60.5",,,,,,,,"",,"01/01/2018","11/12/2018","United States, Canada","ES_1017245_HEC201D_08122021154527_1002430"
"3360650","Vulcan (A division of ITW Food Equipment Group)","Hobart","HEC501D","HEC501D","HEC501, HEC501DX, HEC501X, HEC502, HEC502D, HEC502DX, HEC502,HEC501, HEC501DX, HEC501X, HEC502, HEC502D, HEC502DX, HEC503,","","Convection","Type I - Table, countertop, and stand mounted units","Full-size","Electric","12.32",,,"1","5.3",,,,"1.22",,"",,"Boiler-less/Spritzer/Injector",,,,"5",,,"","","82",,"130.8",,,,,,,,"",,"04/04/2013","01/10/2023","United States, Canada","ES_1017245_HEC501D_01052024150008_1002668"
"3360652","Vulcan (A division of ITW Food Equipment Group)","Hobart","HGC501D","HGC501D","HGC501, HGC501D, HGC501DX, HGC501X, HGC502, HGC502D, HGC502DX, HGC502X,HGC501, HGC501D, HGC501DX, HGC501X, HGC502, HGC502D, HGC502DX, HGC502X,","","Convection","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","47,779","6,767",,"12.2",,,,"","8,317","0.44","8,317","Boiler-less/Spritzer/Injector",,,,"5",,,"","","54",,"96.1",,,,,,,,"",,"04/04/2013","01/10/2023","United States, Canada","ES_1017246_HGC501D_01052024151903_1002672"
"2406726","Vulcan (A division of ITW Food Equipment Group)","Vulcan","ECO2D","ECO2D","ECO22D,ECO22D,","","Convection","Type I - Table, countertop, and stand mounted units","Half-size","Electric","5.4",,,"1","8.8",,,,"0.98",,"",,"Boiler-less/Spritzer/Injector",,,"5",,,,"","","76",,"60.5",,,,,,,,"",,"01/01/2018","11/12/2018","United States, Canada","ES_1017245_ECO2D_12182018100718_1002290"
"2406833","Vulcan (A division of ITW Food Equipment Group)","Vulcan","SG4","SG4","SG44, SG6, SG66,SG44, SG6, SG66,","","Convection","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","59,312","8,996",,"9.06",,,,"","8,853","","8,853","Boiler-less/Spritzer/Injector",,,,"5",,,"","","52",,"96.7",,,,,,,,"",,"03/15/2013","01/13/2023","United States, Canada","ES_1017245_SG4_01092014171741_1002247"
"2406724","Vulcan (A division of ITW Food Equipment Group)","Vulcan","VC4ED","VC4ED","VC44EC, VC44ED, VC4EC, VC66EC, VC66ED, VC6EC, VC6ED, X, VC5ED, VC55ED,VC44EC, VC44ED, VC4EC, VC66EC, VC66ED, VC6EC, VC6ED, X, VC5ED, VC55ED,","","Convection","Type I - Table, countertop, and stand mounted units","Full-size","Electric","12.32",,,"1","5.3",,,,"1.22",,"",,"Boiler-less/Spritzer/Injector",,,,"5",,,"","","82",,"130.8",,,,,,,,"",,"04/04/2013","01/10/2023","United States, Canada","ES_1017245_VC4E_01302020145229_1002305"
"2406682","Vulcan (A division of ITW Food Equipment Group)","Vulcan","VC4GD","VC4GD","VC4GC, VC6GC, VC6GD, VC44GC, VC44GD, VC66GC, VC66GD,  VC5GD, VC55GD,VC4GC, VC6GC, VC6GD, VC44GC, VC44GD, VC66GC, VC66GD,  VC5GD, VC55GD,","","Convection","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","47,779","6,767",,"12.2",,,,"","8,317","0.44","8,317","Boiler-less/Spritzer/Injector",,,,"5",,,"","",,,,,,,,,,,"",,"04/04/2013","01/10/2023","United States, Canada","ES_1017245_VC4GD_01092014171741_1002245"
"3360651","Vulcan (A division of ITW Food Equipment Group)","Wolf","WC4ED","WC4ED","WC4ED-ESF, WC44ED, WC44ED-SEF, WC4EC, WC4EC-SEF, WC44EC, WC44EC-SEF,WC4ED-ESF, WC44ED, WC44ED-SEF, WC4EC, WC4EC-SEF, WC44EC, WC44EC-SEF,","","Convection","Type I - Table, countertop, and stand mounted units","Full-size","Electric","12.32",,,"1","5.3",,,,"1.22",,"",,"Boiler-less/Spritzer/Injector",,,,"5",,,"","","82",,"130.8",,,,,,,,"",,"04/04/2013","01/10/2023","United States, Canada","ES_1017245_WC4ED_01052024150008_1002669"
"3361141","Vulcan (A division of ITW Food Equipment Group)","Wolf","WC4GD","WC4GD","WC4GD-SEF, WC44GD, WC44GD-SEF, WC4GC, WC4GC-SEF, WC44GC, WC44GC-SEF,WC4GD-SEF, WC44GD, WC44GD-SEF, WC4GC, WC4GC-SEF, WC44GC, WC44GC-SEF,","","Convection","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","47,779","6,767",,"12.2",,,,"","8,317","0.44","8,317","Boiler-less/Spritzer/Injector",,,,"5",,,"","","54",,"96.1",,,,,,,,"",,"04/04/2013","01/10/2023","United States, Canada","ES_1017245_WC4GD_01182024081148_1002687"
"2649773","Wells Mfg.","Lang","ECOH-AP","ECOH-AP","","","Convection","Type I - Table, countertop, and stand mounted units","Half-size","Electric","7.8",,,"1","5",,,,"0.83",,"",,"Boiler-less/Spritzer/Injector","5",,"5",,,,"","","72",,"48.3",,"0","0",,,,,"","0","08/15/2013","08/07/2023","United States, Canada","ES_1100413_ECOH-AP_083020231538270_4344133"
