"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Product Type","Oven Classification","Size","Heat Source Fuel Type","Input Rate (kW)","Input Rate (Btu/hr)","Gas Oven Convection Mode Pre-Heat Energy (Btu)","Electric Oven Convection Mode Pre-Heat Energy (kWh)","Convection Mode Pre-Heat Time (min)","Gas Oven Steam Mode Pre-Heat Energy (Btu)","Electric Oven Steam Mode Pre-Heat Energy (kWh)","Steam Mode Pre-Heat Time (min)","Electric Oven Convection Mode Idle Energy Rate (kW)","Gas Oven Convection Mode Idle Energy Rate (Btu/hr)","Gas Oven Convection Mode Electric Idle Energy Rate (kW)","Gas Oven Convection Mode Total Idle Energy Rate (Btu/hr)","Method of Steam Generation","Half-Size and Full-Size Steam Pan Capacity","Two-Thirds-Size Steam Pan Capacity","Half-Size Sheet Pan Capacity","Full-Size Sheet Pan Capacity","Electric Oven Steam Mode Idle Energy Rate (kW)","Gas Oven Steam Mode Idle Energy Rate (Btu/hr)","Gas Oven Steam Mode Electric Idle Energy Rate (kW)","Gas Oven Steam Mode Total Idle Energy Rate (Btu/hr)","Convection Mode Cooking Energy Efficiency (%)","Steam Mode Cooking Energy Efficiency (%)","Convection Mode Production Capacity (lbs/hr)","Steam Mode Production Capacity (lbs/hr)","Convection Mode Cooking Period Water Consumption (gal/pan)","Convection Mode Idle Period Water Consumption (gal/hr/pan)","Steam Mode Cooking Period Water Consumption (gal/pan)","Steam Mode Idle Period Water Consumption (gal/hr/pan)","Rack Oven Baking-Energy Efficiency (%)","Baking Production Capacity (lbs/hr)","Set-Back Idle Mode","Steam Injection Period Water Consumption (gal/min)","Date Available on Market","Date Certified","Markets","CB Model Identifier"
"3436277","HOUNÖ A/S","Firex","Invoq Combi 6 2/1 GN","Combi 6 2/1","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","22.3",,,"2","4.25",,"1","2.43","1.1",,"",,"Boiler-less/Spritzer/Injector","14",,,"14","0.64",,"","","80","75","112.6","168.2","0.09","0.02","0.07","0.01",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Hybrid 6 2/1_04122024162213_80198196"
"3436262","HOUNÖ A/S","Firex","Invoq Hybrid 10 1/1 GN (PT)","Hybrid 10 1/1","","","Combination","Type I - Table, countertop, and stand mounted units","","Electric","19.3",,,"1","4.13",,"1","7.4","1.01",,"",,"Boiler/Steam Generator","10",,,"10","0.83",,"","","78","59","83.96","114.11","0.01","0.01","0.11","0.11",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Combi 6 2/1_041220241624333_80198196"
"3436292","HOUNÖ A/S","Firex","Invoq Hybrid 10 2/1 GN","Hybrid 10 2/1","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","31.3",,,"2","3.09",,"2","7.06","1.2",,"",,"Boiler/Steam Generator","20",,,"20","0.69",,"","","81","72","161.3","155.5","0","0.01","0.08","0.01",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Combi 20 1/1_04122024162695_80198196"
"3436310","HOUNÖ A/S","Firex","Invoq Hybrid 20 1/1 GN","Hybrid 20 1/1","","","Combination","Type II - Floor and roll-in units","Half-size","Electric","38.2",,,"3","4.33",,"3","11.41","1.74",,"",,"Boiler/Steam Generator","20",,,"20","1.05",,"","","78","67","173.34","225.95","1.34","0.01","0.08","0.02",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Combi 20 2/1_04122024162179_80198196"
"3436326","HOUNÖ A/S","Firex","Invoq Hybrid 20 2/1 GN","Hybrid 20 2/1","","","Combination","Type II - Floor and roll-in units","Full-size","Electric","62.2",,,"3","2.59",,"3","11.4","2",,"",,"Boiler/Steam Generator","40",,,"40","1.08",,"","","81","77","329.63","389.34","0","0","0.06","0.01",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Hybrid 20 2/1_04122024161313_80198196"
"3436246","HOUNÖ A/S","Firex","Invoq Hybrid 6 1/1 GN (PT)","Hybrid 6 1/1","","","Combination","Type I - Table, countertop, and stand mounted units","","Electric","10.3",,,"1","6.57",,"1","9.42","0.8",,"",,"Boiler/Steam Generator","7",,,"7","0.62",,"","","78","64","59.56","76.11","0.02","0.02","0.11","0.11",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Combi 10 1/1_0412202416233_80198196"
"3436278","HOUNÖ A/S","Firex","Invoq Hybrid 6 2/1 GN","Hybrid 6 2/1","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","22.3",,,"2","4.25",,"1","3.09","1.1",,"",,"Boiler/Steam Generator","14",,,"14","0.67",,"","","80","71","112.6","166.3","0.09","0.02","0.09","0.01",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Combi 10 2/1_04122024162321_80198196"
"3436249","HOUNÖ A/S","Fri-Jado","Invoq Combi 10 1/1 GN (PT)","Combi 10 1/1","","","Combination","Type I - Table, countertop, and stand mounted units","","Electric","19.3",,,"1","4.13",,"1","3.11","1.01",,"",,"Boiler-less/Spritzer/Injector","10",,,"10","0.73",,"","","78","62","83.96","96.78","0.01","0.01","0.16","0.16",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Hybrid 10 1/1_04122024162430_80198196"
"3436281","HOUNÖ A/S","Fri-Jado","Invoq Combi 10 2/1 GN","Combi 10 2/1","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","31.3",,,"2","3.09",,"1","1.45","1.2",,"",,"Boiler-less/Spritzer/Injector","20",,,"20","0.61",,"","","81","73","161.3","134.1","0","0.01","0.07","0.01",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Hybrid 10 2/1_04122024162999_80198196"
"3436297","HOUNÖ A/S","Fri-Jado","Invoq Combi 20 1/1 GN","Combi 20 1/1","","","Combination","Type II - Floor and roll-in units","Half-size","Electric","38.2",,,"3","4.33",,"1","2.12","1.74",,"",,"Boiler-less/Spritzer/Injector","20",,,"20","0.93",,"","","78","70","173.34","176.72","1.34","0.01","0.09","0.02",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Hybrid 20 1/1_04122024162192_80198196"
"3436313","HOUNÖ A/S","Fri-Jado","Invoq Combi 20 2/1 GN","Combi 20 2/1","","","Combination","Type II - Floor and roll-in units","Full-size","Electric","62.2",,,"3","2.59",,"2","1.57","2",,"",,"Boiler-less/Spritzer/Injector","40",,,"40","0.99",,"","","81","78","329.63","307.93","0","0","0.05","0.01",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Hybrid 20 2/1_0412202413333_80198196"
"3436233","HOUNÖ A/S","Fri-Jado","Invoq Combi 6 1/1 GN (PT)","Combi 6 1/1","","","Combination","Type I - Table, countertop, and stand mounted units","","Electric","10.3",,,"1","6.57",,"1","9.42","0.8",,"",,"Boiler-less/Spritzer/Injector","7",,,"7","0.62",,"","","78","58","59.56","71.43","0.02","0.02","0.22","0.22",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Hybrid 6 1/1_04122024162452_80198196"
"3436265","HOUNÖ A/S","Fri-Jado","Invoq Combi 6 2/1 GN","Combi 6 2/1","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","22.3",,,"2","4.25",,"1","2.43","1.1",,"",,"Boiler-less/Spritzer/Injector","14",,,"14","0.64",,"","","80","75","112.6","168.2","0.09","0.02","0.07","0.01",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Hybrid 6 2/1_04122024162756_80198196"
"3436250","HOUNÖ A/S","Fri-Jado","Invoq Hybrid 10 1/1 GN (PT)","Hybrid 10 1/1","","","Combination","Type I - Table, countertop, and stand mounted units","","Electric","19.3",,,"1","4.13",,"1","7.4","1.01",,"",,"Boiler/Steam Generator","10",,,"10","0.83",,"","","78","59","83.96","114.11","0.01","0.01","0.11","0.11",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Combi 6 2/1_04122024162400_80198196"
"3436282","HOUNÖ A/S","Fri-Jado","Invoq Hybrid 10 2/1 GN","Hybrid 10 2/1","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","31.3",,,"2","3.09",,"2","7.06","1.2",,"",,"Boiler/Steam Generator","20",,,"20","0.69",,"","","81","72","161.3","155.5","0","0.01","0.08","0.01",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Combi 20 1/1_04122024162996_80198196"
"3436298","HOUNÖ A/S","Fri-Jado","Invoq Hybrid 20 1/1 GN","Hybrid 20 1/1","","","Combination","Type II - Floor and roll-in units","Half-size","Electric","38.2",,,"3","4.33",,"3","11.41","1.74",,"",,"Boiler/Steam Generator","20",,,"20","1.05",,"","","78","67","173.34","225.95","1.34","0.01","0.08","0.02",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Combi 20 2/1_04122024162191_80198196"
"3436314","HOUNÖ A/S","Fri-Jado","Invoq Hybrid 20 2/1 GN","Hybrid 20 2/1","","","Combination","Type II - Floor and roll-in units","Full-size","Electric","62.2",,,"3","2.59",,"3","11.4","2",,"",,"Boiler/Steam Generator","40",,,"40","1.08",,"","","81","77","329.63","389.34","0","0","0.06","0.01",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Combi 6 1/1_04122024164444_80198196"
"3436234","HOUNÖ A/S","Fri-Jado","Invoq Hybrid 6 1/1 GN (PT)","Hybrid 6 1/1","","","Combination","Type I - Table, countertop, and stand mounted units","","Electric","10.3",,,"1","6.57",,"1","9.42","0.8",,"",,"Boiler/Steam Generator","7",,,"7","0.62",,"","","78","64","59.56","76.11","0.02","0.02","0.11","0.11",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Combi 10 1/1_04122024162453_80198196"
"3436266","HOUNÖ A/S","Fri-Jado","Invoq Hybrid 6 2/1 GN","Hybrid 6 2/1","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","22.3",,,"2","4.25",,"1","3.09","1.1",,"",,"Boiler/Steam Generator","14",,,"14","0.67",,"","","80","71","112.6","166.3","0.09","0.02","0.09","0.01",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Combi 10 2/1_04122024162757_80198196"
"2649774","Wells Mfg.","Wells","M4200","M4200","","","Convection","Type I - Table, countertop, and stand mounted units","Half-size","Electric","9.4",,,"1","5.42",,,,"0.75",,"",,"Boiler-less/Spritzer/Injector","5",,"5",,,,"","","77",,"51",,"0","0",,,,,"","0","08/15/2013","08/28/2023","United States, Canada","ES_1100413_M4200_083020231552327_4499336"
"2404399","Yindu Kitchen Equipment Co., LTD","Atosa, STARBRIDGE","EPA-0621E2","EPA-0621E2",",AEC-0621E,","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","19",,,"1","5.25",,"1","3.1","1.32",,"",,"Boiler-less/Spritzer/Injector","12",,,,"2.21",,"","","78","59","104.76","130.71","0","0","0.11","0.08",,,"",,"07/29/2022","11/11/2022","United States, Canada","ES_1117523_EPA-0621E2_10122022115057_2929956"
"2404400","Yindu Kitchen Equipment Co., LTD","Atosa, STARBRIDGE","EPA-0711E2","EPA-0711E2",",AEC-0711E,","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Electric","15.2",,,"1","2.93",,"0","1.48","0.91",,"",,"Boiler-less/Spritzer/Injector","7",,,,"1.29",,"","","79","57","79.37","77.21","0","0","0.1","0.07",,,"",,"06/28/2022","11/11/2022","United States, Canada","ES_1117523_EPA-0711E2_06282022131656_1966821"
"2404397","Yindu Kitchen Equipment Co., LTD","Atosa, STARBRIDGE","EPA-1011E2","EPA-1011E2",",AEC-1011E,","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Electric","19",,,"1","2.87",,"1","2.23","1.11",,"",,"Boiler-less/Spritzer/Injector","10",,,,"1.94",,"","","79","60","90.51","148.77","0","0","0.17","0.11",,,"",,"06/28/2022","10/10/2022","United States, Canada","ES_1117523_EPA-1011E2_07292022141732_7538263"
"2404398","Yindu Kitchen Equipment Co., LTD","Atosa, STARBRIDGE","EPA-1021E3","EPA-1021E3",",AEC-1021E,","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","28.8",,,"2","4.6",,"1","3.43","1.44",,"",,"Boiler-less/Spritzer/Injector","20",,,,"2.08",,"","","80","73","171.59","201.48","0","0","0.11","0.07",,,"",,"06/28/2022","11/11/2022","United States, Canada","ES_1117523_EPA-1021E3_10032022121325_8004571"
"2408142","Southbend","Southbend","BES/17SC","BES/17SC","BES/27SC, BES/17CCH, BES/27CCH, SLES/17SC, SLES/27SC, SLES/17CCH, SLES/27CCH, ES/17SC, ES/27SC, ES/17CCH,  ES/27CCH, KES/17SC, KES/27SC, KES/17CCH, KES/27CCH, BES/17TC, BES/27TC, SLES/17TC, SLES/27TC,ES/17TC, ES/27TC, KES/17TC, KES/27TC, KLES/17SC, KLES/27SC, KLES/17CCH, KLES/27CCH, KS/17SC, KS/27SC, KS/17CCH, KS/27CCH, PCE75S/S *, PCE15S/S *, PCE75S/T *, PCE15S/T*,*may be other characters for customer options","","Convection","Type II - Floor and roll-in units","Full-size","Electric","8.4",,,"11","11.28",,,,"1.34",,"",,"Boiler-less/Spritzer/Injector",,,,"5",,,"","","76",,"91.8",,,,,,,,"",,"08/19/2015","02/14/2023","United States, Canada","ES_1062537_BES/17SC_02152023034205_80152033"
"2408141","Southbend","Southbend","BGS/13SC","BGS/13SC","BGS/23SC, BGS/13CCH, BGS/23CCH, KLGS/13SC, KLGS/23SC, KLGS/13CCH, KLGS/23CCH, SLGS/13SC, SLGS/23SC, SLGS/13CCH, SLGS/23CCH,GS/13SC, GS/23SC, GS/13CCH, GS/23CCH, BGS/13TC, BGS/23TC, KLGS/13TC, KLGS/23TC, SLGS/13TC, SLGS/23TC, GS/13TC, GS/23TC,","","Convection","Type II - Floor and roll-in units","Full-size","Gas","","40,000","10,389",,"16.17",,,,"","6,798","0.41",,"Boiler-less/Spritzer/Injector",,,,"5",,,"","","51",,"78.2",,,,,,,,"",,"08/19/2015","02/14/2023","United States, Canada","ES_1062537_BGS/13SC_02152023034205_80152033"
"2408139","Southbend","Southbend","GS/15SC","GS/15SC","GS/25SC, GS/15CCH, GS/25CCH, GS/15TC, GS/25TC,GS/25SC, GS/15CCH, GS/25CCH, GS/15TC, GS/25TC,","","Convection","Type II - Floor and roll-in units","Full-size","Gas","","90,000","8,858",,"6.03",,,,"","8,983","0.44",,"Boiler-less/Spritzer/Injector",,,,"5",,,"","","49",,"94",,,,,,,,"",,"05/05/2014","02/14/2023","United States, Canada","ES_1062537_GS/15SC_02152023034205_80152033"
"2408140","Southbend","Southbend","KLGS/17SC","KLGS/17SC","KLGS/27SC, KLGS/17CCH, KLGS/27CCH, GS/17SC, GS/27SC, GS/17CCH, GS/27CCH, SLGS/17SC, SLGS/27SC, SLGS/17CCH, SLGS/27CCH,BGS/17SC, BGS/27SC, BGS/17CCH, BGS/27CCH, PCR-1G, PCR-2G, KLGS/17TC, KLGS/27TC, GS/17TC, GS/27TC, SLGS/17TC, SLGS/27TC, BGS/17TC, BGS/27TC, PCG50S/S *, PCG100S/S *, PCG50S/T *, PCG100S/T*,*may be other characters for customer options","","Convection","Type II - Floor and roll-in units","Full-size","Gas","","53,000","10,317",,"11.73",,,,"","8,930","0.42",,"Boiler-less/Spritzer/Injector",,,,"5",,,"","","51",,"86.9",,,,,,,,"",,"08/19/2015","02/14/2023","United States, Canada","ES_1062537_KLGS/17SC_02152023034205_80152033"
"3998212","UNOX S.p.A.","Unox Spa","XAVC-0511-EQxM","XAVC-0511-EQxM","","","Convection","Type I - Table, countertop, and stand mounted units","Half-size","Electric","7.8",,,"1","4.45",,,,"0.84",,"",,"Boiler-less/Spritzer/Injector","5",,"5",,,,"","","74",,"45",,,,,,,,"",,"02/28/2025","02/14/2025","United States, Canada","ES_1134474_XAVC-0511-EQxM_021820252117954_4815636"
"3998213","UNOX S.p.A.","Unox Spa","XAVC-06FS-EQxM","XAVC-06FS-EQxM","","","Convection","Type I - Table, countertop, and stand mounted units","Full-size","Electric","19.1",,,"1","2.3",,,,"1.39",,"",,"Boiler-less/Spritzer/Injector","6",,,"6",,,"","","78",,"110",,,,,,,,"",,"02/28/2025","02/12/2025","United States, Canada","ES_1134474_XAVC-06FS-EQxM_021820252118668_3767338"
"3555220","UNOX S.p.A.","UNOX S.p.A.","XA*A-0611-EX*S-***","XA*A-0611-EX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Electric","12.5",,,"1","2.6",,"1","2.8","0.8",,"",,"Boiler-less/Spritzer/Injector","6",,"6",,"0.99",,"","","78","64","54","114",,,"0.21","0.21",,,"",,"07/01/2024","07/22/2024","United States, Canada","ES_1134474_XA*A-0611-EX*S-***_072220242056295_3695095"
"3555219","UNOX S.p.A.","UNOX S.p.A.","XA*A-0611-GX*S-***","XA*A-0611-GX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Gas","","51,180","3,944","1","8","2,636",,"3.8","","2,484","0.43","3,951","Boiler-less/Spritzer/Injector","6",,"6",,,"3,911","0.41","5310","58","43","58","108","0.11",,"0.42","0.11",,,"",,"07/01/2024","07/22/2024","United States, Canada","ES_1134474_XA*A-0611-GX*S-***_072220242048233_3520249"
"3555221","UNOX S.p.A.","UNOX S.p.A.","XA*A-0611-NX*S-***","XA*A-0611-NX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Gas","","51,180","3,925","1","8.1","2,677",,"3.3","","2,470","0.43","3,937","Boiler-less/Spritzer/Injector","6",,"6",,,"3,870","0.44","5371","57","44","56","108","0.15",,"0.41","0.11",,,"",,"07/01/2024","07/22/2024","United States, Canada","ES_1134474_XA*A-0611-NX*S-***_072220242055269_7924436"
"3555222","UNOX S.p.A.","UNOX S.p.A.","XA*A-06FS-EX*S-***","XA*A-06FS-EX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","25",,,"1","10.7",,"1","3.1","0.93",,"",,"Boiler-less/Spritzer/Injector","6",,"12","6","1.47",,"","","80","68","102","175",,,"0.24","0.2",,,"",,"07/01/2024","07/22/2024","United States, Canada","ES_1134474_XA*A-06FS-EX*S-***_072220242049263_1852115"
"3555223","UNOX S.p.A.","UNOX S.p.A.","XA*A-06FS-GX*S-***","XA*A-06FS-GX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","92,128","6,947","1","10.4","5,137",,"5.5","","2,999","1.49","8,083","Boiler-less/Spritzer/Injector","6",,"12","6",,"6,940","0.44","8441","58","46","103","223","0.01",,"0.45","0.05",,,"",,"07/01/2024","07/22/2024","United States, Canada","ES_1134474_XA*A-06FS-GX*S-***_072220241904826_1881150"
"3555225","UNOX S.p.A.","UNOX S.p.A.","XA*A-06FS-NX*S-***","XA*A-06FS-NX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","92,124","6,933","1","10.1","5,176",,"5.6","","2,966","1.53","8,181","Boiler-less/Spritzer/Injector","6",,"12","6",,"6,979","0.45","8514","58","46","105","220","0.01",,"0.45","0.05",,,"",,"07/01/2024","07/22/2024","United States, Canada","ES_1134474_XA*A-06FS-NX*S-***_072220242047363_9330494"
"3555224","UNOX S.p.A.","UNOX S.p.A.","XA*A-1011-EX*S-***","XA*A-1011-EX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Electric","21.2",,,"1","7.2",,"1","2.6","1.07",,"",,"Boiler-less/Spritzer/Injector","10",,"10",,"1.44",,"","","78","64","89","191",,,"0.22","0.25",,,"",,"07/01/2024","07/22/2024","United States, Canada","ES_1134474_XA*A-1011-EX*S-***_072220242100394_6178348"
"3555226","UNOX S.p.A.","UNOX S.p.A.","XA*A-1011-GX*S-***","XA*A-1011-GX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Gas","","85,300","5,200","1","8.2","3,695",,"2.9","","2,928","0.69","5,282","Boiler-less/Spritzer/Injector","10",,"10",,,"5,203","0.63","7353","62","49","90","185",,,"0.35","0.16",,,"",,"07/01/2024","07/22/2024","United States, Canada","ES_1134474_XA*A-1011-GX*S-***_072220242058510_9685831"
"3555227","UNOX S.p.A.","UNOX S.p.A.","XA*A-1011-NX*S-***","XA*A-1011-NX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Gas","","85,300","5,203","1","8.1","3,708",,"2.9","","2,940","0.69","5,294","Boiler-less/Spritzer/Injector","10",,"10",,,"5,261","0.63","7411","62","49","92","188",,,"0.34","0.16",,,"",,"07/01/2024","07/22/2024","United States, Canada","ES_1134474_XA*A-1011-NX*S-***_072220242049832_4127332"
"3555228","UNOX S.p.A.","UNOX S.p.A.","XA*A-10FS-EX*S-***","XA*A-10FS-EX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","38.8",,,"2","11.6",,"1","3.1","1.34",,"",,"Boiler-less/Spritzer/Injector","10",,"20","10","2.08",,"","","82","60","166","320",,,"0.34","0.2",,,"",,"07/01/2024","07/22/2024","United States, Canada","ES_1134474_XA*A-10FS-EX*S-***_072220242059338_4395240"
"3555229","UNOX S.p.A.","UNOX S.p.A.","XA*A-10FS-GX*S-***","XA*A-10FS-GX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","136,480","8,682","1","4.1","7,326",,"4.7","","3,545","0.84","6,411","Boiler-less/Spritzer/Injector","10",,"20","10",,"8,751","0.74","11276","60","48","175","280","0.03",,"0.36","0.16",,,"",,"07/01/2024","07/22/2024","United States, Canada","ES_1134474_XA*A-10FS-GX*S-***_072220242047913_9589811"
"3555230","UNOX S.p.A.","UNOX S.p.A.","XA*A-10FS-NX*S-***","XA*A-10FS-NX*S-***","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","136,480","8,703","1","4","7,340",,"5","","3,579","0.85","6,479","Boiler-less/Spritzer/Injector","10",,"20","10",,"8,807","0.77","11434","60","48","174","282","0.02",,"0.35","0.16",,,"",,"07/01/2024","07/22/2024","United States, Canada","ES_1134474_XA*A-10FS-NX*S-***_072220242046757_5072740"
"2406720","UNOX S.p.A.","UNOX S.p.A.","XACC-0513-EP*M-***","XACC-0513-EP*M-***","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Electric","5.8",,,"1","3.52",,"1","2.02","0.68",,"",,"Boiler-less/Spritzer/Injector","5",,"5",,"1.12",,"","","78","67","45.9","60.8","0","0","0.34","0.08",,,"",,"12/30/2022","11/30/2023","United States, Canada","ES_1134474_XACC-0513-EP*-*_09032019191340_8020893"
"2406681","UNOX S.p.A.","UNOX S.p.A.","XAF*-03FS-E***-***","XAF*-03FS-E***-***","","","Convection","Type I - Table, countertop, and stand mounted units","Full-size","Electric","3.8",,,"1","6.43",,,,"0.85",,"",,"Boiler-less/Spritzer/Injector","3",,,"3",,,"","","82",,"47",,"0","0",,,,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XAFT-03FS-E***_01312018192003_6403539"
"2406721","UNOX S.p.A.","UNOX S.p.A.","XAF*-03HS-E***-***","XAF*-03HS-E***-***","","","Convection","Type I - Table, countertop, and stand mounted units","Half-size","Electric","3.3",,,"1","5.35",,,,"0.76",,"",,"Boiler-less/Spritzer/Injector","3",,"3",,,,"","","82",,"29.6",,"0","0",,,,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XAFT-03HS-E***_01312018195140_8300580"
"2406813","UNOX S.p.A.","UNOX S.p.A.","XAF*-03HS-L***-***","XAF*-03HS-L***-***","","","Convection","Type I - Table, countertop, and stand mounted units","Half-size","Electric","1.44",,,"1","15.8",,,,"0.74",,"",,"Boiler/Steam Generator","3",,"3",,,,"","","73",,"12.5",,"0","0",,,,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XAFT-03HS-L****_01312018195851_8731634"
"2406818","UNOX S.p.A.","UNOX S.p.A.","XAF*-04FS-E***-***","XAF*-04FS-E***-***","","","Convection","Type I - Table, countertop, and stand mounted units","Full-size","Electric","7.6",,,"1","3.57",,,,"1.11",,"",,"Boiler-less/Spritzer/Injector","5",,,"5",,,"","","80",,"80.9",,"0","0",,,,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XAFT-04-FS-E***_01312018194545_7945680"
"2406820","UNOX S.p.A.","UNOX S.p.A.","XAF*-04HS-E***-***","XAF*-04HS-E***-***","","","Convection","Type I - Table, countertop, and stand mounted units","Half-size","Electric","3.8",,,"1","5.05",,,,"0.79",,"",,"Boiler-less/Spritzer/Injector","4",,"4",,,,"","","74",,"33.3",,"0","0",,,,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XAFT-04HS-E***_01312018201102_9462864"
"2406789","UNOX S.p.A.","UNOX S.p.A.","XAVC-0511-EP*M-***","XAVC-0511-EP*M-***","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Electric","5.9",,,"1","6",,"1","5.33","0.74",,"",,"Boiler-less/Spritzer/Injector","5",,"5",,"1.02",,"","","78","65","45.3","89.7","0","0","0.36","0.09",,,"",,"01/02/2023","11/30/2023","United States, Canada","ES_1134474_XAVC-0511-EP*M_011320230947780_5562986"
"2406790","UNOX S.p.A.","UNOX S.p.A.","XAVC-06FS-EP*M-***","XAVC-06FS-EP*M-***","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Electric","14.3",,,"1","4.11",,"1","1.86","1.13",,"",,"Boiler-less/Spritzer/Injector","12",,"12","6","1.33",,"","","79","65","116.6","179.1","0","0","0.31","0.04",,,"",,"12/30/2022","11/30/2023","United States, Canada","ES_1134474_XAVC-06FS-EPR_11062015185237_5957457"
"2406791","UNOX S.p.A.","UNOX S.p.A.","XAVC-06FS-GP*M-***","XAVC-06FS-GP*M-***","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Gas","","92,124","6,195","1","3.42","5,050","1","3.4","","2,838","0.68","5,158","Boiler-less/Spritzer/Injector","12",,"12","6",,"5,624","0.63","7773","59","50","114.3","211.3","0","0","0.4","0.09",,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XAVC-06FS-GP*M_011320230950377_9426653"
"2406794","UNOX S.p.A.","UNOX S.p.A.","XAVC-1011-EP*M-***","XAVC-1011-EP*M-***","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Electric","15.7",,,"1","4.1",,"1","2","1.16",,"",,"Boiler-less/Spritzer/Injector","10",,"10",,"1.45",,"","","78","69","93.1","167.5","0","0","0.28","0.05",,,"",,"12/30/2022","11/30/2023","United States, Canada","ES_1134474_XAVC-1011-EP*M_011320231008455_1584301"
"2406793","UNOX S.p.A.","UNOX S.p.A.","XAVC-1011-GP*-*","XAVC-1011-GP*M-***","","","Convection","Type I - Table, countertop, and stand mounted units","Half-size","Gas","","81,891","3,014",,"3.72","2,672",,,"","2,825","0.80","5,559","Boiler-less/Spritzer/Injector",,,,,,,"3190.00","5758",,,,"145",,,,,,,"",,"04/28/2017","02/12/2024","United States, Canada","ES_1134474_XAVC-1011-GP*-*_04292017191011_3011869"
"2406792","UNOX S.p.A.","UNOX S.p.A.","XAVC-10FS-EP*M-***","XAVC-10FS-EP*M-***","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Electric","21.3",,,"2","4.42",,"1","2.1","1.57",,"",,"Boiler-less/Spritzer/Injector","20",,"20","10","1.65",,"","","83","63","191.7","287.4","0","0","0.41","0.06",,,"",,"01/01/2023","11/30/2023","United States, Canada","ES_1134474_XAVC-10FS-EPR_11062015184347_5427687"
