ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Oven Classification,Size,Heat Source Fuel Type,Input Rate (kW),Input Rate (Btu/hr),Gas Oven Convection Mode Pre-Heat Energy (Btu),Electric Oven Convection Mode Pre-Heat Energy (kWh),Convection Mode Pre-Heat Time (min),Gas Oven Steam Mode Pre-Heat Energy (Btu),Electric Oven Steam Mode Pre-Heat Energy (kWh),Steam Mode Pre-Heat Time (min),Electric Oven Convection Mode Idle Energy Rate (kW),Gas Oven Convection Mode Idle Energy Rate (Btu/hr),Gas Oven Convection Mode Electric Idle Energy Rate (kW),Gas Oven Convection Mode Total Idle Energy Rate (Btu/hr),Method of Steam Generation,Half-Size and Full-Size Steam Pan Capacity,Two-Thirds-Size Steam Pan Capacity,Half-Size Sheet Pan Capacity,Full-Size Sheet Pan Capacity,Electric Oven Steam Mode Idle Energy Rate (kW),Gas Oven Steam Mode Idle Energy Rate (Btu/hr),Gas Oven Steam Mode Electric Idle Energy Rate (kW),Gas Oven Steam Mode Total Idle Energy Rate (Btu/hr),Convection Mode Cooking Energy Efficiency (%),Steam Mode Cooking Energy Efficiency (%),Convection Mode Production Capacity (lbs/hr),Steam Mode Production Capacity (lbs/hr),Convection Mode Cooking Period Water Consumption (gal/pan),Convection Mode Idle Period Water Consumption (gal/hr/pan),Steam Mode Cooking Period Water Consumption (gal/pan),Steam Mode Idle Period Water Consumption (gal/hr/pan),Rack Oven Baking-Energy Efficiency (%),Baking Production Capacity (lbs/hr),Set-Back Idle Mode,Steam Injection Period Water Consumption (gal/min),Date Available on Market,Date Certified,Markets,CB Model Identifier
2408391,Electrolux Professional,Electrolux Professional,COG61T30,COG61T30,",COG61D30,; ,COG61D3K,; ,COG61T3K,",,Combination,"Type I - Table, countertop, and stand mounted units",Half-size,Gas,,76429.0,3686.0,,5.35,5523.0,0.0,7.47,0.0,3158.0,0.13,3602.0,Boiler/Steam Generator,6.0,,6.0,,0.0,5038.0,0.1,5376.0,58.0,43.0,62.95,126.07,0.0,0.0,0.14,0.06,0.0,0.0,0.0,0.0,2018-05-11,2023-02-21,"United States, Canada",ES_1082677_COG61T30_01302023160103_4959070
2452893,Electrolux Professional,Electrolux Professional,COG62T30,COG62T30,",COG62D30,; ,COG62D3K,; ,COG62T3K,",,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Gas,,128632.0,3393.0,0.0,3.25,6837.0,0.0,8.75,0.0,4480.0,0.17,5061.0,Boiler/Steam Generator,12.0,,,12.0,0.0,7828.0,0.12,8238.0,60.0,43.0,120.12,213.92,0.0,0.0,0.14,0.09,0.0,0.0,0.0,0.0,2019-08-27,2023-02-22,"United States, Canada",ES_1082677_COG62T30_01302023170949_3615838
3531132,Eloma GmbH,Eloma,COMPACT PRO,6-11,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,6.4,,,0.0,5.42,,0.0,3.33,0.61,,,,Boiler-less/Spritzer/Injector,6.0,,,,1.15,,,,80.0,63.0,59.2,61.9,0.01,0.0,0.11,0.11,,,,,2024-05-01,2024-05-17,"United States, Canada",ES_1145862_6-11_05292024165924_80201637
3531131,Eloma GmbH,Eloma,COMPACT PRO,6-23,,,Combination,"Type I - Table, countertop, and stand mounted units",Two-thirds size,Electric,4.9,,,0.0,5.5,,0.0,2.42,0.59,,,,Boiler-less/Spritzer/Injector,,5.0,,,0.72,,,,76.0,67.0,34.1,51.3,0.05,0.0,0.05,0.31,,,,,2024-05-01,2024-05-17,"United States, Canada",ES_1145862_6-23_05292024165924_80201637
4510547,Eloma GmbH,Eloma Gmbh,Joker 6-11,Joker 6-11,,,Combination,"Type I - Table, countertop, and stand mounted units",Half-size,Electric,8.3,,,1.0,3.06,,1.0,1.18,0.63,,,,Boiler-less/Spritzer/Injector,5.0,,5.0,,0.99,,,,79.0,63.0,48.0,75.0,0.0,0.0,0.14,0.12,,,,,2025-09-30,2025-09-30,United States,Joker 6-11
4510548,Eloma GmbH,Eloma Gmbh,Joker 6-23,Joker 6-23,,,Combination,"Type I - Table, countertop, and stand mounted units",Two-thirds size,Electric,3.6,,,1.0,7.23,,1.0,4.0,0.62,,,,Boiler-less/Spritzer/Injector,,5.0,,,1.24,,,,72.0,57.0,34.0,55.0,0.0,0.01,0.01,0.34,,,,,2025-09-30,2025-09-30,United States,Joker 6-23
2765505,Hobart Corporation (A division of ITW Food Equipment Group),Vulcan,TCM-102E,TCM-102E,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,32.0,,,1.0,3.93,,1.0,1.6,1.56,,,,Boiler-less/Spritzer/Injector,20.0,,,20.0,1.89,,,,83.0,66.0,198.0,321.0,0.0,0.0,0.2,0.12,,,,0.0,2023-12-01,2023-11-27,"United States, Canada",TCM-102E
3436253,HOUNÖ A/S,Bki,Invoq Combi 10 1/1 GN (PT),Combi 10 1/1,"101KBLE (PT),Combi 10 1/1,",,Combination,"Type I - Table, countertop, and stand mounted units",,Electric,19.3,,,1.0,4.13,,1.0,3.11,1.01,,,,Boiler-less/Spritzer/Injector,10.0,,,10.0,0.73,,,,78.0,62.0,83.96,96.78,0.01,0.01,0.16,0.16,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Hybrid 10 1/1_04122024162754_80198196
3998217,Angelo Po Grandi Cucine S.p.A. con Socio Unico,Angelo Po,AT82G,AT82G,,,Combination,Type II - Floor and roll-in units,Full-size,Gas,,100000.0,6455.0,,4.3,4250.0,,3.02,,5882.0,0.3,6917.0,Boiler-less/Spritzer/Injector,16.0,,,16.0,,8896.0,0.27,9830.0,59.0,52.0,130.0,194.0,0.05,,0.15,0.06,,,,,2025-03-01,2025-02-18,"United States, Canada",ES_1142603_AT82G_02182025222101_1863296
4016323,Angelo Po Grandi Cucine S.p.A. con Socio Unico,Angelo Po,AT82G**,AT82G**,,,Combination,Type II - Floor and roll-in units,Full-size,Gas,,100000.0,6455.0,,4.3,4250.0,,3.02,,5882.0,0.3,6917.0,Boiler-less/Spritzer/Injector,16.0,,,16.0,,8896.0,0.27,9830.0,59.0,52.0,130.0,194.0,0.05,,0.15,0.06,,,,,2025-05-01,2025-04-25,"United States, Canada",ES_1142603_AT82G**_042520252035945_9585322
3391677,Angelo Po Grandi Cucine S.p.A. con Socio Unico,Angelo Po,FX82G3,FX122E3T,"FX122E3,FX122E3,Available in 208V, 240V and 480V; FX122E3C,FX122E3C,Available in 208V, 240V and 480V; FX122E3CT,FX122E3CT,Available in 208V, 240V and 480V; FX122E3TR,FX122E3TR,Available in 208V, 240V and 480V",,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,25.5,,,1.0,5.17,,1.0,5.08,2.12,,,,Boiler-less/Spritzer/Injector,24.0,,,24.0,3.1,,,,82.0,68.0,227.0,290.0,0.05,0.02,0.09,0.02,,,,,2023-12-15,2024-02-05,"United States, Canada",ES_1142603_FX122E3T_02052024201460_2486502
3391678,Angelo Po Grandi Cucine S.p.A. con Socio Unico,Angelo Po,FX82G3,FX122G3,"FX122G3C,FX122G3C,; FX122G3CT,FX122G3CT,; FX122G3T,FX122G3T,; FX122G3TR,FX122G3TR,",,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Gas,,120000.0,9304.0,,7.0,5857.0,,3.83,,6860.0,0.55,8737.0,Boiler-less/Spritzer/Injector,24.0,,,24.0,,8696.0,0.52,10470.0,63.0,55.0,216.0,223.0,0.06,0.02,0.09,0.06,,,,,2023-12-15,2024-02-05,"United States, Canada",ES_1142603_FX122G3_020520242014389_5602095
3391679,Angelo Po Grandi Cucine S.p.A. con Socio Unico,Angelo Po,FX82G3,FX202E3,,,Combination,Type II - Floor and roll-in units,Full-size,Electric,52.0,,,4.0,11.23,,2.0,1.9,3.34,,,,Boiler-less/Spritzer/Injector,40.0,,,40.0,5.43,,,,82.0,67.0,431.0,524.0,0.02,0.01,0.08,0.01,,,,,2023-12-15,2024-02-05,"United States, Canada",ES_1142603_FX202E3_02052024201498_5654563
2649776,Angelo Po Grandi Cucine S.p.A. con Socio Unico,Angelo Po,FX82E3T,FX82E3T,"FX82E3,FX82E3,Available in 208V, 240V and 480V; FX82E3CT,FX82E3CT,Available in 208V, 240V and 480V; FX82E3R,FX82E3R,Available in 208V, 240V and 480V; FX82E3TR,FX82E3TR,Available in 208V, 240V and 480V",,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,19.73,,,1.0,4.58,,1.0,2.66,1.57,,,,Boiler-less/Spritzer/Injector,16.0,,,16.0,2.57,,,,80.0,66.0,149.0,186.0,0.06,0.02,0.12,0.07,,,,,2023-09-01,2023-08-30,"United States, Canada",ES_1142603_FX82E3T_083020231834429_5325982
3391680,Angelo Po Grandi Cucine S.p.A. con Socio Unico,Angelo Po,FX82G3,FX82G3,"FX82G3CT,FX82G3CT,; FX82G3R,FX82G3R,; FX82G3T,FX82G3T,; FX82G3TR,FX82G3TR,",,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Gas,,92500.0,7387.0,,8.42,4332.0,,3.67,,5920.0,0.44,7421.0,Boiler-less/Spritzer/Injector,16.0,,,16.0,,7334.0,0.41,8733.0,60.0,54.0,145.0,191.0,0.1,0.06,0.1,0.03,,,,,2023-12-15,2024-02-05,"United States, Canada",ES_1142603_FX82G3_020520242014973_5072667
4005907,Baxter Manufacturing (A division of ITW),Baxter,CS500G1,CS500G1,,,Rack,Type II - Floor and roll-in units,,Gas,,177156.0,45044.0,,23.98,,,,,,,,Boiler-less/Spritzer/Injector,,,,,,,,,,,,,,,,,51.0,129.0,,1.73,2025-03-31,2025-03-10,"United States, Canada",ES_1135550_CS500G1_03272025174036_2377804
3550090,Baxter Manufacturing (A division of ITW),Baxter,CS500G2,CS500G2,,,Rack,Type II - Floor and roll-in units,,Gas,,275000.0,62281.0,1.0,22.87,,,,,23321.0,0.49,25002.0,Boiler-less/Spritzer/Injector,,,,,,,,,,,,,,,,,56.0,,,3.08,2024-07-01,2024-06-27,"United States, Canada",ES_1135550_CS500G2_062720242003973_3540665
2470928,Baxter Manufacturing (A division of ITW),Baxter Mfg.,OV500G1EE,OV500G1EE,,,Rack,Type II - Floor and roll-in units,Full-size,Gas,,175000.0,42274.0,,16.67,,,,,21364.0,0.54,22081.0,Boiler-less/Spritzer/Injector,,,,15.0,,,,,,,,,,,,,48.0,142.0,,2.0,2023-04-01,2023-05-04,"United States, Canada",ES_1017903_OV500G1EE_042820231856238_2156137
2470929,Baxter Manufacturing (A division of ITW),Baxter Mfg.,OV500G2EE,OV500G2EE,,,Rack,Type II - Floor and roll-in units,Full-size,Gas,,275000.0,53452.0,,12.56,,,,,26016.0,1.01,29462.0,Boiler-less/Spritzer/Injector,,,,30.0,,,,,,,,,,,,,55.0,277.0,,3.0,2023-04-01,2023-05-04,"United States, Canada",ES_1017903_OV500G2EE_042820231900490_2052612
2470930,Baxter Manufacturing (A division of ITW),Baxter Mfg.,OV520G1,OV520G1,,,Rack,Type II - Floor and roll-in units,Full-size,Gas,,180000.0,37010.0,,12.33,,,,,18898.0,0.18,19649.0,Boiler-less/Spritzer/Injector,,,,15.0,,,,,,,,,,,,,49.0,150.0,,2.0,2023-04-01,2023-05-04,"United States, Canada",ES_1017903_OV520G1_042820231902765_3028654
2470931,Baxter Manufacturing (A division of ITW),Baxter Mfg.,OV520G2,OV520G2,,,Rack,Type II - Floor and roll-in units,Full-size,Gas,,275000.0,51162.0,,11.33,,,,,22293.0,0.27,23214.0,Boiler-less/Spritzer/Injector,,,,30.0,,,,,,,,,,,,,59.0,284.0,,3.0,2023-04-01,2023-05-04,"United States, Canada",ES_1017903_OV520G2_042820231903289_8042418
2635633,Blodgett Oven Company,Blodgett,BCT-62,BCT-62,",BCT-62E,",,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,21.0,,,1.0,6.75,,1.0,6.25,1.05,,,,Boiler/Steam Generator,,,,12.0,1.35,,,,78.0,58.0,113.8,99.2,0.0,,,,,,,,2022-04-27,2022-06-02,"United States, Canada",ES_1100150_BCT-62_06022022124244_7379724
4431396,Blodgett Oven Company,Blodgett,BLCT-6E,BLCT-6E,,,Combination,"Type I - Table, countertop, and stand mounted units",Half-size,Electric,6.9,,,1.0,4.2,,1.0,4.21,0.73,,,,Boiler-less/Spritzer/Injector,4.0,,6.0,,1.0,,,,75.0,60.0,36.46,52.98,,,0.11,0.44,,,,,2025-05-08,2025-06-10,"United States, Canada",ES_1100150_BLCT-6E_05232025103126_591546
2407750,Blodgett Oven Company,Blodgett,CTB-5.6,CTB-5.6,",CTB/R-5.6,",,Convection,"Type I - Table, countertop, and stand mounted units",Half-size,Electric,5.6,,,1.0,7.0,,,,0.95,,,,Boiler-less/Spritzer/Injector,,,5.0,,,,,,73.0,,50.07,,,,,,,,,,2013-11-25,2014-01-15,"United States, Canada",ES_1100150_CTB-5.6_01142014101226_2313043
2407873,Blodgett Oven Company,Blodgett,CTB-6.8,CTB-6.8,",CTB/R-6.8,",,Convection,"Type I - Table, countertop, and stand mounted units",Half-size,Electric,6.8,,,1.0,8.55,,,,0.93,,,,Boiler-less/Spritzer/Injector,,,5.0,,,,,,76.0,,53.3,,,,,,,,,,2013-11-25,2014-01-15,"United States, Canada",ES_1100150_CTB-6.8_01032014034240_9771844
2407747,Blodgett Oven Company,Blodgett,CTB-8,CTB-8,",CTB/R-8,",,Convection,"Type I - Table, countertop, and stand mounted units",Half-size,Electric,8.0,,,1.0,7.0,,,,0.94,,,,Boiler-less/Spritzer/Injector,,,5.0,,,,,,72.0,,52.98,,,,,,,,,,2013-11-25,2014-01-15,"United States, Canada",ES_1100150_CTB-8_01142014101046_5592462
2407748,Blodgett Oven Company,Blodgett,DFG-100-ES,DFG-100-ES,",BDO-100-G-ES,; ,DFG-100-K12-ES,; ,Zephaire-100-G-ES,",663137579360;663137579391;663137580533,Convection,"Type I - Table, countertop, and stand mounted units",Full-size,Gas,,45000.0,8914.0,,13.0,,,,,7620.0,0.17,8194.0,Boiler-less/Spritzer/Injector,,,,5.0,,,,,54.0,,97.71,,,,,,,,,,2013-11-25,2014-01-16,"United States, Canada",ES_1100150_DFG-100-G-ES_01032014032513_9549829
2406821,Blodgett Oven Company,Blodgett,HV-100E,HV-100E,",HVH-100E,",663137592567,Convection,Type II - Floor and roll-in units,Full-size,Electric,15.0,,,1.0,6.75,,,,1.31,,,,Boiler-less/Spritzer/Injector,,,,5.0,,,,,76.0,,114.0,,,,,,,,,,2013-01-01,2014-08-27,"United States, Canada",ES_1100150_HV-100E_08272014120611_1065637
2406610,Blodgett Oven Company,Blodgett,HV-100G,HV-100G,",HVH-100G,",663137592574,Convection,Type II - Floor and roll-in units,Full-size,Gas,,60000.0,8039.0,,7.4,,,,,6435.0,0.43,7902.0,Boiler-less/Spritzer/Injector,,,,5.0,,,,,49.0,,114.9,,,,,,,,,,2013-01-01,2014-09-05,"United States, Canada",ES_1100150_HV-100G_08102014213703_5752679
2409654,Blodgett Oven Company,Blodgett,Zephaire 100 E,Zephaire 100 E,",BDO 100 E,; ,MARK V 100 K12,; ,MARK V 100,; ,SHO 100 E,",663137350211;663137371063;663137580915;663137582803,Convection,Type II - Floor and roll-in units,,Electric,11.0,,,1.0,8.33,,,,1.21,,,,Boiler-less/Spritzer/Injector,,,,5.0,,,,,78.0,,99.3,,,,,,,,,,2013-11-25,2014-01-15,"United States, Canada",ES_1100150_Zephaire 100 E_01032014025202_199853
2494946,Blodgett Oven Company,Blodgett,Zephaire 200 E,Zephaire 200 E,",MARK V 200 K12,; ,MARK V 200,",663137579452;663137580922,Convection,Type II - Floor and roll-in units,,Electric,11.0,,,1.0,9.17,,,,1.17,,,,Boiler-less/Spritzer/Injector,,,,5.0,,,,,78.0,,106.3,,,,,,,,,,2013-11-25,2014-01-02,United States,ES_1100150_Zephaire 200 E_01032014023142_5411188
2407749,Blodgett Oven Company,Blodgett,Zephaire-200-G-ES,Zephaire-200-G-ES,",DFG-200-ES,; ,DFG-200-K12-ES,",663137580540;663137581318,Convection,"Type I - Table, countertop, and stand mounted units",Full-size,Gas,,50000.0,8859.0,,12.48,,,,,9842.0,0.17,9265.0,Boiler-less/Spritzer/Injector,,,,5.0,,,,,54.0,,104.59,,,,,,,,,,2013-11-25,2014-01-02,"United States, Canada",ES_1100150_Zephaire-200-G-ES_01032014035752_3060113
4471336,"Clark Core Services, LLC",Cpg,351COFD4M,351COFD4M,",351COFT4M,",,Convection,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,5.6,,,6.0,5.92,,,,1.16,,,,Boiler-less/Spritzer/Injector,,,,7.0,,,,,86.0,,61.43,,0.0,0.0,,,,,0.0,,2023-12-24,2025-07-11,"United States, Canada",ES_1138870_351COFD4M_05292025105116_1499902
4471334,"Clark Core Services, LLC",Cpg,351COHD3A,351COHD3A,",351COHT3A,",,Convection,"Type I - Table, countertop, and stand mounted units",Half-size,Electric,1.65,,,2.0,11.58,,,,0.61,,,,Boiler-less/Spritzer/Injector,,,3.0,,,,,,74.0,,16.38,,0.0,0.0,,,,,0.0,,2024-06-08,2025-07-11,"United States, Canada",ES_1138870_351COHD3A_05292025100005_149042
4471335,"Clark Core Services, LLC",Cpg,351COHD4M,351COHD4M,",351COHT4M,",,Convection,"Type I - Table, countertop, and stand mounted units",Half-size,Electric,2.73,,,3.0,6.33,,,,0.73,,,,Boiler-less/Spritzer/Injector,,,4.0,,,,,,75.0,,28.46,,0.0,0.0,,,,,0.0,,2024-06-08,2025-07-11,"United States, Canada",ES_1138870_351COHD4M_05292025103639_1074334
4471338,"Clark Core Services, LLC",Cpg,351FECD100B,351FECD100B,",351FECD100C,",,Convection,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,11.0,,,11.0,7.92,,,,1.29,,,,Boiler-less/Spritzer/Injector,,,,5.0,,,,,77.0,,90.96,,0.0,0.0,,,,,0.0,,2024-08-01,2025-07-11,"United States, Canada",ES_1138870_351FECD100B_06232025131522_8302728
4471337,"Clark Core Services, LLC",Cpg,351FECD100D,351FECD100D,",351FECD100E,",,Convection,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,11.82,,,12.0,7.58,,,,1.33,,,,Boiler-less/Spritzer/Injector,,,,5.0,,,,,78.0,,99.6,,0.0,0.0,,,,,0.0,,2024-08-01,2025-07-11,"United States, Canada",ES_1138870_351FECD100D_06232025123029_1580469
4439628,Convotherm (A division of Welbilt),Convotherm,C4eD 10.10 ES-N,C4eD 10.10 ES-N,,,Combination,Type II - Floor and roll-in units,Full-size,Electric,15.9,,,1.0,4.0,,1.0,2.17,1.09,,,,Boiler-less/Spritzer/Injector,11.0,,,,0.88,,,,80.0,72.0,,,,0.0,,0.01,,,,,2025-06-06,2025-07-01,"United States, Canada",ES_1123347_C4eD 10.10 ES-N_061020250910459_7322597
2409305,Convotherm (A division of Welbilt),Convotherm,C4eD 10.20 EB,C4eD 10.20 EB,,,Combination,Type II - Floor and roll-in units,Full-size,Electric,22.1,,,2.0,3.7,,2.0,5.08,1.74,,,,Boiler-less/Spritzer/Injector,22.0,,,22.0,2.52,,,,81.0,65.0,216.0,348.0,0.0,0.0,0.25,0.02,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eD 10.20 EB_05022016202644_0804621
2409306,Convotherm (A division of Welbilt),Convotherm,C4eD 10.20 EB-N,C4eD 10.20 EB-N,,,Combination,Type II - Floor and roll-in units,Full-size,Electric,22.1,,,2.0,3.7,,2.0,5.08,1.74,,,,Boiler-less/Spritzer/Injector,22.0,,,22.0,2.52,,,,81.0,65.0,216.0,348.0,0.0,0.0,0.25,0.02,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eD 10.20 EB-N_022820232223433_3440587
2409303,Convotherm (A division of Welbilt),Convotherm,C4eD 10.20 ES-N,C4eD 10.20 ES-N,,,Combination,Type II - Floor and roll-in units,Full-size,Electric,27.4,,,1.0,3.64,,1.0,1.92,1.68,,,,Boiler-less/Spritzer/Injector,22.0,,,22.0,1.56,,,,83.0,76.0,232.0,337.0,0.0,0.0,0.07,0.03,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eD 10.20 ES-N_022820232224873_9781566
3722617,Convotherm (A division of Welbilt),Convotherm,C4eD 10.20 GS-N,C4eD 10.20 GS-N,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Gas,,114010.0,8377.0,,4.33,4095.0,,2.17,,6444.0,0.38,7741.0,Boiler-less/Spritzer/Injector,22.0,,,22.0,,6899.0,0.33,8026.0,57.0,56.0,199.0,237.0,0.01,,0.1,0.02,,,,,2024-11-21,2024-11-08,"United States, Canada",ES_1123347_C4eD 10.20 GS-N_110820242210318_5719648
2453106,Convotherm (A division of Welbilt),Convotherm,C4eD 6.20 EB,C4eD 6.20 EB,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,15.9,,,1.0,5.64,,2.0,8.26,1.42,,,,Boiler-less/Spritzer/Injector,14.0,,,14.0,1.85,,,,80.0,61.0,80.0,61.0,,,0.3,0.03,,,,,2023-03-01,2023-04-10,"United States, Canada",ES_1123347_C4eD 6.20 EB_041020231544350_2795758
2453107,Convotherm (A division of Welbilt),Convotherm,C4eD 6.20 EB-N,C4eD 6.20 EB-N,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,15.9,,,1.0,5.64,,2.0,8.26,1.42,,,,Boiler-less/Spritzer/Injector,14.0,,,14.0,1.85,,,,80.0,61.0,80.0,61.0,,,0.3,0.03,,,,,2023-03-01,2023-04-10,"United States, Canada",ES_1123347_C4eD 6.20 EB-N_041020231547746_9035511
2409295,Convotherm (A division of Welbilt),Convotherm,C4eD 6.20 ES,C4eD 6.20 ES,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,15.9,,,1.0,4.42,,1.0,2.17,1.36,,,,Boiler-less/Spritzer/Injector,14.0,,,14.0,1.41,,,,81.0,70.0,139.0,183.0,0.0,0.0,0.09,0.06,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eD 6.20 ES_09102015173855_6735915
2409294,Convotherm (A division of Welbilt),Convotherm,C4eD 6.20 ES-N,C4eD 6.20 ES-N,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,15.9,,,1.0,4.42,,1.0,2.17,1.36,,,,Boiler-less/Spritzer/Injector,14.0,,,14.0,1.41,,,,81.0,70.0,139.0,183.0,0.0,0.0,0.09,0.06,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eD 6.20 ES-N_022820232222439_5533069
2409301,Convotherm (A division of Welbilt),Convotherm,C4eD 6.20 GB,C4eD 6.20 GB,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Gas,,68200.0,5187.0,,4.69,9020.0,,12.67,,5438.0,0.4,6803.0,Boiler-less/Spritzer/Injector,14.0,,,14.0,,7439.0,0.38,8736.0,62.0,51.0,132.0,167.0,0.0,0.0,0.21,0.05,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eD 6.20 GB_05012015152341_3821633
2409300,Convotherm (A division of Welbilt),Convotherm,C4eD 6.20 GB-N,C4eD 6.20 GB-N,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Gas,,68200.0,5187.0,,4.69,9020.0,,12.67,,5438.0,0.4,6803.0,Boiler-less/Spritzer/Injector,14.0,,,14.0,,7439.0,0.38,8736.0,62.0,51.0,132.0,167.0,0.0,0.0,0.21,0.05,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eD 6.20 GB-N_022820232223158_2212890
2409328,Convotherm (A division of Welbilt),Convotherm,C4eD 6.20 GS,C4eD 6.20 GS,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Gas,,68200.0,4977.0,,4.64,2317.0,,2.33,,5101.0,0.42,6534.0,Boiler-less/Spritzer/Injector,14.0,,,14.0,,5003.0,0.39,6334.0,62.0,58.0,141.0,204.0,0.0,0.0,0.1,0.06,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eD 6.20 GS_022820232223686_3289700
2409291,Convotherm (A division of Welbilt),Convotherm,C4eD 6.20 GS-N,C4eD 6.20 GS-N,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Gas,,68200.0,4977.0,,4.64,2317.0,,2.33,,5101.0,0.42,6534.0,Boiler-less/Spritzer/Injector,14.0,,,14.0,,5003.0,0.39,6334.0,62.0,58.0,141.0,204.0,0.0,0.0,0.1,0.06,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eD 6.20 GS-N_022820232223843_9814672
4439629,Convotherm (A division of Welbilt),Convotherm,C4eT 10.10 ES-N,C4eT 10.10 ES-N,,,Combination,Type II - Floor and roll-in units,Full-size,Electric,15.9,,,1.0,4.0,,1.0,2.17,1.09,,,,Boiler-less/Spritzer/Injector,11.0,,,,0.88,,,,80.0,72.0,,,,0.0,,0.01,,,,,2025-06-06,2025-07-01,"United States, Canada",ES_1123347_C4eT 10.10 ES-N_06102025091025_9750640
2409307,Convotherm (A division of Welbilt),Convotherm,C4eT 10.20 EB,C4eT 10.20 EB,,,Combination,Type II - Floor and roll-in units,Full-size,Electric,22.1,,,2.0,3.7,,2.0,5.08,1.74,,,,Boiler-less/Spritzer/Injector,22.0,,,22.0,2.52,,,,81.0,65.0,216.0,348.0,0.0,0.0,0.25,0.02,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eT 10.20 EB_05022016202511_0711414
2409308,Convotherm (A division of Welbilt),Convotherm,C4eT 10.20 EB-N,C4eT 10.20 EB-N,,,Combination,Type II - Floor and roll-in units,Full-size,Electric,22.1,,,2.0,3.7,,2.0,5.08,1.74,,,,Boiler-less/Spritzer/Injector,22.0,,,22.0,2.52,,,,81.0,65.0,216.0,348.0,0.0,0.0,0.25,0.02,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eT 10.20 EB-N_022820232225302_2867063
2409304,Convotherm (A division of Welbilt),Convotherm,C4eT 10.20 ES-N,C4eT 10.20 ES-N,,,Combination,Type II - Floor and roll-in units,Full-size,Electric,27.4,,,1.0,3.64,,1.0,1.92,1.68,,,,Boiler-less/Spritzer/Injector,22.0,,,22.0,1.56,,,,83.0,76.0,232.0,337.0,0.0,0.0,0.07,0.03,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eT 10.20 ES-N_022820232225927_3308544
3703900,Convotherm (A division of Welbilt),Convotherm,C4eT 10.20 GS-N,C4eT 10.20 GS-N,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Gas,,109200.0,8377.0,,4.33,4095.0,,2.17,,6444.0,0.38,7741.0,Boiler-less/Spritzer/Injector,,,,22.0,,6899.0,0.33,8025.0,57.0,56.0,199.0,237.0,0.01,,0.1,0.02,,,,,2024-11-01,2024-10-14,"United States, Canada",ES_1123347_C4eT 10.20 GS-N_101420242009166_2499396
2409299,Convotherm (A division of Welbilt),Convotherm,C4eT 6.20 EB,C4eT 6.20 EB,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,15.9,,,1.0,5.64,,2.0,8.26,1.42,,,,Boiler-less/Spritzer/Injector,14.0,,,14.0,1.85,,,,80.0,61.0,80.0,213.0,0.0,0.0,0.3,0.03,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eT 6.20 EB_05012015152443_3883825
