ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Oven Classification,Size,Heat Source Fuel Type,Input Rate (kW),Input Rate (Btu/hr),Gas Oven Convection Mode Pre-Heat Energy (Btu),Electric Oven Convection Mode Pre-Heat Energy (kWh),Convection Mode Pre-Heat Time (min),Gas Oven Steam Mode Pre-Heat Energy (Btu),Electric Oven Steam Mode Pre-Heat Energy (kWh),Steam Mode Pre-Heat Time (min),Electric Oven Convection Mode Idle Energy Rate (kW),Gas Oven Convection Mode Idle Energy Rate (Btu/hr),Gas Oven Convection Mode Electric Idle Energy Rate (kW),Gas Oven Convection Mode Total Idle Energy Rate (Btu/hr),Method of Steam Generation,Half-Size and Full-Size Steam Pan Capacity,Two-Thirds-Size Steam Pan Capacity,Half-Size Sheet Pan Capacity,Full-Size Sheet Pan Capacity,Electric Oven Steam Mode Idle Energy Rate (kW),Gas Oven Steam Mode Idle Energy Rate (Btu/hr),Gas Oven Steam Mode Electric Idle Energy Rate (kW),Gas Oven Steam Mode Total Idle Energy Rate (Btu/hr),Convection Mode Cooking Energy Efficiency (%),Steam Mode Cooking Energy Efficiency (%),Convection Mode Production Capacity (lbs/hr),Steam Mode Production Capacity (lbs/hr),Convection Mode Cooking Period Water Consumption (gal/pan),Convection Mode Idle Period Water Consumption (gal/hr/pan),Steam Mode Cooking Period Water Consumption (gal/pan),Steam Mode Idle Period Water Consumption (gal/hr/pan),Rack Oven Baking-Energy Efficiency (%),Baking Production Capacity (lbs/hr),Set-Back Idle Mode,Steam Injection Period Water Consumption (gal/min),Date Available on Market,Date Certified,Markets,CB Model Identifier
2409298,Convotherm (A division of Welbilt),Convotherm,C4eT 6.20 EB-N,C4eT 6.20 EB-N,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,15.9,,,1.0,5.64,,2.0,8.26,1.42,,,,Boiler-less/Spritzer/Injector,14.0,,,14.0,1.85,,,,80.0,61.0,80.0,213.0,0.0,0.0,0.3,0.03,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eT 6.20 EB-N_022820232224572_8356524
2409296,Convotherm (A division of Welbilt),Convotherm,C4eT 6.20 ES,C4eT 6.20 ES,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,15.9,,,1.0,4.42,,1.0,2.17,1.36,,,,Boiler-less/Spritzer/Injector,14.0,,,14.0,1.41,,,,81.0,70.0,139.0,183.0,0.0,0.0,0.09,0.06,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eT 6.20 ES_09102015174318_6998291
2409297,Convotherm (A division of Welbilt),Convotherm,C4eT 6.20 ES-N,C4eT 6.20 ES-N,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,15.9,,,1.0,4.42,,1.0,2.17,1.36,,,,Boiler-less/Spritzer/Injector,14.0,,,14.0,1.41,,,,81.0,70.0,139.0,183.0,0.0,0.0,0.09,0.06,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eT 6.20 ES-N_022820232224658_2815441
2409309,Convotherm (A division of Welbilt),Convotherm,C4eT 6.20 GB,C4eT 6.20 GB,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Gas,,68200.0,5187.0,,4.69,9020.0,,12.67,,5438.0,0.4,6803.0,Boiler-less/Spritzer/Injector,14.0,,,14.0,,7439.0,0.38,8736.0,62.0,51.0,132.0,167.0,0.0,0.0,0.21,0.05,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eT 6.20 GB_05012015152137_3697204
2409302,Convotherm (A division of Welbilt),Convotherm,C4eT 6.20 GB-N,C4eT 6.20 GB-N,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Gas,,68200.0,5187.0,,4.69,9020.0,,12.67,,5438.0,0.4,6803.0,Boiler-less/Spritzer/Injector,14.0,,,14.0,,7439.0,0.38,8736.0,62.0,51.0,132.0,167.0,0.0,0.0,0.21,0.05,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eT 6.20 GB-N_022820232224667_2539639
2409293,Convotherm (A division of Welbilt),Convotherm,C4eT 6.20 GS,C4eT 6.20 GS,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Gas,,68200.0,4977.0,,4.64,2317.0,,2.33,,5101.0,0.42,6534.0,Boiler-less/Spritzer/Injector,14.0,,,14.0,,5003.0,0.39,6334.0,62.0,58.0,141.0,204.0,0.0,0.0,0.1,0.06,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eT 6.20 GS_11242015224059_4859981
2409292,Convotherm (A division of Welbilt),Convotherm,C4eT 6.20 GS-N,C4eT 6.20 GS-N,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Gas,,68200.0,4977.0,,4.64,2317.0,,2.33,,5101.0,0.42,6534.0,Boiler-less/Spritzer/Injector,14.0,,,14.0,,5003.0,0.39,6334.0,62.0,58.0,141.0,204.0,0.0,0.0,0.1,0.06,,,,,2023-02-28,2023-02-28,"United States, Canada",ES_1123347_C4eT 6.20 GS-N_022820232224510_9590569
4439623,Convotherm (A division of Welbilt),Convotherm,Cmn 10.10 pro,Cmn 10.10 pro,,,Combination,Type II - Floor and roll-in units,Full-size,Electric,8.3,,,1.0,4.92,,0.0,2.08,0.72,,,,Boiler-less/Spritzer/Injector,8.0,,,,0.89,,,,80.0,70.0,,,,0.0,,0.13,,,,,2025-06-06,2025-07-01,"United States, Canada",ES_1123347_Cmn 10.10 pro_061020250910421_5141589
3436247,HOUNÖ A/S,Houno,Invoq Combi 10 1/1 GN (PT),Combi 10 1/1,,,Combination,"Type I - Table, countertop, and stand mounted units",,Electric,19.3,,,1.0,4.13,,1.0,3.11,1.01,,,,Boiler-less/Spritzer/Injector,10.0,,,10.0,0.73,,,,78.0,62.0,83.96,96.78,0.01,0.01,0.16,0.16,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Hybrid 10 1/1_04122024162410_80198196
3436279,HOUNÖ A/S,Houno,Invoq Combi 10 2/1 GN,Combi 10 2/1,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,31.3,,,2.0,3.09,,1.0,1.45,1.2,,,,Boiler-less/Spritzer/Injector,20.0,,,20.0,0.61,,,,81.0,73.0,161.3,134.1,0.0,0.01,0.07,0.01,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Hybrid 10 2/1_04122024162997_80198196
3436295,HOUNÖ A/S,Houno,Invoq Combi 20 1/1 GN,Combi 20 1/1,,,Combination,Type II - Floor and roll-in units,Half-size,Electric,38.2,,,3.0,4.33,,1.0,2.12,1.74,,,,Boiler-less/Spritzer/Injector,20.0,,,20.0,0.93,,,,78.0,70.0,173.34,176.72,1.34,0.01,0.09,0.02,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Hybrid 20 1/1_04122024162194_80198196
3436311,HOUNÖ A/S,Houno,Invoq Combi 20 2/1 GN,Combi 20 2/1,,,Combination,Type II - Floor and roll-in units,Full-size,Electric,62.2,,,3.0,2.59,,2.0,1.57,2.0,,,,Boiler-less/Spritzer/Injector,40.0,,,40.0,0.99,,,,81.0,78.0,329.63,307.93,0.0,0.0,0.05,0.01,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Hybrid 20 2/1_04122024161111_80198196
3436231,HOUNÖ A/S,Houno,Invoq Combi 6 1/1 GN (PT),Combi 6 1/1,,,Combination,"Type I - Table, countertop, and stand mounted units",,Electric,10.3,,,1.0,6.57,,1.0,9.42,0.8,,,,Boiler-less/Spritzer/Injector,7.0,,,7.0,0.62,,,,78.0,58.0,59.56,71.43,0.02,0.02,0.22,0.22,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Hybrid 6 1/1_04122024162450_80198196
3436263,HOUNÖ A/S,Houno,Invoq Combi 6 2/1 GN,Combi 6 2/1,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,22.3,,,2.0,4.25,,1.0,2.43,1.1,,,,Boiler-less/Spritzer/Injector,14.0,,,14.0,0.64,,,,80.0,75.0,112.6,168.2,0.09,0.02,0.07,0.01,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Hybrid 6 2/1_04122024162754_80198196
3436248,HOUNÖ A/S,Houno,Invoq Hybrid 10 1/1 GN (PT),Hybrid 10 1/1,,,Combination,"Type I - Table, countertop, and stand mounted units",,Electric,19.3,,,1.0,4.13,,1.0,7.4,1.01,,,,Boiler/Steam Generator,10.0,,,10.0,0.83,,,,78.0,59.0,83.96,114.11,0.01,0.01,0.11,0.11,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Combi 6 2/1_04122024162420_80198196
3436280,HOUNÖ A/S,Houno,Invoq Hybrid 10 2/1 GN,Hybrid 10 2/1,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,31.3,,,2.0,3.09,,2.0,7.06,1.2,,,,Boiler/Steam Generator,20.0,,,20.0,0.69,,,,81.0,72.0,161.3,155.5,0.0,0.01,0.08,0.01,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Combi 20 1/1_04122024162998_80198196
3436296,HOUNÖ A/S,Houno,Invoq Hybrid 20 1/1 GN,Hybrid 20 1/1,,,Combination,Type II - Floor and roll-in units,Half-size,Electric,38.2,,,3.0,4.33,,3.0,11.41,1.74,,,,Boiler/Steam Generator,20.0,,,20.0,1.05,,,,78.0,67.0,173.34,225.95,1.34,0.01,0.08,0.02,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Combi 20 2/1_04122024162193_80198196
3436312,HOUNÖ A/S,Houno,Invoq Hybrid 20 2/1 GN,Hybrid 20 2/1,,,Combination,Type II - Floor and roll-in units,Full-size,Electric,62.2,,,3.0,2.59,,3.0,11.4,2.0,,,,Boiler/Steam Generator,40.0,,,40.0,1.08,,,,81.0,77.0,329.63,389.34,0.0,0.0,0.06,0.01,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Combi 6 1/1_04122024162222_80198196
3436232,HOUNÖ A/S,Houno,Invoq Hybrid 6 1/1 GN (PT),Hybrid 6 1/1,,,Combination,"Type I - Table, countertop, and stand mounted units",,Electric,10.3,,,1.0,6.57,,1.0,9.42,0.8,,,,Boiler/Steam Generator,7.0,,,7.0,0.62,,,,78.0,64.0,59.56,76.11,0.02,0.02,0.11,0.11,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Combi 10 1/1_04122024162451_80198196
3436264,HOUNÖ A/S,Houno,Invoq Hybrid 6 2/1 GN,Hybrid 6 2/1,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,22.3,,,2.0,4.25,,1.0,3.09,1.1,,,,Boiler/Steam Generator,14.0,,,14.0,0.67,,,,80.0,71.0,112.6,166.3,0.09,0.02,0.09,0.01,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Combi 10 2/1_04122024162457_80198196
3436257,HOUNÖ A/S,Leventi,Invoq Combi 10 1/1 GN (PT),Combi 10 1/1,,,Combination,"Type I - Table, countertop, and stand mounted units",,Electric,19.3,,,1.0,4.13,,1.0,3.11,1.01,,,,Boiler-less/Spritzer/Injector,10.0,,,10.0,0.73,,,,78.0,62.0,83.96,96.78,0.01,0.01,0.16,0.16,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Hybrid 10 1/1_04122024162411_80198196
3436287,HOUNÖ A/S,Leventi,Invoq Combi 10 2/1 GN,Combi 10 2/1,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,31.3,,,2.0,3.09,,1.0,1.45,1.2,,,,Boiler-less/Spritzer/Injector,20.0,,,20.0,0.61,,,,81.0,73.0,161.3,134.1,0.0,0.01,0.07,0.01,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Hybrid 10 2/1_04122024162991_80198196
3436305,HOUNÖ A/S,Leventi,Invoq Combi 20 1/1 GN,Combi 20 1/1,,,Combination,Type II - Floor and roll-in units,Half-size,Electric,38.2,,,3.0,4.33,,1.0,2.12,1.74,,,,Boiler-less/Spritzer/Injector,20.0,,,20.0,0.93,,,,78.0,70.0,173.34,176.72,1.34,0.01,0.09,0.02,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Hybrid 20 1/1_04122024162184_80198196
3436321,HOUNÖ A/S,Leventi,Invoq Combi 20 2/1 GN,Combi 20 2/1,,,Combination,Type II - Floor and roll-in units,Full-size,Electric,62.2,,,3.0,2.59,,2.0,1.57,2.0,,,,Boiler-less/Spritzer/Injector,40.0,,,40.0,0.99,,,,81.0,78.0,329.63,307.93,0.0,0.0,0.05,0.01,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Hybrid 20 2/1_04122024165498_80198196
3436241,HOUNÖ A/S,Leventi,Invoq Combi 6 1/1 GN (PT),Combi 6 1/1,,,Combination,"Type I - Table, countertop, and stand mounted units",,Electric,10.3,,,1.0,6.57,,1.0,9.42,0.8,,,,Boiler-less/Spritzer/Injector,7.0,,,7.0,0.62,,,,78.0,58.0,59.56,71.43,0.02,0.02,0.22,0.22,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Hybrid 6 1/1_041220241624510_80198196
3436273,HOUNÖ A/S,Leventi,Invoq Combi 6 2/1 GN,Combi 6 2/1,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,22.3,,,2.0,4.25,,1.0,2.43,1.1,,,,Boiler-less/Spritzer/Injector,14.0,,,14.0,0.64,,,,80.0,75.0,112.6,168.2,0.09,0.02,0.07,0.01,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Hybrid 6 2/1_04122024162764_80198196
3436258,HOUNÖ A/S,Leventi,Invoq Hybrid 10 1/1 GN (PT),Hybrid 10 1/1,,,Combination,"Type I - Table, countertop, and stand mounted units",,Electric,19.3,,,1.0,4.13,,1.0,7.4,1.01,,,,Boiler/Steam Generator,10.0,,,10.0,0.83,,,,78.0,59.0,83.96,114.11,0.01,0.01,0.11,0.11,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Combi 6 2/1_04122024162433_80198196
3436288,HOUNÖ A/S,Leventi,Invoq Hybrid 10 2/1 GN,Hybrid 10 2/1,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,31.3,,,2.0,3.09,,2.0,7.06,1.2,,,,Boiler/Steam Generator,20.0,,,20.0,0.69,,,,81.0,72.0,161.3,155.5,0.0,0.01,0.08,0.01,,,,,2023-12-01,2024-04-05,"United States, Canada",ES_1148949_Combi 20 1/1_04122024162691_80198196
4015840,LAINOX ALI Group S.r.l,Lainox,NAE062BS,NAE062BS,",SAE062BS,",,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,22.2,,0.0,,5.67,0.0,,5.83,1.09,0.0,0.0,0.0,Boiler/Steam Generator,12.0,,,12.0,1.43,0.0,0.0,0.0,81.0,67.0,116.76,226.09,0.15,0.0,0.25,0.06,0.0,0.0,0.0,0.0,2025-03-28,2025-04-16,"United States, Canada","ES_1138848_NAE062BS, SAE062BS_04072025111932_2187311"
4015839,LAINOX ALI Group S.r.l,Lainox,NAE062BV,NAE062BV,",SAE062BV,",,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,22.2,,0.0,,5.67,0.0,,1.83,1.09,0.0,0.0,0.0,Boiler-less/Spritzer/Injector,12.0,,,12.0,1.4,0.0,0.0,0.0,81.0,69.0,116.76,139.47,0.15,0.0,0.18,0.11,0.0,0.0,0.0,0.0,2025-03-28,2025-04-16,"United States, Canada",ES_1138848_NAE062BV_04162025113942_1837884
3798590,LAINOX ALI Group S.r.l,Lainox,NAE101BS,NAE101BS,",SAE101BS,",,Combination,"Type I - Table, countertop, and stand mounted units",Half-size,Electric,18.7,,0.0,,3.83,0.0,,7.0,1.1,0.0,0.0,0.0,Boiler/Steam Generator,10.0,,10.0,,1.9,0.0,0.0,0.0,79.0,58.0,87.36,212.68,0.01,0.0,0.28,0.09,0.0,0.0,0.0,0.0,2024-05-10,2024-11-12,"United States, Canada","ES_1138848_NAE101BS, SAE101BS._10162024115246_7944909"
3891798,LAINOX ALI Group S.r.l,Lainox,NAE101BV,NAE101BV,",SAE101BV,",,Combination,"Type I - Table, countertop, and stand mounted units",Half-size,Electric,18.7,,0.0,,3.83,0.0,,2.33,1.1,0.0,0.0,0.0,Boiler-less/Spritzer/Injector,10.0,,10.0,,1.62,0.0,0.0,0.0,79.0,60.0,87.36,112.06,0.01,0.0,0.28,0.07,0.0,0.0,0.0,0.0,2024-05-10,2024-12-20,"United States, Canada",ES_1138848_NAE101BV_11262024183305_2710077
4015838,LAINOX ALI Group S.r.l,Lainox,NAE102BS,NAE102BS,",SAE102BS,",,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,36.7,,0.0,,2.83,0.0,,4.33,1.08,0.0,0.0,0.0,Boiler/Steam Generator,20.0,,,20.0,1.51,0.0,0.0,0.0,82.0,66.0,177.77,329.8,0.21,0.0,0.38,0.04,0.0,0.0,0.0,0.0,2025-03-28,2025-04-16,"United States, Canada",ES_1138848_NAE102BS_04162025114527_2161218
4015987,LAINOX ALI Group S.r.l,Lainox,NAE102BV,NAE102BV,",SAE102BV,",,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,36.7,,0.0,,2.83,0.0,,1.83,1.08,0.0,0.0,0.0,Boiler-less/Spritzer/Injector,20.0,,,20.0,1.46,0.0,0.0,0.0,81.0,78.0,177.77,270.94,0.21,0.0,0.21,0.2,0.0,0.0,0.0,0.0,2025-03-28,2025-04-21,"United States, Canada","ES_1138848_NAE102BV, SAE102BV_04162025115053_5314905"
4481068,LAINOX ALI Group S.r.l,Lainox,NAE201BS,NAE201BS,",SAE201BS,",,Combination,Type II - Floor and roll-in units,Half-size,Electric,37.2,,0.0,2.0,4.0,0.0,3.0,5.83,1.97,0.0,0.0,0.0,Boiler/Steam Generator,20.0,,20.0,,2.6,0.0,0.0,0.0,78.0,68.0,189.2,372.57,0.11,0.0,0.15,0.03,0.0,0.0,0.0,0.0,2025-06-27,2025-08-04,"United States, Canada",ES_1138848_NAE201BS_07242025171049_262262
4012674,LAINOX ALI Group S.r.l,Lainox,NAG061BS,NAG061BS,",SAG061BS,",,Combination,"Type I - Table, countertop, and stand mounted units",Half-size,Gas,,51200.0,4416.0,,6.0,10380.0,,21.0,,4129.0,0.09,4449.0,Boiler/Steam Generator,6.0,,6.0,,,5007.0,0.42,6435.0,58.0,46.0,55.09,103.13,0.0,0.0,0.19,0.17,,,0.0,,2024-08-16,2025-04-10,"United States, Canada",ES_1138848_NAG061BS_01282025134650_3581354
4481292,LAINOX ALI Group S.r.l,Lainox,NAG061BV,NAG061BV,",SAG061BV,",,Combination,"Type I - Table, countertop, and stand mounted units",Half-size,Gas,,44400.0,4416.0,,6.0,3984.0,,5.17,,4129.0,0.09,4449.0,Boiler-less/Spritzer/Injector,6.0,,6.0,,,5961.0,0.43,7434.0,58.0,46.0,55.09,85.07,0.0,0.0,0.36,0.94,,,0.0,,2025-07-02,2025-08-13,"United States, Canada",ES_1138848_NAG061BV_08042025173221_341455
4481069,LAINOX ALI Group S.r.l,Lainox,NAG062BS,NAG062BS,",SAG062BS,",,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Gas,,102400.0,5926.0,,4.67,8398.0,,8.67,,4534.0,0.07,4776.0,Boiler/Steam Generator,12.0,,,12.0,,5146.0,0.43,6618.0,61.0,48.0,96.18,187.69,0.05,0.0,0.21,0.05,,,0.0,,2025-04-24,2025-08-04,"United States, Canada",ES_1138848_NAG062BS_07242025161418_6217004
4481067,LAINOX ALI Group S.r.l,Lainox,NAG101BS,NAG101BS,",SAG101BS,",,Combination,"Type I - Table, countertop, and stand mounted units",Half-size,Gas,,85400.0,6526.0,,9.5,8476.0,,10.17,,4823.0,0.07,5067.0,Boiler/Steam Generator,10.0,,10.0,,,6201.0,0.36,7417.0,61.0,49.0,94.61,200.39,0.09,,0.22,0.06,,,0.0,,2025-06-06,2025-08-04,"United States, Canada",ES_1138848_NAG101BS_07242025173814_1078149
4498391,LAINOX ALI Group S.r.l,Lainox,NAG101BV,NAG101BV,",SAG101BV,",,Combination,"Type I - Table, countertop, and stand mounted units",Half-size,Gas,,75100.0,6526.0,,9.5,6320.0,,4.83,,4823.0,0.07,5067.0,Boiler-less/Spritzer/Injector,10.0,,10.0,,,6388.0,0.36,7604.0,61.0,54.0,94.61,140.83,0.09,0.0,0.1,0.39,,,0.0,,2025-05-27,2025-09-04,"United States, Canada",ES_1138848_NAG101BV_08052025134651_1607324
4015989,LAINOX ALI Group S.r.l,Lainox,NAG102BS,NAG102BS,",SAG102BS,",,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Gas,,170700.0,8321.0,,9.83,13169.0,,5.83,,6097.0,0.12,6498.0,Boiler/Steam Generator,20.0,,,20.0,,8874.0,0.39,10204.0,58.0,48.0,187.63,333.74,0.17,0.0,0.22,0.08,,,0.0,,2025-04-16,2025-04-21,"United States, Canada","ES_1138848_NAG102BS, SAG102BS_04162025115515_7555810"
2406441,LBC Bakery Equipment,Lbc Bakery,LRO-1G6,LRO-1G6,,,Rack,Type II - Floor and roll-in units,Full-size,Gas,,175000.0,,,20.0,,,,,,,14413.0,Boiler-less/Spritzer/Injector,,,,,,,,,,,,,,,,,61.0,152.76,,1.56,2022-12-01,2023-01-03,"United States, Canada",LRO-1G6
2406442,LBC Bakery Equipment,Lbc Bakery,LRO-2G6,LRO-2G6,,,Rack,Type II - Floor and roll-in units,Full-size,Gas,,290000.0,,,20.0,,,,,,,17369.0,Boiler-less/Spritzer/Injector,,,,,,,,,,,,,,,,,71.0,304.7,,3.42,2022-12-01,2023-01-03,"United States, Canada",LRO-2G6
2470756,MKN Maschinenfabrik Kurt Neubauer,Henny Penny,FPE115,115,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,15.7,,,2.0,60.0,,1.0,60.0,1.06,,,,Boiler-less/Spritzer/Injector,10.0,,10.0,,1.64,,,,80.0,56.0,99.5,137.63,0.0,0.0,0.24,0.24,,,,,2014-01-01,2023-04-21,"United States, Canada",ES_1138805_115_04242023141119_80159997
2470751,MKN Maschinenfabrik Kurt Neubauer,Henny Penny,FPE121,121,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,27.3,,,2.0,60.0,,3.0,60.0,1.11,,,,Boiler-less/Spritzer/Injector,20.0,,20.0,10.0,2.13,,,,90.0,68.0,197.71,252.67,0.0,0.0,0.19,0.22,,,,,2014-01-01,2023-04-21,"United States, Canada",ES_1138805_121_04242023141118_80159997
2470754,MKN Maschinenfabrik Kurt Neubauer,Henny Penny,FPE215,215,,,Combination,Type II - Floor and roll-in units,Full-size,Electric,31.6,,,4.0,60.0,,5.0,60.0,1.5,,,,Boiler-less/Spritzer/Injector,20.0,,20.0,,3.14,,,,90.0,60.0,173.56,391.62,0.0,0.0,0.22,0.36,,,,,2014-01-01,2023-04-21,"United States, Canada",ES_1138805_215_04242023141119_80159997
2470758,MKN Maschinenfabrik Kurt Neubauer,Henny Penny,FSE610,610,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,7.4,,,1.0,60.0,,1.0,60.0,0.63,,,,Boiler-less/Spritzer/Injector,6.0,,6.0,,1.09,,,,80.0,62.0,55.99,95.87,0.0,0.0,0.26,0.32,,,,,2014-01-01,2023-04-21,"United States, Canada",ES_1138805_610_04242023141119_80159997
2636219,MKN Maschinenfabrik Kurt Neubauer,Henny Penny,FSEN610,610,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,7.4,,,1.0,60.0,,1.0,60.0,0.63,,,,Boiler-less/Spritzer/Injector,6.0,,6.0,,1.09,,,,80.0,62.0,55.99,95.87,0.0,0.0,0.26,0.32,,,,,2014-01-01,2023-04-21,"United States, Canada",ES_1138805_610_08212023113332_80174816
2470750,MKN Maschinenfabrik Kurt Neubauer,Henny Penny,FPE621,621,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,17.4,,,1.0,4.38,,1.0,6.22,0.92,,,,Boiler-less/Spritzer/Injector,12.0,,12.0,6.0,2.02,,,,90.0,59.0,107.1,172.12,0.0,0.0,0.25,0.36,,,,,2014-01-01,2023-04-21,"United States, Canada",ES_1138805_621_04242023141119_80159997
2470755,MKN Maschinenfabrik Kurt Neubauer,Mkn Maschinenfabrik Kurt Neubauer Gmbh & Co.Kg,FKECOD115T,115,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,15.7,,,2.0,60.0,,1.0,60.0,1.06,,,,Boiler-less/Spritzer/Injector,10.0,,10.0,,1.64,,,,80.0,56.0,99.5,137.63,0.0,0.0,0.24,0.24,,,,,2014-01-01,2023-04-21,"United States, Canada",ES_1138805_115_04242023141118_80159997
2470752,MKN Maschinenfabrik Kurt Neubauer,Mkn Maschinenfabrik Kurt Neubauer Gmbh & Co.Kg,FKECOD121T,121,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,27.3,,,2.0,60.0,,3.0,60.0,1.11,,,,Boiler-less/Spritzer/Injector,20.0,,20.0,10.0,2.13,,,,90.0,68.0,197.71,252.67,0.0,0.0,0.19,0.22,,,,,2014-01-01,2023-04-21,"United States, Canada",ES_1138805_121_04242023141119_80159997
2470753,MKN Maschinenfabrik Kurt Neubauer,Mkn Maschinenfabrik Kurt Neubauer Gmbh & Co.Kg,FKECOD215T,215,,,Combination,Type II - Floor and roll-in units,Full-size,Electric,31.6,,,4.0,60.0,,5.0,60.0,1.5,,,,Boiler-less/Spritzer/Injector,20.0,,20.0,,3.14,,,,90.0,60.0,173.56,319.62,0.0,0.0,0.22,0.36,,,,,2014-01-01,2023-04-21,"United States, Canada",ES_1138805_215_04242023141118_80159997
2470757,MKN Maschinenfabrik Kurt Neubauer,Mkn Maschinenfabrik Kurt Neubauer Gmbh & Co.Kg,SKECOD610T,610,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,7.4,,,1.0,60.0,,1.0,60.0,0.63,,,,Boiler-less/Spritzer/Injector,6.0,,6.0,,1.09,,,,80.0,62.0,55.99,95.87,0.0,0.0,0.26,0.32,,,,,2014-01-01,2023-04-21,"United States, Canada",ES_1138805_610_04242023141118_80159997
2470749,MKN Maschinenfabrik Kurt Neubauer,Mkn Maschinenfabrik Kurt Neubauer Gmbh & Co.Kg,FKECOD621T,621,,,Combination,"Type I - Table, countertop, and stand mounted units",Full-size,Electric,17.4,,,1.0,4.38,,1.0,6.22,0.92,,,,Boiler-less/Spritzer/Injector,12.0,,12.0,6.0,2.02,,,,90.0,59.0,107.1,172.12,0.0,0.0,0.25,0.36,,,,,2014-01-01,2023-04-21,"United States, Canada",ES_1138805_621_04242023141118_80159997
3891044,Moffat Limited,Moffat Limited,E22M3,E22M3,,,Convection,"Type I - Table, countertop, and stand mounted units",Half-size,Electric,2.7,,,0.0,7.35,,,,0.62,,,,Boiler-less/Spritzer/Injector,,,3.0,,,,,,71.0,,27.3,,,,,,,,,,2010-05-24,2024-08-23,"United States, Canada",ES_1086631_E22M3_12132024152912_1002713
3891776,Moffat Limited,Moffat Limited,E23D3,E23D3,,,Convection,"Type I - Table, countertop, and stand mounted units",Half-size,Electric,2.7,,,0.0,7.35,,,,0.62,,,,Boiler-less/Spritzer/Injector,,,3.0,,,,,,71.0,,27.3,,,,,,,,,,2010-05-24,2024-08-23,"United States, Canada",ES_1086631_E23D3_12132024152912_1002715
