ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Height (inches),Width (inches),Depth (inches),Weight (lbs),Cooling Capacity (Btu/hr),Voltage (volts),Type,Installation Mounting Type,Support Bracket,Heating Mode,Product Class,Variable Speed Compressor,Refrigerant Type,Refrigerant with GWP,Combined Energy Efficiency Ratio (CEER),Percent Less Energy Use than US Federal Standard,Annual Energy Use (kWh/yr),Connected Capable,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
3354608,Danby,DAC100B8IWDB-6,,067638030069,13.5,19.2,22.0,54.0,10000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,500.0,0,2023-12-28,2023-12-28,"United States, Canada",ES_0031682_DAC100B8IWDB-6_01022024123846_80193130,0
3354609,Danby,DAC120ECBIWDB,,067638031943,14.7,21.7,19.0,50.9,12000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2023-12-28,2023-12-28,"United States, Canada",ES_0031682_DAC120ECBIWDB_01022024123846_80193130,0
3477712,Danby,DAC140EBIBDB,,067638033176,14.7,21.7,19.0,56.0,14000,115,Window,Does Not Straddle Window or Windowsill,0,0,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,700.0,0,2024-05-08,2024-05-08,"United States, Canada",ES_0031682_DAC140EBIBDB_05082024100453_80204879,0
3417923,Della,048-TL-W10KI,,192928042535,13.4,20.7,19.3,57.8,10000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,500.0,0,2024-02-28,2024-03-04,"United States, Canada",ES_1141693_048-TL-W10KI_02292024172105_3444940,0
3463021,Della,048-TL-W10KI,,192928042535,13.4,20.7,19.3,57.8,10000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,500.0,0,2024-02-28,2024-04-29,"United States, Canada",ES_1141693_048-TL-W10KI_04282024093553_436365,0
3417922,Della,048-TL-W12KI,,192928042542,13.4,20.7,19.3,58.6,12000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2024-02-28,2024-03-04,"United States, Canada",ES_1141693_048-TL-W12KI_02292024172626_4044153,0
3463022,Della,048-TL-W12KI,,192928042542,13.4,20.7,19.3,58.6,12000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2024-02-28,2024-04-29,"United States, Canada",ES_1141693_048-TL-W12KI_04282024094116_3658105,0
3943309,Hisense,AHLW1225TW1W,",AWUS1225TW,",810088369933;850072177014,14.6,20.3,20.7,55.1,12000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2024-12-11,2024-12-05,United States,ES_1115137_AHLW1225TW1W_12192024133734_6841546,0
3425482,Hisense,AHW0823TW1W,",AW0823TW1W,; ,WCT08W25A,",810088361722;810088366352;810088367922,13.2,18.5,18.9,44.5,8000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,400.0,0,2024-03-27,2024-04-02,United States,ES_1115137_AHW0823TW1W_03292024101816_7505761,0
3543865,Hisense,AW1023TW1W,,810088361739,13.2,18.5,18.9,46.3,10000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,500.0,0,2024-06-19,2024-06-21,United States,ES_1115137_AW1023TW1W_06192024192544_5925409,0
3543867,Hisense,AW1422TW1W,,819130029542,14.6,18.9,21.5,58.9,14000,115,Window,Does Not Straddle Window or Windowsill,0,0,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,700.0,0,2024-06-19,2024-06-21,United States,ES_1115137_AW1422TW1W_06192024194426_3280450,0
3543868,Hisense,AW1823TW3W,,810088361746,17.9,23.6,25.3,84.9,18000,230,Window,Does Not Straddle Window or Windowsill,1,0,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,900.0,0,2024-06-19,2024-06-21,United States,ES_1115137_AW1823TW3W_06202024090946_9213678,0
3845046,Hisense,AWL1225TW1W,,810088367564,14.6,20.3,20.7,55.1,12000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2025-01-20,2024-12-05,"United States, Canada",ES_1115137_AWL1225TW1W_12042024104517_2930414,0
4498411,Hisense,AWUS1026TW,",HW1026CW,",850072177816;850076697471,14.6,20.3,20.7,55.1,10000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,500.0,0,2025-09-02,2025-09-05,United States,ES_1115137_AWUS1026TW_09042025105816_6255761,0
3798664,Hisense,HLAW0825TW,,810088367809,14.6,20.3,20.7,51.2,8000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,400.0,0,2024-11-05,2024-11-13,United States,ES_1115137_HLAW0825TW_11112024101758_9996759,0
