ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Height (inches),Width (inches),Depth (inches),Weight (lbs),Cooling Capacity (Btu/hr),Voltage (volts),Type,Installation Mounting Type,Support Bracket,Heating Mode,Product Class,Variable Speed Compressor,Refrigerant Type,Refrigerant with GWP,Combined Energy Efficiency Ratio (CEER),Percent Less Energy Use than US Federal Standard,Annual Energy Use (kWh/yr),Connected Capable,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
3845047,Hisense,LWCT12W25A,,810088367946,14.6,20.3,20.7,55.1,12000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2025-03-28,2024-12-05,United States,ES_1115137_LWCT12W25A_12042024104517_7130243,0
3845050,Hisense,WAWL1225TW1W,,810088368202,14.6,20.3,20.7,55.1,12000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2025-03-15,2024-12-05,United States,ES_1115137_WAWL1225TW1W_12042024104518_9005526,0
3706663,Hisense,WCT06W25A,,810088367915,11.8,15.9,13.8,35.3,6000,115,Window,Does Not Straddle Window or Windowsill,1,0,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),13.7,,329.0,0,2024-10-14,2024-10-21,United States,ES_1115137_WCT06W25A_10142024145654_9162866,0
4498965,Honeywell,HAC-8I,,811691029290,13.5,19.2,22.0,53.1,8000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,400.0,0,2025-09-12,2025-09-12,"United States, Canada",ES_1132323_HAC-8I_09152025123819_80268568,0
4481448,House Kobo,KOBOGJC08BU,,,13.0,21.0,18.0,60.6,8100,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.5,,392.0,0,2025-08-02,2025-08-02,"United States, Canada",ES_1150317_KOBOGJC08BU_08202025122250_80262526,0
4481449,House Kobo,KOBOGJC10BU,,,13.0,21.0,18.0,65.0,10000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),14.7,,510.0,0,2025-08-02,2025-08-02,"United States, Canada",ES_1150317_KOBOGJC10BU_08202025122250_80262526,0
4481450,House Kobo,KOBOGJC12BU,,,13.0,21.0,18.0,65.0,11500,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),14.7,,587.0,0,2025-08-02,2025-08-02,"United States, Canada",ES_1150317_KOBOGJC12BU_08202025122250_80262526,0
3550238,Hykolity,ACB-2601,,,13.5,19.2,22.0,53.1,8000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,400.0,0,2024-07-03,2024-07-03,"United States, Canada",ES_1150728_ACB-2601_07032024124429_80208344,0
3550239,Hykolity,ACB-2602,,,13.5,19.2,22.0,54.0,10000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,500.0,0,2024-07-03,2024-07-03,"United States, Canada",ES_1150728_ACB-2602_07032024124429_80208344,0
3550240,Hykolity,ACB-2603,,,13.5,19.2,22.0,56.9,12000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2024-07-03,2024-07-03,"United States, Canada",ES_1150728_ACB-2603_07032024124429_80208344,0
3174245,Insignia,NS-AC12WWH5-C,,600603303067,14.7,21.7,19.0,50.9,12000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2023-12-20,2023-12-22,Canada,ES_1059185_NS-AC12WWH5-C_122220231037728_3631320,0
3890974,Keplerx,KARC10RSVE1,,810112573275,13.5,18.6,19.6,46.1,10000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,500.0,0,2024-12-13,2024-12-13,"United States, Canada",ES_1055302_KARC10RSVE1_12132024113552,0
3417924,Della,048-TL-W8KI,,192928042528,13.4,20.7,19.3,56.2,8000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,400.0,0,2024-02-28,2024-03-04,"United States, Canada",ES_1141693_048-TL-W8KI_02292024165059_4724084,0
3463020,Della,048-TL-W8KI,,192928042528,13.4,20.7,19.3,56.2,8000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,400.0,0,2024-02-28,2024-04-29,"United States, Canada",ES_1141693_048-TL-W8KI_04282024093151_4905053,0
3361147,Friedrich,CCV08A10A,,724587442316,13.4,20.7,19.3,56.2,8000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,400.0,0,2023-11-27,2024-01-18,"United States, Canada",ES_31705_CCV08A10A_01172024135900_6351434,0
3361148,Friedrich,CCV10A10A,,724587442328,13.4,20.7,19.3,57.8,10000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,500.0,0,2023-11-27,2024-01-18,"United States, Canada",ES_31705_CCV10A10A_01172024140454_4386407,0
3361146,Friedrich,CCV12A10A,,724587442335,13.4,20.7,19.3,58.6,12000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2023-11-27,2024-01-18,"United States, Canada",ES_31705_CCV12A10A_01172024140929_4342157,0
3478067,Friedrich,CCV15A10A,,,15.3,26.0,27.5,102.0,15000,115,Window,Straddles Window,1,0,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),14.4,,781.0,0,2024-05-16,2024-03-11,"United States, Canada",ES_0031705_CCV15A10A_05162024104007_80172671,0
3478068,Friedrich,CCV18A30A,,,15.3,26.0,27.5,116.0,18000,230,Window,Straddles Window,1,0,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),14.4,,938.0,0,2024-05-16,2024-03-11,"United States, Canada",ES_0031705_CCV18A30A_05162024104007_80172671,0
3999710,Friedrich,KCVM14B10A,,724587447712,17.9,25.9,29.0,120.0,13900,115,Window,Does Not Straddle Window or Windowsill,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),14.7,,709.0,0,2025-03-12,2025-03-13,"United States, Canada",ES_31705_KCVM14B10A_03132025054388_9329787,0
3999709,Friedrich,KCVM18B30A,,724587447729,17.9,25.9,29.0,130.0,19100,230,Window,Does Not Straddle Window or Windowsill,1,0,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),14.4,,995.0,0,2025-03-12,2025-03-13,"United States, Canada",ES_31705_KCVM18B30A_031320250543968_8633713,0
3999712,Friedrich,KCVS08B10A,,724587447637,15.9,25.9,29.0,100.0,8700,115,Window,Does Not Straddle Window or Windowsill,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),16.0,,408.0,0,2025-03-12,2025-03-13,"United States, Canada",ES_31705_KCVS08B10A_031320250541456_4475778,1
3999713,Friedrich,KCVS12B10A,,724587447644,15.9,25.9,29.0,110.0,12500,115,Window,Does Not Straddle Window or Windowsill,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,625.0,0,2025-03-12,2025-03-13,"United States, Canada",ES_31705_KCVS12B10A_031320250545845_8606740,0
3999714,Friedrich,KCVS12B30A,,724587447651,15.9,25.9,29.0,110.0,12700,230,Window,Does Not Straddle Window or Windowsill,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,635.0,0,2025-03-12,2025-03-13,"United States, Canada",ES_31705_KCVS12B30A_031320250540435_2384658,0
3999715,Friedrich,KCVS16B30A,,724587447668,15.9,25.9,29.0,110.0,16200,230,Window,Does Not Straddle Window or Windowsill,1,0,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),14.4,,844.0,0,2025-03-12,2025-03-13,"United States, Canada",ES_31705_KCVS16B30A_031320250542123_9735626,0
3999719,Friedrich,KHVS10B11A,,724587447675,15.9,25.9,29.0,105.0,10200,115,Window,Does Not Straddle Window or Windowsill,1,1,"11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),14.0,,546.0,0,2025-03-12,2025-03-13,"United States, Canada",ES_31705_KHVS10B11A_031320250546412_3984241,0
3999720,Friedrich,KHVS12B33A,,724587447682,15.9,25.9,29.0,115.0,12600,230,Window,Does Not Straddle Window or Windowsill,1,1,"11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),14.4,,656.0,0,2025-03-12,2025-03-13,"United States, Canada",ES_31705_KHVS12B33A_031320250541152_3468611,1
3999721,Friedrich,WCVT10B10A,,724587447767,15.2,26.5,21.0,90.0,11000,115,Through the Wall,Does Not Straddle Window or Windowsill,1,0,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),13.0,,635.0,0,2025-03-12,2025-03-13,"United States, Canada",ES_31705_WCVT10B10A_031320250542337_4699188,0
3999722,Friedrich,WCVT10B30A,,724587447774,15.2,26.5,21.0,90.0,11100,230,Through the Wall,Does Not Straddle Window or Windowsill,1,0,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),13.0,,640.0,0,2025-03-12,2025-03-13,"United States, Canada",ES_31705_WCVT10B30A_031320250543197_7616971,0
3999723,Friedrich,WCVT12B10A,,724587447781,15.2,26.5,21.0,110.0,13500,115,Through the Wall,Does Not Straddle Window or Windowsill,1,0,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),13.2,,767.0,0,2025-03-12,2025-03-13,"United States, Canada",ES_31705_WCVT12B10A_031320250544463_8534504,0
3999724,Friedrich,WCVT12B30A,,724587447798,15.2,26.5,21.0,110.0,13600,230,Through the Wall,Does Not Straddle Window or Windowsill,1,0,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),13.9,,734.0,0,2025-03-12,2025-03-13,"United States, Canada",ES_31705_WCVT12B30A_031320250544859_2821088,1
3999726,Friedrich,WHVT14B33A,,724587447811,15.2,26.5,21.0,115.0,15200,230,Through the Wall,Does Not Straddle Window or Windowsill,1,1,"14. With reverse cycle, without louvered sides, and 14,000 Btu/h or more",1,R-32,R-32 (GWP:675 | Lower GWP),12.0,,950.0,0,2025-03-12,2025-03-13,"United States, Canada",ES_31705_WHVT14B33A_031320250545257_9089869,0
2838994,Frigidaire,FHWW085WE1,,012505285387,13.5,18.6,19.6,44.1,8000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,400.0,0,2023-12-06,2023-12-06,"United States, Canada",ES_1021080_FHWW085WE1_12072023101732_80189695,0
2838991,Frigidaire,FHWW105WE1,,012505285394,13.5,18.6,19.6,46.1,10000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,500.0,0,2023-12-06,2023-12-06,"United States, Canada",ES_1021080_FHWW105WE1_12072023101732_80189695,0
2838992,Frigidaire,FHWW125WE1,,012505285400,14.6,19.1,21.8,50.7,12000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2023-12-06,2023-12-06,"United States, Canada",ES_1021080_FHWW125WE1_12072023101732_80189695,0
2838993,Frigidaire,FHWW145WE1,,012505285417,14.6,19.1,21.8,56.3,14000,115,Window,Does Not Straddle Window or Windowsill,0,0,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,700.0,0,2023-12-06,2023-12-06,"United States, Canada",ES_1021080_FHWW145WE1_12072023101732_80189695,0
2838995,Frigidaire,FHWW185WE2,",,Dual voltage 230/208",012505285424,17.9,23.6,25.4,95.9,18000,230,Window,Does Not Straddle Window or Windowsill,0,0,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,900.0,0,2023-12-06,2023-12-06,"United States, Canada",ES_1021080_FHWW185WE2_12072023101732_80189695,0
2650036,Frigidaire Gallery,GHWQ083WC1,,12505284120,13.5,19.2,22.0,53.1,8000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,400.0,0,2023-09-07,2023-09-07,"United States, Canada",ES_1021080_GHWQ083WC1_09072023120847_80181101,0
2650035,Frigidaire Gallery,GHWQ085WD1,,12505284809,13.5,19.2,22.0,53.1,8000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,400.0,0,2023-09-07,2023-09-07,"United States, Canada",ES_1021080_GHWQ085WD1_09072023120847_80181101,0
2650038,Frigidaire Gallery,GHWQ103WC1,,12505284137,13.5,19.2,22.0,54.0,10000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,500.0,0,2023-09-07,2023-09-07,"United States, Canada",ES_1021080_GHWQ103WC1_09072023120847_80181101,0
2650037,Frigidaire Gallery,GHWQ105WD1,,12505284816,13.5,19.2,22.0,54.0,10000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,500.0,0,2023-09-07,2023-09-07,"United States, Canada",ES_1021080_GHWQ105WD1_09072023120847_80181101,0
2650040,Frigidaire Gallery,GHWQ123WC1,,12505284144,13.5,19.2,22.0,56.9,12000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2023-09-07,2023-09-07,"United States, Canada",ES_1021080_GHWQ123WC1_09072023120847_80181101,0
2650039,Frigidaire Gallery,GHWQ125WD1,,12505284823,13.5,19.2,22.0,56.9,12000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2023-09-07,2023-09-07,"United States, Canada",ES_1021080_GHWQ125WD1_09072023120847_80181101,0
3705421,Frigidaire Gallery,GHWW085TE1,,012505285745,13.5,19.2,22.0,53.1,8000,115,Window,Does Not Straddle Window or Windowsill,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,400.0,0,2024-10-12,2024-10-12,"United States, Canada",ES_1021080_GHWW085TE1_10162024090932_80227110,0
3705422,Frigidaire Gallery,GHWW105TE1,,012505285752,13.5,19.2,22.0,54.0,10000,115,Window,Does Not Straddle Window or Windowsill,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,500.0,0,2024-10-12,2024-10-12,"United States, Canada",ES_1021080_GHWW105TE1_10162024090932_80227110,0
3705423,Frigidaire Gallery,GHWW125TE1,,012505285769,13.5,19.2,22.0,56.9,12000,115,Window,Does Not Straddle Window or Windowsill,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2024-10-12,2024-10-12,"United States, Canada",ES_1021080_GHWW125TE1_10162024090932_80227110,0
3942787,Ge Appliances,AWGP08W**#,,084691960089;084691964230,13.3,19.0,18.2,45.2,8000,115,Window,Does Not Straddle Window or Windowsill,0,1,"11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),13.2,,455.0,0,2025-02-01,2025-01-16,United States,ES_1123206_AWGP08W**#_01092025095920_36889,0
3942788,Ge Appliances,AWGP12W**#,,084691960096;084691964247,15.0,19.0,20.5,47.6,11000,115,Window,Does Not Straddle Window or Windowsill,0,1,"11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),13.2,,625.0,0,2025-02-01,2025-01-16,United States,ES_1123206_AWGP12W**#_01092025102229_4102441,0
2684127,Ge Profile,AHTR10ACH2,,084691862659,14.0,10.6,19.9,65.0,10100,115,Window,Does Not Straddle Window or Windowsill,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.7,,483.0,0,2021-12-09,2023-10-26,United States,ES_1123206_AHTR10ACH2_10232023153049_9869958,0
2684128,Ge Profile,AHTR12ACH2,,084691862666,14.0,10.6,19.9,68.0,12200,115,Window,Does Not Straddle Window or Windowsill,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.4,,594.0,0,2021-12-09,2023-10-26,United States,ES_1123206_AHTR12ACH2_10232023153609_5797387,0
2684129,Ge Profile,AHTR14AC*#,",AHTR14BA*#,",084691862673,14.0,10.6,19.9,103.0,13500,115,Window,Does Not Straddle Window or Windowsill,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),14.7,,689.0,0,2022-03-01,2023-10-26,United States,ES_1123206_AHTR14AC*#_10232023154549_8885309,0
2684130,Ge Profile,PHNT10CCH1,,08469191797,12.8,19.7,28.0,80.0,10300,115,Window,Straddles Windowsill,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),14.7,,526.0,0,2023-01-06,2023-10-26,United States,ES_1123206_PHNT10CCH1_10232023163058_8050805,0
2684132,Ge Profile,PHNT12CCH1,,08469191798,12.8,19.7,28.0,80.0,12200,115,Window,Straddles Windowsill,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),14.7,,622.0,0,2023-01-06,2023-10-26,United States,ES_1123206_PHNT12CCH1_10232023162410_537073,0
2765428,Ge Profile,PWDV08W**#,,084691943297,13.6,18.5,19.0,43.2,8000,115,Window,Does Not Straddle Window or Windowsill,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,400.0,0,2024-02-15,2023-11-20,United States,ES_1123206_PWDV08W**#_11202023141819_9556390,0
2765429,Ge Profile,PWDV10W**#,,084691943303,13.6,18.5,19.0,45.1,10000,115,Window,Does Not Straddle Window or Windowsill,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,500.0,0,2024-02-15,2023-11-20,United States,ES_1123206_PWDV10W**#_11202023142852_6974603,0
2765430,Ge Profile,PWDV12W**#,,084691943310,14.7,19.0,21.7,49.9,12000,115,Window,Does Not Straddle Window or Windowsill,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2024-02-15,2023-11-20,United States,ES_1123206_PWDV12W**#_11202023143404_8143121,0
2765431,Ge Profile,PWDV14W**#,,084691943327,14.7,19.0,21.7,55.3,14000,115,Window,Does Not Straddle Window or Windowsill,1,0,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,700.0,0,2024-02-15,2023-11-20,United States,ES_1123206_PWDV14W**#_11202023143906_5548059,0
3627050,Gradient,CCHP11,,,24.0,25.3,37.3,140.0,9300,120,Window,Straddles Window,1,1,"11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),16.8,,415.0,0,2024-09-12,2024-09-05,United States,ES_1147758_CCHP11_08302024094517_5650293,1
3845186,Gree,GJC08BU-A6DRNJ2A,,,13.0,21.0,18.0,60.6,8100,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.5,,392.0,0,2024-11-28,2024-11-25,"United States, Canada",ES_1105164_GJC08BU-A6DRNJ2A_12092024163219_80232913,0
3845187,Gree,GJC10BU-A6DRNJ2A,,,13.0,21.0,18.0,65.0,10000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),14.7,,510.0,0,2024-11-28,2024-11-25,"United States, Canada",ES_1105164_GJC10BU-A6DRNJ2A_12092024163219_80232913,0
3845188,Gree,GJC12BU-A6DRNJ2A,,,13.0,21.0,18.0,65.0,11500,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),14.7,,587.0,0,2024-11-28,2024-11-25,"United States, Canada",ES_1105164_GJC12BU-A6DRNJ2A_12092024163219_80232913,0
2673863,Gree,GJH09BW-A6DRNL1A,,,15.3,26.0,27.5,116.0,9300,115,Window,Straddles Window,1,1,"11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),14.4,,484.0,0,2023-09-18,2025-06-16,"United States, Canada",ES_1105164_GJH09BW-A6DRNL1A_09292023120031_80167529,1
3845223,Hema,DS-2W1822CI,,,15.3,26.0,27.5,116.0,18000,230,Window,Straddles Window,1,0,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),14.4,,938.0,0,2024-11-29,2024-12-10,"United States, Canada",ES_1150726_DS-2W1822CI_12102024103932_80235876,0
3845049,Hisense,143-1306-8,,810088367564,14.6,20.3,20.7,55.1,12000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2025-02-15,2024-12-05,Canada,ES_1115137_143-1306-8_12042024104518_593949,0
3892176,Midea,MAW10U2QWT,,840296515266;840296518373,13.5,19.2,22.0,54.7,10000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),16.0,,469.0,0,2024-12-25,2024-12-25,"United States, Canada",ES_1138537_MAW10U2QWT_01022025143937_ 80237251,1
2620520,Midea,MAW10V1QWT,,810004817784;840296518311,13.5,19.2,22.0,53.1,10000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,500.0,0,2023-07-18,2023-07-18,"United States, Canada",ES_1138537_MAW10V1QWT_07272023171057_80176132,0
4498967,Midea,MAW10V1UWT,,840296519448,13.5,19.2,22.0,54.0,10000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,500.0,0,2025-09-12,2025-09-12,"United States, Canada",ES_1132323_MAW10V1UWT_09152025123819_80268567,0
3722647,Midea,MAW10W1QWT,,840296513507;840296518281,13.5,19.2,22.0,54.0,10000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,500.0,0,2024-11-08,2024-11-08,"United States, Canada",ES_1138537_MAW10W1QWT_11112024113144_80231930,0
2620525,Midea,MAW12AV1QWT,,840296502907;840296518205,13.5,19.2,22.0,53.1,12000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2023-07-18,2023-07-18,"United States, Canada",ES_1138537_MAW12AV1QWT_07272023171057_80176132,0
2669189,Midea,MAW12AV1QWT-C,,840296518199,13.5,19.2,22.0,56.9,12000,115,Window,Straddles Window,1,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2023-09-26,2023-09-26,"United States, Canada",ES_1138537_MAW12AV1QWT-C_09282023160824_80183471,0
4511253,Midea,MAW12AV1UWT-C,,840296519950,13.5,19.2,22.0,56.9,12000,115,Window,Does Not Straddle Window or Windowsill,0,0,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),15.0,,600.0,0,2025-10-13,2025-10-13,"United States, Canada",ES_1138537_MAW12AV1UWT-C_10142025110929_80271405,0
2829065,Midea,MAW12HV1CWT,,810040948831,13.9,19.4,22.2,58.0,12000,115,Window,Straddles Window,0,1,"11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h",1,R-32,R-32 (GWP:675 | Lower GWP),13.3,,677.0,0,2023-07-11,2023-12-04,United States,ES_1138537_MAW12HV1CWT_120420230826247_9283395,0
