"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Product Type","Application","Display Type","Backlight Technology Type","Diagonal Viewable Screen Size (in.)","Screen Area (sq. in.)","Native Horizontal Resolution (pixels)","Native Vertical Resolution (pixels)","Resolution Format","High Contrast Ratio (HCR) Display","Physical Data Ports Available","Ethernet Supported","Low Power Wireless Technologies Supported","Features","Automatic Brightness Control","Is Automatic Brightness Control Enabled by Default in the Default SDR Preset Picture Setting When Television is Shipped?","Average On Mode Power Consumption for Certification (watts)","Maximum Average On Mode Power for Certification (watts)","Reported On Mode Power (per the Federal Test Procedure) (watts)","Reported Annual Energy Consumption (kWh)","Measured Standby Mode Power (Watts)","Power Consumption in Standby Mode when Not Connected to a Network (watts)","Power Consumption in Standby Mode when Connected to a Network (watts)","Reported Standby-Active, Low Mode Power (watts)","Date Available On Market","Date Certified","Markets","CB Model Identifier"
"3814685","EP-TEC Solutions Pte Ltd","InfinityPro","Smart 65","Smart 65","","","Television (TV)","Consumer","LCD","Direct-lit LED","64.46","1,775.85","2160","3840","4K (UHD)","No","None","Other","Other","None","No","N/A","101.28","122.26","101.28","187.33","0.36","0.35","0.36","0.36","11/18/2024","11/22/2024","United States, Canada","ES_1148598_Smart 65_11182024174531_8051568"
"3814694","LG Electronics, Inc.","LG","43QNED80AU*","43QNED80AU*",",,* may be any alphanumeric according to color of stand or enclosure","195174104118","Television (TV)","Consumer","LCD","Edge-lit LED","42.5","769.6","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight","Yes","No",,,"54.2","99","0.4",,,,"06/06/2025","11/19/2024","United States","ES_1118034_43QNED80AU*_112020241312476_9585146"
"3845000","LG Electronics, Inc.","LG","43QNED82AU*","43QNED82AU*","43QNED77AZ*,43QNED77AZ*,* may be any alphanumeric according to color of stand or enclosure; 43QNED82AA*,43QNED82AA*,* may be any alphanumeric according to color of stand or enclosure","195174104149;195174111024","Television (TV)","Consumer","LCD","Edge-lit LED","42.5","769.6","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight","Yes","No",,,"60.2","110","0.4",,,,"04/18/2025","02/17/2025","United States","ES_1118034_43QNED82AU*_120220240145706_3607380"
"3814695","LG Electronics, Inc.","LG","50QNED80AU*","50QNED80AU*",",,* may be any alphanumeric according to color of stand or enclosure","195174104477","Television (TV)","Consumer","LCD","Edge-lit LED","49.5","1,043.02","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight","Yes","No",,,"62.5","114","0.4",,,,"06/06/2025","11/25/2024","United States","ES_1118034_50QNED80AU*_112020241329630_8448156"
"3845001","LG Electronics, Inc.","LG","50QNED82AU*","50QNED82AU*","50QNED77AZ*,50QNED77AZ*,* may be any alphanumeric according to color of stand or enclosure; 50QNED82AA*,50QNED82AA*,* may be any alphanumeric according to color of stand or enclosure","195174104507;195174111031","Television (TV)","Consumer","LCD","Edge-lit LED","49.5","1,043.02","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight","Yes","No",,,"65.4","119","0.4",,,,"04/18/2025","02/17/2025","United States","ES_1118034_50QNED82AU*_120220240145699_2108475"
"3798905","LG Electronics, Inc.","LG","50QNED85AU*","50QNED85AU*",",,* may be any alphanumeric according to color of stand or enclosure","195174103722;195174106051","Television (TV)","Consumer","LCD","Edge-lit LED","49.5","1,043.02","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight","Yes","No",,,"63.8","119","0.4",,,,"06/20/2025","11/20/2024","United States","ES_1118034_50QNED85AU*_111520241009906_9935356"
"2732573","LG Electronics, Inc.","LG","50QNED85TU*","50QNED85TU*",",,* may be any alphanumeric according to color of stand or enclosure","195174076637","Television (TV)","Consumer","QD-LED (QLED)","Edge-lit LED","49.5","1,047.01","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight","Yes","No","73.2","100.3","73.2","136",,"0.3","0.4","0.4","03/01/2024","11/06/2023","United States","ES_1118034_50QNED85TU*_110720230103557_8905876"
"3361113","LG Electronics, Inc.","LG","55LX1TPU*","55LX1TPU*",",,* may be any alphanumeric according to color of stand or enclosure","195174082300","Television (TV)","Consumer","OLED","OLED","54.6","1,275.74","3840","2160","4K (UHD)","Yes","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Automatic Brightness Control,User Adjustable Backlight","Yes","No","105.7","123","105.7","196",,"0.3","0.4","0.4","04/20/2024","01/11/2024","United States","ES_1118034_55LX1TPU*_011120240726940_2555049"
"3814696","LG Electronics, Inc.","LG","55QNED80AU*","55QNED80AU*",",,* may be any alphanumeric according to color of stand or enclosure","195174104873","Television (TV)","Consumer","LCD","Edge-lit LED","54.6","1,270.92","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight","Yes","No",,,"70.3","128","0.4",,,,"04/18/2025","11/25/2024","United States","ES_1118034_55QNED80AU*_112020241332261_1430736"
"3845011","LG Electronics, Inc.","LG","55QNED82AU*","55QNED82AU*","55QNED77AZ*,55QNED77AZ*,* may be any alphanumeric according to color of stand or enclosure; 55QNED82AA*,55QNED82AA*,* may be any alphanumeric according to color of stand or enclosure","195174104910;195174111055","Television (TV)","Consumer","LCD","Edge-lit LED","54.6","1,270.92","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight","Yes","No",,,"73.1","133","0.4",,,,"04/18/2025","02/17/2025","United States","ES_1118034_55QNED82AU*_12022024014649_7502418"
"3798906","LG Electronics, Inc.","LG","55QNED85AU*","55QNED85AU*","55QNED85AA*,55QNED85AA*,* may be any alphanumeric according to color of stand or enclosure; 55QNED85AY*,55QNED85AY*,* may be any alphanumeric according to color of stand or enclosure","195174102626;195174104934","Television (TV)","Consumer","LCD","Edge-lit LED","54.6","1,270.92","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight","Yes","No",,,"79.3","147","0.4",,,,"04/18/2025","11/20/2024","United States","ES_1118034_55QNED85AU*_111420240928164_2687794"
"2732037","LG Electronics, Inc.","LG","55QNED85TU*","55QNED85TU*","55QNED85TA*,55QNED85TA*,55QNED85TA* is the same as 55QNED85TU* except for model designation.* may be any alphanumeric according to color of stand or enclosure","195174076002","Television (TV)","Consumer","QD-LED (QLED)","Edge-lit LED","54.6","1,275.67","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight","Yes","No","76.9","95.8","76.9","142",,"0.3","0.3","0.3","02/24/2024","11/01/2023","United States, Canada","ES_1118034_55QNED85TU*_103120231519814_6263870"
"3798868","LG Electronics, Inc.","LG","65QNED80AU*","65QNED80AU*",",,* may be any alphanumeric according to color of stand or enclosure","195174105252","Television (TV)","Consumer","LCD","Edge-lit LED","64.5","1,775.92","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight","Yes","No",,,"96.4","176","0.4",,,,"04/18/2025","11/18/2024","United States","ES_1118034_65QNED80AU*_111520241117828_7941956"
"3798869","LG Electronics, Inc.","LG","65QNED82AU*","65QNED82AU*","65QNED77AZ*,65QNED77AZ*,* may be any alphanumeric according to color of stand or enclosure; 65QNED82AA*,65QNED82AA*,* may be any alphanumeric according to color of stand or enclosure","195174105283;195174111079","Television (TV)","Consumer","LCD","Edge-lit LED","64.5","1,775.92","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight","Yes","No",,,"92.2","171","0.4",,,,"05/23/2025","02/17/2025","United States","ES_1118034_65QNED82AU*_111520241117343_6500615"
"3798907","LG Electronics, Inc.","LG","65QNED85AU*","65QNED85AU*","65QNED85AA*,65QNED85AA*,* may be any alphanumeric according to color of stand or enclosure; 65QNED85AY*,65QNED85AY*,* may be any alphanumeric according to color of stand or enclosure","195174102640;195174105306","Television (TV)","Consumer","LCD","Edge-lit LED","64.5","1,775.92","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight","Yes","No",,,"92.8","172","0.4",,,,"03/21/2025","11/20/2024","United States","ES_1118034_65QNED85AU*_111420240929379_5219687"
"2732574","LG Electronics, Inc.","LG","65QNED85TU*","65QNED85TU*","65QNED85TA*,65QNED85TA*,65QNED85TA* is the same as 65QNED85TU* except for model designation.* may be any alphanumeric according to color of stand or enclosure","195174078099","Television (TV)","Consumer","QD-LED (QLED)","Edge-lit LED","64.5","1,778.87","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight","Yes","No","112","139.5","112","207",,"0.3","0.4","0.4","02/20/2024","11/06/2023","United States","ES_1118034_65QNED85TU*_110720230055744_6296155"
"2740386","LG Electronics, Inc.","LG","65QNED90TU*","65QNED90TU*","65QNED90TA*,65QNED90TA*,65QNED90TA* is the same as 65QNED90TU* except for model designation.* may be any alphanumeric according to color of stand or enclosure","195174076767","Television (TV)","Consumer","QD-LED (QLED)","Direct-lit LED","64.5","1,778.87","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight","Yes","No","117","138","117","216",,"0.3","0.4","0.4","02/20/2024","11/14/2023","United States","ES_1118034_65QNED90TU*_111420230021647_2531310"
"3814697","LG Electronics, Inc.","LG","75QNED80AU*","75QNED80AU*",",,* may be any alphanumeric according to color of stand or enclosure","195174105672","Television (TV)","Consumer","LCD","Edge-lit LED","74.5","2,368.85","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight","Yes","No",,,"95.9","175","0.4",,,,"04/18/2025","11/25/2024","United States","ES_1118034_75QNED80AU*_112020241332972_8815038"
"3845189","LG Electronics, Inc.","LG","75QNED82AU*","75QNED82AU*","75QNED77AZ*,75QNED77AZ*,* may be any alphanumeric according to color of stand or enclosure; 75QNED82AA*,75QNED82AA*,* may be any alphanumeric according to color of stand or enclosure","195174105702;195174111093","Television (TV)","Consumer","LCD","Edge-lit LED","74.5","2,368.85","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight","Yes","No",,,"102.2","187","0.4",,,"0.3","04/18/2025","02/17/2025","United States","ES_1118034_75QNED82AU*_120520240405507_2785208"
"3798908","LG Electronics, Inc.","LG","75QNED85AU*","75QNED85AU*","75QNED85AA*,75QNED85AA*,* may be any alphanumeric according to color of stand or enclosure; 75QNED85AY*,75QNED85AY*,* may be any alphanumeric according to color of stand or enclosure","195174103876;195174105733","Television (TV)","Consumer","LCD","Edge-lit LED","74.5","2,368.85","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Wide Color Gamut,Automatic Brightness Control,User Adjustable Backlight","Yes","No",,,"113.5","210","0.4",,,,"03/21/2025","11/20/2024","United States","ES_1118034_75QNED85AU*_111420240929758_8695617"
"2732809","LG Electronics, Inc.","LG","75QNED85TU*","75QNED85TU*","75QNED85TA*,75QNED85TA*,75QNED85TA* is the same as 75QNED85TU* except for model designation.* may be any alphanumeric according to color of stand or enclosure","195174078105","Television (TV)","Consumer","QD-LED (QLED)","Edge-lit LED","74.5","2,372.62","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight","Yes","No","140.7","163","140.7","260",,"0.3","0.4","0.4","02/20/2024","11/07/2023","United States","ES_1118034_75QNED85TU*_110720230638651_9842953"
"2740393","LG Electronics, Inc.","LG","75QNED90TU*","75QNED90TU*","75QNED90TA*,75QNED90TA*,75QNED90TA* is the same as 75QNED90TU* except for model designation.* may be any alphanumeric according to color of stand or enclosure","195174077399","Television (TV)","Consumer","QD-LED (QLED)","Direct-lit LED","74.5","2,372.62","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight","Yes","No","138.9","174.4","138.9","256",,"0.3","0.4","0.4","02/20/2024","11/20/2023","United States","ES_1118034_75QNED90TU*_112020230551427_5561536"
"3994228","Samsung Electronics Co., Ltd.","Samsung","QN42S90FAE","QN42S90FAE","QN42S90FDE,QN42S90FDE,Same as basic model except model designation; QN42S92FAE,QN42S92FAE,Same as basic model except model designation","","Television (TV)","Consumer","OLED","OLED","41.5","737.4","3840","2160","4K (UHD)","Yes","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight","Yes","No","71.93","83.13","71.92","137.5","0.9",,,,"02/10/2025","02/05/2025","United States","ES_1023593_QN42S90FAE_020320250614484_6101486"
"3354303","Samsung Electronics Co., Ltd.","Samsung","QN43QN90DAF","QN43QN90DAF","QN43QN90DDF,QN43QN90DDF,Same as basic model except model designation; QN43QN92DAF,QN43QN92DAF,Same as basic model except model designation","","Television (TV)","Consumer","QD-LED (QLED)","Direct-lit LED","42.5","771.85","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight","Yes","No","63.4","85.68","63.4","143.6",,"0.3","0.5",,"12/29/2023","12/18/2023","United States","ES_1023593_QN43QN90DAF_121820230452627_6454741"
"3982849","Samsung Electronics Co., Ltd.","Samsung","QN43QN90FAF","QN43QN90FAF","QN43QN90FDF,QN43QN90FDF,Same as basic model except model designation; QN43QN92FAF,QN43QN92FAF,Same as basic model except model designation","","Television (TV)","Consumer","QD-LED (QLED)","Direct-lit LED","42.5","771.9","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight","Yes","No","62.8","85.7","62.8","118.79","0.6",,,,"01/27/2025","01/30/2025","United States","ES_1023593_QN43QN90FAF_012020250041560_1195068"
"3439034","Samsung Electronics Co., Ltd.","Samsung","QN48S90DAE","QN48S90DAE","QN48S90DDE,QN48S90DDE,Same as basic model except model designation","","Television (TV)","Consumer","OLED","OLED","47.5","965.2","3840","2160","4K (UHD)","Yes","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight","Yes","No",,,"81.6","151",,,,,"04/22/2024","04/16/2024","United States","ES_1023593_QN48S90DAE_04172024044633_1715624"
"3994229","Samsung Electronics Co., Ltd.","Samsung","QN48S90FAE","QN48S90FAE","QN48S90FDE,QN48S90FDE,Same as basic model except model designation; QN48S92FAE,QN48S92FAE,Same as basic model except model designation","","Television (TV)","Consumer","OLED","OLED","47.5","965.2","3840","2160","4K (UHD)","Yes","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight","Yes","No","84.9","98.73","84.9","161.18","0.9",,,,"02/10/2025","02/05/2025","United States","ES_1023593_QN48S90FAE_020320250714630_1103879"
"3354304","Samsung Electronics Co., Ltd.","Samsung","QN50QN90DAF","QN50QN90DAF","QN50QN90DDF,QN50QN90DDF,Same as basic model except model designation; QN50QN92DAF,QN50QN92DAF,Same as basic model except model designation","","Television (TV)","Consumer","QD-LED (QLED)","Direct-lit LED","49.5","1,047.01","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight","Yes","No","74.27","102.06","74.27","165.5",,"0.3","0.4",,"12/29/2023","12/17/2023","United States","ES_1023593_QN50QN90DAF_121720230835155_1844467"
"3943121","Samsung Electronics Co., Ltd.","Samsung","QN50QN90FAF","QN50QN90FAF","QN50QN90FDF,QN50QN90FDF,Same as basic model except model designation; QN50QN92FAF,QN50QN92FAF,Same as basic model except model designation","","Television (TV)","Consumer","QD-LED (QLED)","Direct-lit LED","49.5","1,047","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight","Yes","No","75.76","103","75.76","143.81","0.8",,,,"01/27/2025","01/20/2025","United States","ES_1023593_QN50QN90FAF_012020250701719_9947101"
"2862420","Samsung Electronics Co., Ltd.","Samsung","QN55QN90DAF","QN55QN90DAF","QN55QN90DDF,QN55QN90DDF,Same as basic model except model designation; QN55QN92DAF,QN55QN92DAF,Same as basic model except model designation","","Television (TV)","Consumer","QD-LED (QLED)","Direct-lit LED","54.6","1,275.67","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight","Yes","No","102.15","117.43","102.15","223.9",,"0.3","0.4",,"12/29/2023","12/07/2023","United States","ES_1023593_QN55QN90DAF_121220230738992_2177801"
"3943231","Samsung Electronics Co., Ltd.","Samsung","QN55QN90FAF","QN55QN90FAF","QN55QN90FDF,QN55QN90FDF,Same as basic model except model designation; QN55QN92FAF,QN55QN92FAF,Same as basic model except model designation","","Television (TV)","Consumer","QD-LED (QLED)","Direct-lit LED","54.6","1,275.7","3840","2160","4K (UHD)","No","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight","Yes","No","102.38","117.43","102.38","193.09","0.9",,,,"01/27/2025","01/22/2025","United States","ES_1023593_QN55QN90FAF_01202025080045_9728370"
"4481070","Samsung Electronics Co., Ltd.","Samsung","QN55S84FAF","QN55S84FAF","QN55S84FDF,QN55S84FDF,Same as basic model except model designation","","Television (TV)","Consumer","OLED","OLED","54.6","1,275.7","3840","2160","4K (UHD)","Yes","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Voice Recognition,Automatic Brightness Control,User Adjustable Backlight","Yes","No","86.03","114.74","96.05","180.84","0.8",,,,"08/11/2025","08/04/2025","United States","ES_1023593_QN55S84FAE_080120250825221_9728418"
"3462884","Samsung Electronics Co., Ltd.","Samsung","QN65S85DAE","QN65S85DAE","QN65S85DDE,QN65S85DDE,Same as basic model except model designation","","Television (TV)","Consumer","OLED","OLED","64.5","1,779.11","3840","2160","4K (UHD)","Yes","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight","Yes","No",,,"112.3","207",,,,,"05/13/2024","04/25/2024","United States","ES_1023593_QN65S85DAE_042520242316911_4876062"
"3994262","Samsung Electronics Co., Ltd.","Samsung","QN65S85FAF","QN65S85FAF","QN65S85FBF,QN65S85FBF,Same as basic model except model designation; QN65S85FDF,QN65S85FDF,Same as basic model except model designation","","Television (TV)","Consumer","OLED","OLED","64.5","1,779.1","3840","2160","4K (UHD)","Yes","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","Quick Start,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight","Yes","No","114.17","157.36","114.17","213.9","0.8",,,,"02/03/2025","02/07/2025","United States","ES_1023593_QN65S85FAF_020620250219469_8364925"
"3354311","Samsung Electronics Co., Ltd.","Samsung","QN65S90DAF","QN65S90DAF","QN65S90DDF,QN65S90DDF,Same as basic model except model designation; QN65S92DAF,QN65S92DAF,Same as basic model except model designation","","Television (TV)","Consumer","OLED","OLED","64.5","1,779.11","3840","2160","4K (UHD)","Yes","Universal Serial Bus (USB),Other,RS-232,HDMI","Fast Ethernet (100 Mbit/s)","Bluetooth","High Dynamic Range Upscaling,Wake-On-Cast Compatibility,Control Via Remote Control App,Control Via Smart Speaker,Upconversion,Motion-based Dynamic Dimming (MDD) (also known as Motion Eye Care),Automatic Brightness Control,User Adjustable Backlight","Yes","No","134.53","157.6","134.53","251.1",,"0.4","0.8",,"12/29/2023","12/17/2023","United States","ES_1023593_QN65S90DAF_121720230605698_3315653"
